first_release_date,genres,id,name,platforms,summary,storyline
1644883200,[5],257553,Halo 2 Uncut,[6],Using evidence found within Halo 2s tags map scripts and other external media Halo 2 Uncut aims to accurately restore as much cut content into the game as possible Features prerelease elements such as cut weapons cut weapon and vehicle functionalities restored cut encounters and map scripts and features Directors Cutstyle cutscenes,Missing
1644969600,"[12, 31]",257040,Genshin Impact: When the Sakura Bloom,"[6, 34, 39, 48, 167]",Version 25 of Genshin Impact which included  New character Yae Miko  New story quests for Raiden Shogun and Yae Miko  New main event Three Realms Gateway Offering  and more,The ancient Sacred Sakura stands on the peak of Mt Yougou its roots running long and deep into the earth stretching endlessly Underneath its shadow there are people who wholeheartedly wish for blessings a kitsune who is amused at the floating world and a god who yearns for transient eternity Everything in this world changes people come and go but the Sacred Sakura blooms brilliantly every year its petals going where the wind leads
1645488000,[5],256798,Dust Devil,[6],Dust Devil is a single player mission for GZDoom spread across two intertwined maps  You have been sent to a UAC outpost on a desert world to recover a mysterious artefact Expect heavy resistance and some new surprises  Featuring new textures by Ukiro and music by Jimmy  Jumping and crouching are disabled,Missing
1645833600,"[12, 32]",255559,"""Omori"" ""Mod"" Made to Appeal to ""Omori"" ""Fans""",[6],This is an Omori mod that was said to be AI generated to be appealing as possible to players,Missing
1644537600,Missing,255358,Boys Tale,[6],Missing,Missing
1645747200,"[31, 34]",255111,Private Lesson with My Lover Teacher,[6],Private Lesson with My Lover Teacher is an erotic visual novel where the teacher Tsukimori Misaki suddenly decides to live with his student Kido Yusuke who doesnt know what to do in the future and tries to give him some help,What should I do in the future Kido Yusuke was worried He studied hard so that he could go on to any job in the future And he also worked a parttime job to supplement his living expenses But he doesnt know what he wants to do in the future And he couldnt talk to anyone about that problem  One day the teacher came to the student dormitory where he lives Im living here from today Were a teacher and a student but Im glad if youll get along with me Tsukimori Misaki an older teacher suddenly decided to live with him  Yusuke casually asks Misaki How can I find my future goals You just have to spread your insights Like a student play a lot and experience a lot He doesnt know what to do even if hes told to play and experience Yusuke didnt feel like that until now Then may I cooperate for you  The days when the teacher and the student spend time under the same roof Times that were unthinkable in my life will change every day little by little
1645056000,[31],254828,Toiletrooms,"[6, 14]",You wake up in the dark checking your pocket you find a lighter You are in a very strange place You see many corridors that are filled with toilet cubicles urinals and sinks You begin to explore the area in the hope of finding a way out  Toiletrooms are an endless gloomy maze of toilets It is inhabited by strange creatures It probably looks like a backrooms but instead of being empty it has toilet cubicles sinks urinals and lots of pipes  The game was made in two weeks Inspired by the universe backrooms and samosbor,Missing
1644537600,"[31, 34]",254618,Haunted Obachestra Vol. 2 Bianke,"[6, 34, 39]",Haunted Obachestra Vol 2 Bianke follows Erlucia Treis Dhyos  Henas,Set in Tokyo the fictional Ayakashi Ward where humans and monsters coexisting
1645747200,[34],252652,Mysterious Thief Emerald,"[3, 6]",Made for NaNoRenO Game Jam 2022  They call her Mysterious Thief Emerald Her life is anything but ordinary and a certain keeneyed detective seems determined to keep it that way,Missing
1646006400,"[31, 32]",251348,Spirits Mirror​:​ Digital Possessed,[6],A spirit reflects The visions you see Shifting divisions Between you  me,Missing
1644796800,"[31, 32, 34]",250266,Lunatic Den,"[6, 14]",Welcome to the Madmans Den  A horror ADV in which you interact with strange and amusing residents while developing a town Play time is about 45 hours,Missing
1645920000,"[7, 13, 32]",250218,Polytope,"[6, 14]",A fastpaced rhythmesque game by ubuntor about matching key presses to reshape a constantly ebbing glob of scifi goo A gameplay observation of the NelderMead method a numerical method used to find the minimum or maximum of an objective function in a multidimensional space,Missing
1645660800,[9],248441,Amazing Girl,[6],Amazing Girl is an addicting game in which you have to solve puzzles with Lovely GirlsThe game is perfect for relaxing,Missing
1643932800,[9],248437,Neko Doll,[6],Come and meet your neko doll let her accompany you to complete challenging levels unlock her mysterious realm and experience the joy of intimate contact with neko in different scenes,Missing
1644192000,"[5, 32]",246685,Touhou yuǎn kōng jiè: Ultimate Vitality of Imagination,[6],The games mechanics revolve around the usage of the featured Limit gauge in order to turn red items into life meter and bullets into bomb meter by deleting all bullets within the limit range which grows as your limit level increases,Missing
1645747200,"[5, 32]",246681,Touhou Danmuki: Spellbroken Dream Festival,[6],A Touhou fangame created by Incandesence System This game features scenebased gameplay where you capture individual spells instead of 6 stages with 64 total,Missing
1645488000,"[31, 32]",245166,Sherlock Holmes: Chapter One - Plague Doctor Pack,"[6, 48, 167, 169]",This DLC includes the following items  Plague Doctor Costume Laboratory Coat,Missing
1645056000,[7],241377,Friday Night Funkin' VS Ralsei,[6],Have you ever wanted to sing against a fluffy boy Well nows your chance,Missing
1644105600,[15],239964,Plants vs. Zombies 2: First Person,[6],Plants vs Zombies 2 but first person See all of the new time periods plants and zombies in 3D,Missing
1646006400,"[10, 14, 32]",237785,Race on Ice 2022 Pro,"[3, 6, 14]",Race On Ice 2022 Pro is an ice racing game where you can drive 28 drivers of the year 20212022 of the category Pro and Lite  The goal is very simple you take a driver and try to win the race,Missing
1645056000,"[32, 34]",232949,BBirthday,"[6, 34, 39]",Help Bianca to relive the 15 years of her life but from another perspective  Enjoy this dreamcore style visual novel with escape room elements and hints of horror Unlock different endings ,Missing
1644278400,"[9, 15, 32]",232742,Amnesia: Fleeing Brennenburg,[6],Fleeing Brenneburg picks up where The Dark Descent ends In the Orb Chamber after killing Alexander right as he and his dreams vanish in a bluish mist At this point the shadow nor any of the servants are present in the Brennenburg castle Its empty Almost Feeling of guilt is what Daniel goes through as he remembers leaving Agrippa alone trapped in his human vessel before he starts his journey out of the castle Being in the lowest depths of the castle Daniel has to go and follow his own footprints back He was confident in his ability of ascending out of the darkness after he successfully descended into it But something was off He knew the feeling very well the feeling of something lurking in the shadows Going through The Chancel Cistern Entrance The Cistern Prison North at a steady pace with no signs of slowing down Daniel had frozen in fear A lifeless body nowhere to be found Making him wonder whether the hellfire to wash away his sins was yet to be put out,A custom story following Daniel Fleeing the Brennenburg castle after taking his revenge on Alexander
1646006400,"[2, 31]",230855,Saturday Night is the Loneliest Night of the Week,"[3, 6]",A quick little adventure game created for the February MAGS game jam You wash up on some faraway beach Did you party too hard or did you just listen to the wrong Woody Herman cassette tape Find out in this lighthearted romp and you may find yourself embroiled in a real adventure,Missing
1644192000,[32],230483,Atlas Gate,[6],Stranded on an island of paper find your way off or stay and see it decay,Missing
1644278400,[5],229821,Pay 4 It,[6],A Doom II mod,Missing
1645142400,[5],229820,Capybara,[6],Capybara is a 22level Boomcompatible cl9speed slaughtermap community project consisting bizzare visual designs unconventional combat designs and some challenging slaughtery gameplay In this project everybody needs to finish making the maps within 24 hours and only have 4 days to work on them note that this is not a strict rule  Majority of the maps are playtested with DSDADoom or Gzdoom however note that you might suffer from unexpected lags in some grandiose slaughter situations aka lots lots of monsters,Missing
1645747200,[31],229686,Yume Nikki GB,"[6, 82]",Yume Nikki GB is a Yume Nikki fangame It is a demake of the original game for the Game Boy This is a game in which you traverse the extremely dark world inside a dream,Missing
1644105600,[31],229661,Dreaming Bad,[6],A Breaking Good inspired parody Yume Nikki fangame thats actually about Walt losing his steam account,Missing
1646006400,"[9, 13]",228364,The Hypno Shop,"[3, 6, 14]",You have just started your own online business where you will be commissioned to create the perfect hypnotic spiral to help your clients get off Youll be rated on how well you fulfill their kinks and other preferences,Missing
1644537600,[32],227786,Winging It,[6],Play as a young owl born into a desert full of tasty prey and scary predators Glide through the desert on a journey of survival growing your abilities along the way,Missing
1644883200,"[13, 15]",227405,Anno 1800: Seasonal Decorations Pack,[6],Celebrate the seasons with 24 new ornaments for your cities from springthemed flowers to Halloween decorations,Missing
1645488000,[13],227285,Trainz Railroad Simulator 2019: QUBE GE C44aci Pack,[6],The C44aci is a model of Australian heavy duty diesel electric locomotive designed by UGL Rail and built at the Broadmeadow factory It is operated by a number of rail freight operators The design is based on the National Rail NR class but with some modifications and upgraded features,Missing
1643760000,[13],227284,Trainz Railroad Simulator 2019: DR/DB DBmtrue/DBmu748 Pack,[6],Built by the VEB Waggonbau Goerlitz factory in Germany these versatile doubledecker cars were used on regional passenger transport by Deutsche Reichsbahn and then by Deutsche Bahn They feature custom bogeysounds custom interior and more,Missing
1644278400,[31],226796,Generation Zero: Base Defense Pack,"[6, 48, 49]",Your battles with countless machines have paid off  other Resistance members have become inspired by your successes and have designed new structures to help keep your base varied and ready for any kind of attack This is only the beginning of how to expand on your base and with the following structures you are ready for battle once more,Missing
1645488000,"[14, 33]",225843,Cyball,"[6, 34, 39]",Cyball CyBall is a futuristic footballthemed US soccer NFTbased game where users can collect and form a team of CyBlocs and face off against other teams online or trade and mentor new CyBlocs within the CyBalls ecosystem Initially the game will launch on BNB Chain with immediate plans to launch on Solana as soon as it is ready to create a multichain gaming environment The CyBall game engine combines different elements of strategy simulation and chance into the form of an exciting and competitive turnbased football card game where players compete to see who can score the most goals Players train up their CyBlocs to compete in various game modes with varying levels of rewards Existing CyBlocs can also mentor young CyBlocs creating the next generation of unique NFTs In future expansions we aim to give players more ways to spend accrued rewards both in CyBall and in the wider CyBloc universe,Space Boy Fusk has finally defeated Big Boy Bogdan and Father Hays allowing CyBlocs to roam freely within the Earth Whats the first thing to be done Start up their own world game association of course Enter the world of CyBlocs  Cyborgs on the blockchain
1643932800,"[32, 34]",225803,Bohemian Symphony,[6],Follow the nonsensical adventures of Zalmora Greenhand and friends as they attempt to solve murders fend off curses and survive zombie apocalypses,Missing
1646006400,"[32, 34]",225513,It's A Promise,[6],Erin has gotten used to the monotony of her life But she still feels like something is missing One day she is approached by a young woman named Ori who seems to know who she is Erin doesnt remember her at all Ori asks her out on a date and Erin finds herself saying yes  How will the date go Will Erin remember who Ori is Will Ori find out that Erin doesnt remember her Read to find out,Missing
1644278400,"[12, 31]",224473,Scarlet Nexus: Brain Eater Pack 3,"[6, 48, 49, 167, 169]",The Scarlet Nexus Brain Eater Pack DLC contains a new episode which explores an unseen side of Karen Travers 2 different costume sets for all characters new Vision Simulator missions as well as other new challenges and rewards,Missing
1646006400,Missing,222823,Press W to Move Forward,"[6, 14]",Press W to Move Forward is a 5minute experimental horror game exploring the rhetorics of progress control and societal pressure Like the title suggests the players only mode of control is through pressing W to progress the game with occasional mouse movements,Missing
1644969600,Missing,221606,No Man's Sky: Sentinel,"[6, 48, 49, 167, 169]",Fight alongside your own personal robotic companions and battle an array of new foes in the Sentinel Update Introducing a total overhaul of weapon systems new lore and stories allnew Sentinel enemies and combat behaviours the ability to reprogram and adopt your very own friendly AI drone and much much more,Missing
1644364800,"[12, 31, 32]",219492,Undertale Tag,[6],A solo coop experience Control two humans with one SOUL in a new UNDERGROUND with four official endings with differing variations,Missing
1644192000,"[10, 32, 33]",218636,Pico World Race,"[3, 6, 14, 82]",Pico World Race is a fastpaced racing game for PICO8 Get in your supercar and take a trip around the world testing your driving skills on challenging circuits against a host of opponents,Missing
1645920000,[31],217873,Cleaning Redville,[6],A small town in the middle of the woods Your job is to make sure its clean However the place has its rumors Is everything what it seems Are you sure that you are safe Is your job even normal here,Missing
1644105600,[31],217858,August Night,[6],the repeating visions and the unstoppable pain will come to an end soon the dream itself will visit you home be ready for it,Missing
1645228800,Missing,217822,LumberReborn,"[6, 82]",This is a game about creating a forest from nothing and selling the wood for profit Place trees to generate wood and use collectors to sell the wood,Missing
1645056000,"[5, 8]",216421,Doukutsu Randamu,[6],Experience art style and gameplay of classical indie game Cave Story in brand new procgen environment each adventure is different and you only have one life for each,Missing
1644710400,"[2, 31]",216348,Aida's Bizarre Halloween,[6],A standalone follow up to the adventure classic Aidas Strange Christmas  Aida is trying to live a normal life after her past adventure in Santaland But that grows harder as something new draws her away from her home this time to a land of pumpkins and dark candy,Missing
1645920000,[34],216284,Assessment Examination,"[6, 82]",Thanks for applying to the Authenticity Assessment Department  We wish you luck on your upcoming examination  You will need it,Missing
1645315200,Missing,215222,Marissa Is Now Idle,[6],Marissa Is Now Idle is a visual novel made for the Dying MMO Jam that takes place on a computer in 2003 After logging in you find your internet friend Marissa sitting next to you and have one last conversation  However one second in real life equals one minute ingame and when 6pm hits WarCore will shut down whether youve resolved your feelings or not,Missing
1644537600,[32],214978,Coloring Pixels: Cute Pack,"[3, 6, 14]",This Cute themed book unlocks 20 additional levels for Coloring Pixels This book adds new images that are all very cute to look at and color From babies to animals to cute scenes  this book fits right in with any Valentines gift,Missing
1645315200,[33],214860,Rainbow Cave Raid,[6],Play as Reimu and shoot your way through dozens of foes while grabbing as many colored items as you can to maximize your score and face off against the boss waiting at the end  Includes a whopping one stage of fastpaced shooting action And maybe a few secrets as well,Missing
1645574400,[5],213173,Double Barrel Mayhem,[6],Double Barrel Mayhem is a shooting action game in which the player releases poor souls who have turned into evil sweets by shooting them with a shotgun,Missing
1645747200,[34],213133,Ever Maiden,"[6, 48]",This story is about Puerarium a school isolated from the outside world by fog and thorns Here strict discipline is always in effect where the air always tense and time never disturbed However one morning a girl was found unconscious in front of the school gate This gate is always closed and should only open on special occasions The guards on alert asked her to name herself to which she replied Alouette At that moment the bell of the clock tower which was rusty and always silent rang out When the bell of the clock tower rings the end of this school will come soon,Missing
1645747200,"[9, 31, 32]",210758,Just More Doors,"[3, 6, 14]",Just More Doors is a horrorpuzzle game filled with doors that take you to various liminal spaces Exploring these spaces is your only chance of escaping this realm between realms This world inside the world itself This universe in which doors can lead to absolutely anywhere,You were dreaming just a few seconds ago About a door A beautiful door It stood in the middle of nowhere You reached forward and opened it  And now youre here Was it really a dream Something isnt right It feels like this place was waiting for you  Welcome to Just More Doors A realm between realms A world inside the world itself A universe in which doors can lead to absolutely anywhere  Go on and open the door to win What lies beyond is incredible A place of wonders You wont believe your eyes Its a masterpiece seriously Youll love it  Just open the door and see it yourself Its so easy Youve already opened doors isnt it  So you can do it
1644192000,"[32, 33]",210685,Ultimate Vitality of Imagination,[6],Ultimate Vitality of Imagination is a fangame of Touhou Project a STG game with Touhou style In the beginning of summer as it is the trees in Gensokyo have already shown an appearance of autumn Reimu is concerned about the haunting ghosts and even humans are becoming overly hyper Hearing the news of highspeed trains appearing in the sky Marisa is in high spirits to take a look Aya has noticed the mysterious light shining above the clouds felt something strange to occur,Missing
1644278400,Missing,210325,Cagio,"[6, 14]",A little Spanish interactive poem,Missing
1645920000,"[13, 15]",208828,Gunship Battle: Crypto Conflict,"[6, 34, 39]",Gunship Battle Crypto Conflict is the newest installment of the Gunship Battle series  a 4X massively multiplayer strategy game Utilize jets aircraft carriers and other units to fight your battles in real time at sea Gather and upgrade your units with TITANIUM to conquer the battlefield,In the near future global warming has accelerated past all prjections With seas on the rise and mass migration across every ocean and continent conflict break out across the globe and threaten to become an allannihilating World War III  Armada has released a propaganda video claiming it soon will acquire a nuclear weapons on its own Armada was getting ready to declare a nuclear war to eradicate peace of the world  But the old world order died in their place along with countries military and your own navy Only a single battleship crew and a deserted island were left behind you
1643846400,[35],208310,The night spoke our names,"[3, 6, 14, 82]",A tiny game where you roll dice use them to activate skills and hope to survive the winter,Missing
1645747200,[13],207219,Secrets of the Valley,[6],Secrets of the Valley tells the story of a man who ran away from a troubled past in search of a future worth living,Missing
1645488000,"[5, 13, 14, 31]",206793,TheHunter: Call of the Wild - Modern Rifle Pack,"[6, 49]",Expand your weapon arsenal with a brand new collection of modern rifles Whether youre hunting small game or fierce apex predators these versatile semiautomatic rifles have all the firepower you need Each rifle is available in two distinctive skins and compatible with a wide range of scopes,Missing
1644537600,"[32, 33]",206533,Epiplaphobia,"[6, 34, 82]",Welcome to our furniture stores dresser section Stay a while stay forever  Run as fast as you can from a haunted dresser without looking back in this retrostyle firstperson endless runner from the creator of Virtomae Tap with your fingers and try your best to avoid getting caught by the feral beast The title features a couple of different difficulty modes and devicebased highscores,Missing
1643846400,"[5, 31, 32]",206422,Shattered Between,[6],A dynamic roguelike shooter where you can experiment with weapons and special abilities wander through various roomsworlds and defeat opponents Will you pass the tests and reach the final goal,At the beginning of the game you choose an augmentation  the starting ability of the hero which you will further develop Time dilation universal gravity and so on will all be available to you Find a combination of augmentation and weapons that fit your style of play
1644019200,[33],205757,Henshinko!,[6],Gamble your reality for money in this male to female transformationthemed transgender realitybending pachinkostyle arcade game Your reality may change at the end of every level entering worlds of both good and bad fates where your relationship with your fiance can be enhanced or destroyed,Missing
1644883200,"[12, 31]",202780,Star Wars: The Old Republic - Legacy of the Sith,[6],Star Wars The Old Republic Legacy of the Sith is the eighth Digital Expansion to Star Wars The Old Republic  Legacy of the Sith takes us back to the planet of Manaan for a new military campaign with the mission of securing a very important planet for their faction  With the update the level cap was raised to 80 a new flashpoint set on the remote planet of Elom was added as well as a new Operation that players will need to complete,An ongoing conflict The war between the Galactic Republic and the Sith Empire spreads to new worlds Dangerous fringe groups rise in the dark corners of the galaxy and Darth Malgus pursues an unknown plan Unravel these mysteries and more as your choices continue to shape the galaxy  Return to the underwater depths The Sith Empire has invaded Manaan to seize its abundance of kolto a vital medical resource on all sides of the war Battle through underwater facilities for control of the planet with separate Imperial and Republic Storylines Completing the Manaan storyline will unlock a new base of operations for your faction  Explore a ruined Sith fortress The story continues on the planet Elom with the discovery of a ruined Sith Fortress that was mysteriously erased from all records Rumors persist that Darth Malguson the hunt for ancient relics throughout the galaxymay have found something critical to the future of the Jedi and the Sith This new storyline will be available both as a solo experience as well as a multiplayer Flashpoint
1644796800,[5],202689,Call of Duty: Vanguard - Season Two,"[6, 48, 49, 167, 169]",Ready for a massive free content drop Join Captain Butcher and Task Force Yeti in discovering the greatest threat to the world Nebula V Eradicate or harness this weapon in Warzone prove your elite skills in Vanguard Multiplayer or enter allnew areas in the Dark Aether to face a deceptive force in Zombies Prepare for some heavy weaponry,Tilted on its Axis the world is once again threatened by this resurging nefarious power one hellbent on choking the life out of the Allies On Caldera Captain Butcher and company uncover Axis intel on something called Nebula V Among these documents Butcher not only discovers reported locations of this chemical weapon around the island but also a stockpile of it located in a hidden stronghold thousands of meters above sea level in the Swiss Alps Forming another team in Task Force Yeti consisting of a trio of alpine warfare and closequarters combat experts  Butcher invades the Axis hideout to eradicate stragglers and recover more Nebula V for Allied research As the squad corner a surviving commander however they soon find out just how devastating this weapon can be if released into the world
1644710400,[7],202580,Friday Night Funkin' Corruption: Reimagined!,[6],Funkin Corruption Reimagined is based off of Phantom Fears corruption but with an entirely twisted storyline and new songs,Missing
1645056000,"[7, 13, 32, 33]",202539,Drums Rock,"[6, 163, 384, 390]",Drums Rock is an arcade drums game for VR follow the rhythm of rock with your drums and smash the demons Live a unique campaign with different levels challenges songs and worlds Drums Rock is an ideal game to feel like a rock hero while destroying hordes of demons to the rhythm of rock,Missing
1644192000,Missing,202538,Galaxy Citizen,[6],Galaxy Citizen is an online Action RPG set in an Alien world,Missing
1645401600,[7],202414,Friday Night Funkin': Mario's Madness,[6],Friday Night Funkin Marios Madness is a Friday Night Funkin mod based on various creepypastas around the world of Super Mario each one has their own song ready to battle with you Being 7 in total including cutscenes,Its a Friday noon youre hanging out at your girlfriends house when all of a sudden a package arrives at the door you and your girlfriend receive it and open it you realize its an NES cartridge you insert it into his fathers console and start playing not knowing youve unleashed a demon  you and your girlfriend are dragged into the tv by a pair of gloved hands you wake up in an empty space you look up at the sky and then you see him  youre not alone here
1645747200,[7],202337,Friday Night Funkin': Banbuds vs. Reggie the Rat,[6],A funny mod of Friday Night Funkin where Banbuds rapbattle against Reggie The Rat on the computer screen to the tune of Infant Destroyer,Missing
1644883200,[32],202210,Anime Gas Station,[6],Relaxing puzzle game with cute gas station girls,Missing
1645660800,[31],201337,Braingirl,[6],Braingirl is a Yume Nikki fangame It stars Mikan an apartmentdwelling lucid dreamer and is primarily based around the collection of effects and exploration of the dream world Scattered across its areas are a form of currency known as CDs which can be used at vending machines and other types of vendors,Missing
1644883200,"[12, 14, 33]",201118,Bowling Cross: Final Frame,[6],BOWLING CROSS DARK LEGACY OF THE DEVIL BOWLER FINAL FRAME is the complete version of BOWLING CROSS a weird GBCstyle BattleBowling Action RPG  play as a roaming adventurer using Custom BattleBowling Balls to knock down your enemies,Missing
1645401600,[7],200665,Friday Night Funkin': V.S. Father Foundest,[6],Boyfriend and Girlfriend visit Americas greatest national monument Father Foundest  for presidents day,Missing
1645660800,"[15, 24, 31, 32]",199854,Roguebook: Fugoro - Merchant of Wonders,"[6, 130]",Mischievous greedy an expert with a staff This triton has more than one trick up his sleeve Recruit Fugoro a new playable hero and unlock 50 new cards talents and treasures to combine to defeat the Roguebook,Missing
1645228800,"[5, 33]",198514,Sly Panda,"[3, 6, 14]",Slow down time fire off tons of bullets and defeat dopey ghosts That is what Sly Panda is all about,Missing
1645920000,[7],198491,Friday Night Funkin': vs. Reggie the Rat,[6],It seems like this rat wants to spit some funky rhymes or maybe something else,Missing
1644883200,"[5, 31]",198264,PUBG: Battlegrounds - Season 16,"[6, 48, 49, 167, 169]",Season 16 includes weapon balancing a trip back to the smugglers isle a new ranked season and more,Missing
1645401600,"[8, 33]",198180,Supertan Marioner 3D Infinity World Adventures,"[6, 49, 169]",The adventures of Super marioner continue This time with 3D design Travel through the jungle with marioner Jump between platforms Try not to fall in this endless speeding adventure You have 3 rights Try to make the highest record,Missing
1645833600,"[8, 10]",198052,Bananab!!,[6],An obstacle course game for two players  with a twist Contestants start on opposite ends of a single race track one moving forward the other backward in time,Missing
1645660800,[9],197597,1001 Jigsaw Legends of Mystery 3,[6],Solve incredible puzzles with 1001 Jigsaw Legends of Mystery 3 500 photos to prove the existence of magic,Missing
1643932800,[31],197551,Horror Night,[6],Horror Night is an Online Multiplayer Coop ThirdFirst person asymmetric horror adventure game You have to escape the monster in a procedurally generated scenario by solving puzzles and finding items alongside your teammates Characters can be customized through cosmetics and skins,Missing
1645056000,[32],197305,Naughty Waifu,[6],Move all parts to form the complete image,Missing
1644278400,[31],197290,Edge of Reality: Lost Secrets of the Forest - Collector's Edition,[6],A growing phenomenon threatens the forest,Missing
1646006400,"[13, 32]",196910,7 Angels,[6],7 Angels is an online chat simulator game with visual novel style interactions where each decision will change your fate forever on your road from a mere mortal to a sex god Seduced and cursed by an evil Succubus you need to fuck your way out of this damned spell and seduce all the 7 Angels of Sex,Missing
1645401600,"[32, 34]",196909,Sex Adventures: The Spa,[6],A visual novel about a young womans naughty adventures at her favorite SPA,Missing
1644796800,"[31, 32]",196446,Crabmania,[6],Crabby is a crab much as his name might suggest and after waking up hungry one day he decides he is in the mood for a good oldfashioned Reubens Sandwich Unfortunately his kitchen is bare  Join Crabby on his quest to find the six secret ingredients he needs to make the perfect Reubens all while getting to know the strange local sea life of the reef he calls home,Missing
1645920000,[33],196311,Rocket Bits,"[3, 6, 14]",Missing,Missing
1644451200,[31],196135,Fractal Fly,[6],Explore imaginary landscapes like youre flying in another world Observe and dive into those chaotic shapes all around you And even transform them Youre totally free to move where you want you will discover a tremendous variety of shapes and colors,Missing
1644364800,"[15, 31, 32]",195902,SurvivalIsLand,[6],Survival Island is a free and open sandbox survival game We will be born on a barren island and there will be many rare and exotic animals on this island By collecting building manufacturing and fighting his survivors we will finally survive on this deserted island,Missing
1644278400,Missing,195845,Sniper,[6],sniperis a firstperson shooter,Missing
1644537600,[32],195651,Neko Maid,[6],Every neko girl loves cleanliness wants to clean and take care of a master And every certain maid has a secret  someone loves to be photographed in the masters mirror the other loves to escape to the beach during a coffee break ,Missing
1644019200,"[9, 31]",195104,No Anglerfish,[6],You awaken on a desert island with no knowledge of who you are or how you arrived there Explore and unlock surrounding islands by playing the mysteriously powerful arcade machines spread throughout the lands,Missing
1645660800,Missing,194977,SRG Mixtape Volume #2,[6],Super Rare Mixtape Vol 2 is a physical indie game collection including 30 games and 6 demos Packaged as a USB drive shaped like cassette tape with only a limited number sold,Missing
1646006400,"[9, 31, 32]",194514,Mistrick,[6],You play as John Blanc a narcissistic convict who finds himself trapped in a strange pocket dimension Soon after his arrival he is greeted by a former cell neighbor and executed serial killer Chase Colt While Chase claims that John has already died this quickly turns out to be a malicious lie to keep John trapped in this world Will he be able to figure out a way to escape or will he die to the many tricks of this wicked place,Missing
1645833600,[34],194510,Yandere Heaven,"[3, 6, 14]",Welcome to the world of Yandere Heaven A place where many crazy characters gather to try and win your heart  This visual novel is an unofficial fandub based on the Japanese audio drama CD series of the same name Originally aimed at a female audience each volume features two yandere characters in different scenarios who fight over you the listener,Missing
1645660800,"[8, 13, 31]",194461,Polytoria,"[3, 6, 14]",An online block game with a digital economy that empowers users to create experiences to share with friends and the world,Missing
1643846400,[9],194412,Pawndemonium,"[3, 6, 14]",Charge through a swarm of pawns in this chessbased twist on tower defense Work to fortify your back line while protecting against wave after wave of pawns and other chess pieces,Missing
1644451200,Missing,194386,6 Pack of Craft Games,"[3, 6, 14]",Here are 6 things that are too small to be posted or sold on their own  Chat Stashers  Bubble Herder  Planet Maker  Ladybug Window  Games Fast  Desktop Incense Burner,Missing
1644710400,[33],194349,Dragons in Space,"[6, 48]",Space dragons are attacking Destroy them all using a variety of weapons and rescue all the escape pods  there not really dragons  Keyboard controls WASD or direction keys to move space or Insert on the number pad to shoot This allows you to play using one hand left hand on wasd and space or right hand on the arrows on the number pad with the insert0 key to shoot with num lock off Controller is also supported,Missing
1645228800,[2],194309,Disco Noire,[6],Disco Noire is a pointandclick detective noire game Made for Moonjam 2022 by Andrew Beriault  Aren Blondal,Missing
