,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
18,99962,Alice: Madness Returns - Ultimate Edition,"[9, 12]","[8, 25, 31]",Within events of the first game Alice Liddell believing herself responsible for a fire that consumed her home and her family escapes into a twisted version of Wonderland While held at Rutledge Asylum for treatment Alice was able to conquer her doubts and eventually was released from the ward Madness Returns takes place in 1875 a year after Alices release Alice now 19 years old6 resides at an orphanage in Victorian London under the care of Dr Angus Bumby a psychiatrist who uses hypnosis to help his child patients forget their memories Though she believes that she is fine Alice still suffers from hallucinations of Wonderland  During an errand Alice is struck by a hallucination and believes herself to be in Wonderland again Though initially idyllic the peaceful land quickly becomes corrupted by the Infernal Train that rampages through it leaving behind the Ruin a force that attempts to stop Alice Alice meets with the Cheshire Cat who affirms that it is some outside force not Alice that has caused this corruption and urges her to seek out former friends and foes to discover the source of the Train Throughout the rest of the game Alice briefly returns to reality between episodes occurring within Wonderland In the real world Alice learns from the family lawyer that her sister Elizabeth nicknamed Lizzie was first to die in the fire despite being the farthest from its source and had been locked in her room  Within the corrupted Wonderland Alice attempts to learn more from Wonderlands various citizens including the Duchess the Mad Hatter the Mock Turtle the Walrus and the Carpenter and the Caterpillar She is ultimately told that the Queen of Hearts still lives despite her defeat at Alices hands before though in a diminished capacity At the Queens castle Alice discovers the Queens true form which resembles her younger self The Queen reveals that an entity called the Dollmaker has taken over the Infernal Train and is corrupting Wonderland  Returning to London Alice starts to recall her memories of the night of the fire and realizes that Dr Bumby was there He is responsible for the death of her sister and her whole family She comes to the conclusion that Dr Bumby is attempting to erase the memories of the fire from her mind and as he has done with other children trying to leave her as a blank toy to be taken by abusive masters and child molesters for a price Furious Alice confronts both Dr Bumby in the real world at the Moorgate station and Dr Bumbys Wonderland counterpart the Dollmaker in her fantasy on the Infernal Train Dr Bumby admits to his crimes and even attests to setting Alices home on fire after Lizzie refused his advances removing any witnesses to his having raped her that night He points out that by wiping out her Wonderland he will make her forget the events of that night while he will continue as a member of high society Alice defeats the Dollmaker in Wonderland giving her the strength in the real world and in her mind to push Dr Bumby into the path of an oncoming train killing him  As Alice leaves the station she finds herself in a hybrid vision of London mixed with Wonderland Londerland Alice wanders into the unknown terrain as the Cheshire Cat monologues that Alice has found the truth that was worth the pain fighting for and Wonderland though damaged is safe for the time being,Return to Wonderland and experience an all new nightmare as Alice fights to regain her sanity as she fights for the truth behind her past Can Alice save Wonderland  and herself  from the madness that consumes them both  This bundle includes Alice Madness Returns game American McGees Alice and the Weapons of Madness and Dresses Pack,Missing,,,,,,
19,99959,Mass Effect 2: Ultimate Edition,"[6, 9, 12]","[5, 12, 13]",Two years after Commander Shepard repelled invading Reapers bent on the destruction of organic life a mysterious new enemy has emerged On the fringes of known space something is silently abducting entire human colonies Now Shepard must work with Cerberus a ruthless organization devoted to human survival at any cost to stop the most terrifying threat mankind has ever faced  To even attempt this perilous mission Shepard must assemble the galaxys most elite team and command the most powerful ship ever built Even then they say it would be suicide Commander Shepard intends to prove them wrong,They dont expect you to survive Entire human colonies on many worlds are vanishing As Commander Shepard you must assemble the galaxys deadliest team to save mankind against impossible odds They call it a suicide mission prove them wrong The Mass Effect 2 Ultimate Edition includes Mass Effect 2 PLUS all the downloadable content packs for one great price This includes Zaeed  The Price of Revenge Kasumi  Stolen Memory The Firewalker Pack Overlord Lair of the Shadow Broker The Arrival and more,Missing,,,,,,
20,92254,Pia Carrot e Youkoso!! 4,"[12, 38]",Missing,Missing,Missing,Missing,,,,,,
21,86096,Travel Bug,[46],Missing,Missing,Travel Bug is a game in which you can catch bugs in your virtual net customize them and see snapshots of their progress as they travel across the planet Help other bugs on their trips and uncover new secrets as you check in every day,Missing,0.0,0.0,0.0,0.0,0.0,0.0
22,85812,Sega Vintage Collection: ToeJam & Earl,"[9, 12]",Missing,Missing,Join aliens ToeJam and Earl in their adventures across space in classic titles ToeJam  Earl and ToeJam  Earl in Panic on Funkotron This classic journey of two funky aliens has been updated for release on Xbox LIVE Arcade Earn all new achievements complete challenging new game trials and take on zany Earthlings with a friend in two player coop across Xbox LIVE,Missing,,,,,,
23,65041,Unchained Blades Exxiv,"[37, 38]",[12],Missing,Missing,Missing,,,,,,
24,64700,Crazy Strike Bowling,[9],[14],Missing,Bowling game released for PSN It features an anime art style along with wacky bear shenanigans This game requires the PlayStation Eye,Missing,,,,,,
25,64630,Missing Parts: The Tantei Stories Complete,[38],[34],Missing,This work is a PSP version of the the Missing Parts stories released on Dreamcast and PS2 from 2002 to 2004 It is a mystery adventure game set in the local city of Wenhu where Detective Kyosuke Shinjo uses information gathering and analytical power to confront difficult cases The PSP version contains all six episodes of scenarios as well as new scenarios An additional scenario will be a story where you can enjoy episodes that were not mentioned in the main part and new aspects of the characters,Missing,,,,,,
26,64367,History Channel: Legends of War - Patton,"[6, 9, 12, 46]",[15],Missing,Turn based strategy game following the career of the legendary Gen George Patton during World War II,Missing,,,,,,
27,62705,Kamen Rider: Super Climax Heroes,"[5, 38]",[4],Missing,The 2012 entry of the Climax Heroes series The controls and mechanics have been revamped with playstyles similar to a freeroam Marvel vs Capcom Several tertiary Riders were added to the roster,Missing,0.0,0.0,0.0,85.0,2.0,0.0
28,61686,The Cube,"[6, 9, 37]","[9, 32, 33]",Missing,Remember those old games from your childhood and feel the taste of passing level after level absorbing all the soulfulness of our game Maybe you also want to become a Cube,Missing,0.0,0.0,0.0,0.0,0.0,0.0
29,54406,Strike Solitaire,"[6, 46]",[15],Missing,The worlds of Bowling and Solitaire collide in this highly enjoyable mash up Get your strike on and complete each frame by getting the cards matched As you hone your skills youll unlock new tracks and gain trophies up to 24 for you to accrue with pride along the way  and buy bonuses in the game shop as you play,Missing,0.0,0.0,0.0,0.0,0.0,0.0
30,52918,DOOM Classic Complete,[9],[5],Missing,Dust off your BFG and ready yourself for the definitive battle against the forces of Hell,Missing,,,,,,
31,52161,Chronovolt,[46],[9],Missing,Chronovolt is a 3D platform adventure for PlayStation Vita utilising some of the systems unique touch and analogue controls,Missing,7.0,8.75,9.96,57.0,3.0,7.0
32,44595,DanceStar: Party Hits,[9],[7],Missing,DanceStar Party Hits follows on from the original DanceStar Party with 40 brand new tracks giving you the chance to perform your moves alongside your idols and perfect your swagger with realtime video feedback,Missing,,,,,,
33,44577,Worms: The Revolution Collection,"[9, 12]",Missing,Missing,Features the popular Worms Revolution and Worms 2 Armageddon plus a total of 7 DLC packs Loaded with new features dynamic effects and a host of explosive missions Allnew cartoon carnage with the introduction of Super Sheep Napalm Strikes Earthquakes and the legendary Concrete Donkey,Missing,,,,,,
34,44509,Diabolik Lovers: Haunted Dark Bridal - Limited Edition,[38],"[15, 31]",Missing,Diabolik Lovers is an Adventure game developed by Otomate and published by Idea Factory which was released in Japan in 2012,Missing,,,,,,
35,42983,Assassin's Creed III: Washington Edition,[9],[31],Missing,The Washington Edition comes with the Hidden Secrets Battle Hardened and Tyranny of George Washington packs Hidden Secrets has three extra missions two costumes for solo play and two characters for multiplayer while Battle Hardened has three new maps and three fresh multiplayer characters The Tyranny of George Washington pack comes in three singleplayer instalments and explores an alternate reality where Washington is a powerhungry dictator The final part The Redemption can not be played until April 23rd 2013,Missing,,,,,,
36,42867,Football Manager Handheld 2013,"[38, 39]",[14],Missing,Football Manager 2013 often abbreviated to Football Manager 13 or more commonly FM13 is a 2012 football management simulation video game developed by Sports Interactive and published by Sega It was released on Microsoft Windows and OS X on 2 November 20121 Football Manager Handheld 2013 was subsequently published for PlayStation Portable on 30 November2 and for iOS and Android on 13 December34,Missing,,,,,,
37,42705,Ragnarok Odyssey: Mercenary Edition,[46],[12],Missing,Ragnarok Odyssey is an Action RolePlaying game RPG for PlayStation Vita that is set in a unique environment based in Norse mythology Loosely built upon the world of the South Korean MMORPG Ragnarok Online Ragnarok Odyssey challenges players to protect their home of Rune Midgard from a rampaging mass of invading giants set on destruction To do so they will have to master a challenging battle system full of fluid combos and chain attacks and enlist the help of friends online Additional features include deep character customization six job classes and beautiful cutscenes that take advantage of the PS Vitas superior graphics capabilities  Mercenary Edition Items Included   Ragnarok Odyssey  CD game soundtrack  The Guild of Midgard Mercenary Guide containing art and strategy tips  A pack of 10 monster cards,Missing,,,,,,
38,42704,Atelier Totori Plus: The Adventurer of Arland,[46],[12],Missing,Totori brings her tools her books and everything colourful to the PS Vita Forget about saving the world you have more important business to attend to Namely collecting your ingredients learning new recipes creating powerful items and completing missions set by the guild In this game where you have a schedule to follow every moment counts The Sony PS Vita game includes new modes and upgrades People who adore Totoris motherly elder sister Ceci can include her in the playing team right away There are also new enhancements and contents exclusive to the PS Vita version Play the game and find out what these are,Missing,,,,,,
39,28726,007 Legends: Patrice,"[6, 9, 12]",[5],Missing,Play as the villain Patrice from the SKYFALL movie Unlock the playable character Patrice available for use in Splitscreen and Multiplayer Mode To use this download you will need 007 Legends,Missing,,,,,,
40,27955,Call of Duty: Black Ops II - Hardened Edition,"[9, 12]",[5],Missing,Hardened Edition includes   Limited Edition 2Sided SteelBook  2 Collectible Challenge Coins  Official Soundtrack by Jack Wall with Theme by Trent Reznor  Exclusive PlayStation 3 Dynamic Multiplayer Theme  Exclusive PlayStation 3 Dynamic Zombies Theme  InGame Content   Nuketown Zombies Bonus InGame Content  Nuketown 2025 Bonus Multiplayer Map  Exclusive Weapon Camo  Exclusive Multiplayer Player Card Background  Exclusive Zombies Player Card Background,Missing,,,,,,
41,26584,Malicious Rebirth,[46],[25],Slayer The terrible Malicious is about to return and as the Slayer you have been summoned by the Prophets to battle it  You must defeat the former chosen of the prophets the Mad Queen and her servants to obtain the strength and power needed to defeat the Malicious  Rebirth The soul of a new Slayer has been summoned from another world and given form in the shape of a Spirit Vessel Through the Slayers actions the coming of the terrible calamity of the Malicious was forestalled and disaster averted  After the death of the Mad Queen however four kings rose from the different territories of the Mad Queens wartorn kingdom They initiated a new series of violent and bloody conflicts that engulfed the lands  Once more the realm was plunged into chaos and negative emotions threatened to fill the world If the fighting continued it would mean the rebirth of the Malicious  The Prophets sensing the danger awaken the Slayer in order to subdue the four kings and put an end to the fighting,Battle boss after boss in this PS Vita port of the downloadable PS3 game Malicious,Missing,6.24,0.0,0.0,70.0,6.0,3.0
42,23826,Sonic & All-Stars Racing Transformed: Bonus Edition,"[6, 9, 12, 37, 41, 46]",[10],Missing,A new Bonus Edition of Sonic  AllStars Racing Transformed brings in the most sensible Sega franchise ever for a racing game OutRun A level based on Segas classic racer will be included with the edition sold to preorder customers at launch in other words its a bonus for the first printing more than it is a special edition  Alongside the OutRun content the Bonus Edition includes a playable Metal Sonic character and vehicle and an ingame Emoticon Sticker Pack,Missing,,,,,,
43,22173,The Walking Dead: Assault,"[9, 12, 39, 48]","[15, 31]",Missing,An adaptation of The Walking Dead comic series for iOS,Missing,,,,,,
44,7264,Dai-2-ji Super Robot Taisen OG,[9],"[12, 15, 24]",Missing,Japanonly game in the Super Robot Wars series,Missing,,,,,,
45,26384,E.X. Troopers,"[9, 37]",[5],Missing,An offshoot of the Lost Planet franchise EX Troopers is an action game focused as much on character dynamics in a pilot school as it is on alienblasting action,90.0,12.05,20.02,34.02,79.0,15.0,17.0
46,529,Far Cry 3,"[6, 9, 12]","[5, 31]",Missing,Beyond the reach of civilization lies a lawless island ruled by violence This is where you find yourself stranded caught in a bloody conflict between the islands psychotic warlords and indigenous rebels Struggling to survive your only hope of escape is through the muzzle of a gun Discover the islands dark secrets and take the fight to the enemy improvise and use your environment to your advantage and outwit its cast of ruthless deranged inhabitants Beware the beauty and mystery of this island of insanity Where nothing is what is seems youll need more than luck to escape alive,83.8981016174649,15.67,25.5,36.95,83.0,3181.0,4141.0
47,5062,Chaos on Deponia,"[3, 6, 14, 48, 49, 130]","[2, 9, 31, 32]",Such a Chaos Rufus home Deponia is an enourmous the whole planet comprising junkyard  and authorized by the Elysian Council of Elders to blast off Only the beautiful Goal could prevent this But Goal is stuck with Rufus at the swimming black market the filthiest dump of Deponia And her brain implant where the secret codes for the return to Elysium are saved is heavily damaged  Fortunately you can get at the swimming black market almost everything  includes a operation at the brain But when Goals consciousness get broken into three pieces while the operation then the chaos is complete  Rufus needs to bring back all three personality fragments to reason  all this before Goas fiancé Cletus the Organon the unorganzed crime or the rebel troops get their fingers on the value consciousnessdatasets Between duck bills burning saw blades antigravity socks and torpedo dolphins develops the most bizzarre romance in history of video games Because Rufus not only needs to save the world to thwart the plans of the Organon and to cheat himself to the top of two opposing underground organizations  he has to unbold the heart of a woman whose consciousness is saved on three datasets In a nutshell The destiny of the whole world depends on Rufus charme and his empathy  Wellit could have been much worse,With this longexpected sequel to the critically highly acclaimed and lavishly praised Deponia the player enters round two Chaos on Deponia turns out to be even wackier than its predecessor and instantly puts the player under its spell,83.45651056620213,10.05,11.3,13.4,76.0,193.0,336.0
48,13921,Borderlands 2: Mr. Torgue's Campaign of Carnage,"[3, 6, 9, 12, 14, 48, 49]","[5, 12]",Missing,Enter Mr Torgues Campaign of Carnage and see if you have what it takes to become champion of this brand new storyline in Borderlands 2 Fight for the Big Loot against some of the baddest baddies in Pandora including hordes of Biker Bandits  Plus take special quests from Tiny Tina Moxxi and others for extra rewards And dont forget to bring your friends  those higher levels get pretty tough,81.5240952570751,2.99,5.58,7.48,71.0,137.0,126.0
49,1880,Baldur's Gate: Enhanced Edition,"[3, 6, 14, 34, 39, 48, 49, 130]","[12, 15, 31]",Missing,Running on an upgraded and improved version of the Infinity Engine Baldurs Gate Enhanced Edition includes the entire Baldurs Gate adventure the Tales of the Sword Coast expansion pack and neverbeforeseen content including a new adventure and three new party members the Calishite monk Rasaad yn Bashir Neera the wild mage and Dorn IlKhan the evil blackguard,81.40787500728395,30.18,53.19,90.31,80.0,332.0,484.0
50,18352,Call of Duty: Black Ops II - Care Package,"[9, 12]",[5],In Cold Warera Nevada a team of CDC operatives investigate a nuclear testing site known as Nuketown where they are attacked by zombies Dr Edward Richtofen is heard via a television carrying out his scheme on the Moon Richtofen seizes control of the zombies by entering the Aether but Dr Ludvig Maxis works with his daughter Samantha and Richtofens former allies Tank Dempsey Nikolai Belinski and Takeo Masakai to thwart him To this end Maxis launches three massive nuclear missiles filled with Element 115 the element responsible for the reanimation of dead cells at the Earth destroying it One missile completely destroys Nuketown and all present Years later Earth has been reduced to a crumbling hellish wasteland overrun by zombies In this new world four survivors  Samuel J Stuhlinger Abigail Misty Briarton Marlton Johnson and Russman  have banded together to survive in Washington with the help of a bus driven by a robotic driver The four are contacted by Maxis now an digitallyrendered AI who is seeking humanitys aid against Richtofen Maxis implores them to power up a tower in a cornfield using an electricitybased zombie However Richtofen contacts Samuel who is able to hear voices from the Aether and commands him to convince his friends to power up the tower in his favor The player may choose to follow either Maxis or Richtofens orders It is revealed in audio transmissions that survivors from all over the world have been contacted by both Maxis and Richtofen though there is widespread conflict between the followers of both Germans particularly in a settlement known as Jackass Flats which was initially a safe haven only to fall to the zombies when the MaxisRichtofen conflict consumed it Regardless of who they choose to aid the four are teleported to a crumbling skyline in Shanghai China Here Richtofen commands Samuel to mend the rift and accept his fate as a follower of Richtofen threatening to expose his past as a member of a cannibalistic cult known as The Flesh who eat zombie flesh to survive Richtofen continuously revives the group whenever they fall to the zombies until they follow his orders Maxis who is no longer hampered by electric devices contacts the group again for aid The four learn through televisions scattered across the area of the Flesh as well as the beginnings of a new airborne plague of Element 115 the element that reanimates dead cells and causes zombies Following their battles in Shanghai Russman leads the group across the continents to a large hole in the ground known as the Rift in Africa hoping to find answers about the unseen forces commanding them Maxis and Richtofen contact them once again more desperate than ever to achieve their goals Both of them ask the group to power up the third and final tower in their favor Maxis promises to heal the Earth and Richtofen promises to save them from Maxis The four gain a new ally in the form of a mute unnamed giant in a western town built underground and are hampered by a ghostly woman in a massive mansion Depending on who the player has aided in the story there are two possible endings If the player has aided Richtofen he will gain unlimited power over the Aether and the Earth kill Maxis and condemn Samantha Maxis soul to eternal damnation He will then enter the body of Samuel as a reward for his aid but finds he cannot exit it and is at the mercy of the zombies as he was before If the player has aided Maxis he uses the power from the towers to enter the Aether and assume ultimate control trapping Richtofen in a zombies body However the Earth begins shaking and Maxis explains to the four that he is beginning the process of the destruction of the Earth and humanity to reach Agartha where he believes Samantha is Unbeknownst to all Samantha is indeed in Agartha which her father ultimately fails to enter but reaches out to her father in 1918 France during World War I Maxis is a leader of Group 935 who operate to secure Germanys victory in the war To this end they have created towering mechanical robots suits of armor and staffs that control the powers of the elements Group 935 also stumbles upon an ancient tomb believed to be of Vrill origin but this unleashes the first known zombie outbreak in history Aiming to stop Germany Japan Russia and the United States of America send Takeo Nikolai and Dempsey to capture Richtofen the mastermind behind the advanced technology By this time Group 935s operatives have been wiped out and Maxis himself was lobotomized when he began to turn into a zombie The group put aside their nationalities to fight the undead and are contacted by Samantha begging to be freed from Agartha Richtofen puts Maxis brain in a flying drone and he joins the fight against the zombies and to free Samantha The group is eventually successful and while Maxis meets his daughter they enter Agartha to be rewarded A cutscene is played of Samantha with a boy named Eddie playing with toys of the characters who have appeared in the Zombies game mode throughout all three games Air raid sirens are heard and the two children retreat to the basement with Maxis with Samantha noting her father has a plan to make their games real It is ambiguous as to whether the events of the game mode have actually occurred or has all along been simply in Samanthas imagination,The Care Package Edition includes   Nuketown Zombies  Nuketown 2025  Limited Edition Collectible Steelbook  Limited Edition Challenge Coins  Exclusive Weapon Camo  Exclusive Player Card Backgrounds  Official Game Soundtrack  Remote Controlled MQ27 Dragonfire Drone  Care Package,80.0872270520164,,,,,,
51,2174,Sonic & All-Stars Racing Transformed,"[6, 9, 12, 34, 39, 41, 46]","[10, 14]",Missing,Race as Sonic and a host of legendary AllStars and prepare to transform Speed across land sea and air in a high velocity battle to the finish line as your amazing transformable vehicle changes from car to boat to plane midrace Racing on mobile will never be the same again,80.06914941194493,7.48,17.87,45.92,78.0,390.0,344.0
52,5052,NASCAR: The Game - Inside Line,"[5, 6, 9, 12]","[10, 13, 14, 33]",Missing,Hop in the drivers seat buckle up and start your engines for NASCAR The Game Inside Line Bringing the true NASCAR experience to consoles NASCAR Inside Line will allow players to race with the top NASCAR Sprint Cup Series drivers teams and cars as well as feature all 23 officially licensed racetracks,80.0,,,,,,
53,13912,Mass Effect 3: Omega,"[6, 9, 12]","[5, 12, 24]",Missing,Omega has been seized by one of Cerberus most accomplished and brilliant agents General Oleg Petrovskyand Aria TLoak is plotting her revenge To reclaim her domain she must team up with Commander Shepard  Join Omegas infamous leader in her fight to retake the notorious black market station Navigate Omegas seedy underbelly as Aria joins your squad and you witness her legendary biotic powers and unrelenting ruthlessness firsthand Help Nyreen Kandros the valiant turian leader of the Talon mercenary group as she fights to free the enslaved people of Omega Face down fearsome new enemies including the Cerberusmanipulated Reaper the Adjutant  Shape Omegas future through four deathdefying missions and strike a devastating blow to the Illusive Mans plans,79.9569682874741,2.98,3.07,3.51,75.0,138.0,137.0
54,5643,BlazBlue: Chrono Phantasma,"[6, 9, 46, 52]","[4, 33]",Missing,BlazBlue Chrono Phantasma released in Japan as BlazBlue Chronophantasma is a 2D fighting game developed by Arc System Works It is the third game of the Blazblue series set after the events of BlazBlue Continuum Shift Besides normal rebalancing from Continuum Shift Extend Chrono Phantasma features several revamped gameplay mechanics and introduces seven new characters to the roster The character sprites have also been redrawn and several new songs were composed for the game All previous musical themes were rearranged The storyline continues after events of Continuum Shift A new mechanic called Overdrive has been added to the game replacing the Gold Bursts from Continuum Shift,75.85781802210658,17.76,26.78,36.9,75.0,33.0,45.0
55,530,Hitman: Absolution,"[6, 9, 12]","[5, 24, 31]",Hitman Absolution follows Agent 47 a cold blooded assassin who takes on his most dangerous contract to date Betrayed by those he trusted and hunted by the police he finds himself at the centre of a dark conspiracy and must embark on a personal journey through a corrupt and twisted world in his search for the truth,Hitman Absolution follows the Original Assassin undertaking his most personal contract to date Betrayed by the Agency and hunted by the police Agent 47 finds himself pursuing redemption in a corrupt and twisted world  Showcasing IoInteractives new proprietary Glacier 2 technology the game has been built from the ground up boasting a cinematic story distinctive art direction and highly original game design Hitman Absolution combines much loved classic gameplay with completely new gameplay features for the Hitman franchise,75.6505128212809,12.37,19.98,36.47,74.0,1066.0,1354.0
56,7070,Midway Arcade Origins,"[9, 12]","[4, 8, 9, 10, 31, 33]",Missing,Midway Arcade Origins is an arcade compilation released on November 6 2012 in North America and in Australia It is the successor to the Midway Arcade Treasures series and includes a selection of games that were included in those compilations with the sole exception of Vindicators Part II which was not included before,75.0,5.83,0.0,9.39,70.0,5.0,5.0
57,5124,Rise of the Guardians: The Video Game,"[5, 9, 12, 20, 37, 41]",[31],Missing,Let your imagination soar in Rise of the Guardians The Video Game as you play in an actionpacked adventure game as one of the classic childhood legends including North aka Santa Claus Tooth aka the Tooth Fairy Bunnymund aka the Easter Bunny Sandman and Jack Frost Each player has their own set of upgradable and neverbeforeseen extraordinary abilities to help you take on the evil spirit Pitch and his infectious nightmares With dropinandout multiplayer and up to four players on consoles cool team attacks and an arsenal of spellbinding moves you and your team of Guardians will protect the hopes beliefs and imaginations of children all over the world,75.0,4.79,0.0,10.14,61.0,8.0,9.0
58,2800,Ben 10: Omniverse,"[5, 9, 12, 20, 37, 41]","[8, 25, 31]",Missing,Ben 10 Omniverse is the only video game based on the highlyanticipated Cartoon Network TV series Ben 10 Omniverse The brandnew show spans two time periods between Young and Teen Ben Tennyson and introduces a hero sidekick Rook In the new action game players can play as both Young and Teen Ben switch forms between 13 playable alien heroes including new aliens like Bloxx and Gravattack and fight in an assortment of actionpacked levels throughout the subterranean alien city of Undertown and other showinspired locales,75.0,4.65,5.62,8.92,53.0,10.0,13.0
