first_release_date,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1175212800,4910,Heatseeker,"[5, 8, 38]","[5, 13]",Designed to be an incredible lockonshakeoff experience Heatseeker reinvents missile combat to give gamers a massive rush of destruction Set to feature an incredible collection of current and nearfuture military fighter jets Heatseekers arsenal includes the stealthy F22Raptor the classic F15 Eagle the cuttingedge F35 Lightening II and the aerodynamically advanced Russian SU47 Berkut,Missing,Missing,9.88,0.0,0.0,63.0,4.0,2.0
1173744000,551,God of War II,[8],"[8, 25, 31]",Kratos is now the God of War having defeated the Olympian god Ares Shunned by the other gods and still haunted by nightmares from his past Kratos decides to join an army of Spartans in an attack on the city of Rhodes Kratos also ignores a warning from the goddess Athena that his lust for revenge is alienating the other gods,Kratos a brutally violent Greek soldier tortured by the memories of his past has taken the throne as the new God of war and is a very angry and vengeful god While leading a massacre through a city protected by Athena Kratos is betrayed by his fellow gods and murdered by Zeus who is wielding the legendary blade of Olympus As the arms of Hades prepare to take him into the underworld the fallen god is saved by the titan Gaia Gaia gives kratos new life and sends him on a mission to change his fate a task in which no god or man has ever been successful at You play as Kraots and fight your way through countless hoards of monsters from Greek Mythology in an attempt to locate the temple of the sisters of fate find the blade of Olympus which holds your godly power take your revenge on Zeus himself,85.57628779395004,11.9,13.06,14.4,84.0,1392.0,1253.0
1175126400,20284,Kingdom Hearts II Final Mix,[8],"[5, 8, 12, 25, 31]",In September 2006 Square Enix announced Kingdom Hearts II Final Mix featuring new scenes and gameplay elements Like the first rerelease this version would combine English audio with Japanese text and also use the Sanctuary theme song instead of Passion New cutscenes however used Japanese voice acting as they mostly featured Organization XIII members from Kingdom Hearts Chain of Memories who did not yet have English voice actors these scenes were later redubbed into English for the HD 25 Remix release,Missing,84.80178985309331,29.62,40.07,68.5,90.0,545.0,775.0
1174867200,894,The Elder Scrolls IV: Shivering Isles,"[6, 9, 12]",[12],In the Shivering Isles expansion see a world created in Sheogoraths own image one divided between Mania and Dementia and unlike anything youve experienced in Oblivion,Missing,83.49010760334198,10.55,18.75,39.2,82.0,84.0,71.0
1173139200,6964,Def Jam: Icon,"[9, 12]","[4, 7]",Infusing hiphop music culture and lifestyle into the gameplay EA Chicago and Def Jam Interactive push the boundaries of game development bringing unique and innovative content to the next generation of gaming Music is the cornerstone of hiphop culture so EA wanted to incorporate music and rhythm into the actual gameplay mechanics EA Chicago delivers starstunning action and bone breaking beats as players live out the life of a hip hop mogul going from rags to riches Incorporating hiphop culture into every aspect of the game DEF JAM ICON delivers the intensity of a noholdsbarred street fight but with style and rhythm Music affects how players fight in each venue and environmental interactions and hazards become a key strategy to staying alive The games unique fighting gameplay controls introduce a new way for gamers to fight as they assume the role of top celebrity characters such as Ludacris TI and Big Boi Innovative controls give better feedback to players so they feel like theyre actually throwing the combat moves Gamers can now fight with the style and flash of the superstar personalities,Missing,79.01128464563583,8.07,0.0,0.0,59.0,13.0,9.0
1174435200,7242,Warriors Orochi,"[6, 8, 9, 12, 38, 46]",[25],Without warning the venomous Serpent King Orochi descended from the heavens Using his unworldly powers to shatter time and space Orochi kidnapped the strongest wisest and most courageous warriors from Ancient China and Feudal Japan in a scheme to test his might against the heroes of these ages In Warriors Orochi the characters from Dynasty Warriors and Samurai Warriors must teamup to wage war against this new yet powerful force  Warriors Orochi for PSP is the first to boast the massive seamless battlefields of the console versions  previous games in the series for handheld platforms had combat taking place on battlefields divided into smaller cells but this game allows free roaming for realtime tactics and combat The game also includes all 79 playable characters and features 2player coop play via wireless adhoc,Missing,78.74588152408666,6.12,15.68,38.83,77.0,30.0,21.0
1173139200,6203,Burnout Dominator,"[8, 38]",[10],Burnout Dominator is an installment of the Burnout series for the PlayStation 2 and the PlayStation Portable systems The game is mainly focused on returned Burnouts feature  draining a complete boost meter without stopping wich was last seen in Burnout 2 Point of Impact With return of Burnouts feature there were four new game modes added including Maniac Mode players need to drive dangerously to get highest scores by earning drifts air oncoming and near misses Chaining Burnouts in this mode increases the score multiplier Drift Challenge in this mode player need to obtain as many feet of drifting as possible Chaining Burnouts also increases the score multiplier here Near Miss Challenge same as Drift Challenge but player needs to score near miss bonuses Burnout Challenge also same as Drift Challenge but focusing on obtaining Burnouts score However some options have been removed from the game  for instance Burnout Dominator doesnt feature Crash Mode there is also no Traffic Checking Mode and Online Multiplayer But PSP version features Burnout HQ where you can upload you score and download new track The game consists of 12 different tracks in 8 different real world locations Each track has a forward and a reverse configuration,Missing,74.33476898330649,12.62,16.55,20.86,75.0,52.0,42.0
1173225600,21955,Marvel Trading Card Game,"[20, 38]","[15, 16, 35]",Marvel Trading Card Game is a virtual card game in which the player chooses to be either a superhero or supervillain in singleplayer mode Multiplayer modes are also available The game follows the rules laid out in Upper Decks VS System used in card games across several franchises including Marvel DC Comics and Hellboy  The game received mixed reviews from critics It was considered faithful to the physical version but reviewers commented that it was not accessible to players who werent already fans of collectible card games The handheld versions were criticized for presenting a visual format inappropriate for small screens,Missing,74.0,0.0,20.0,0.0,48.0,5.0,1.0
1173139200,1301,Tom Clancy's Ghost Recon Advanced Warfighter 2,"[6, 9, 12, 38]","[5, 13, 15, 24]",Building on the foundation of Ghost Recon Advanced Warfighter the sequel is a nearfuture warfare masterpiece Ghost Recon Advanced Warfighter 2 for the PC screams tactics and youll need to bring your best to bear if you are going to get the Ghosts past their latest challenge,Its 2014 and the soldier of the future returns to encounter a new and more imminent threat along the recently completed wall on the USMexico border The Ghosts are more powerful with an upgraded Integrated Warfighter System IWS but will have only 72 hours to assess the threat and stop the rebels from reaching US soil With a border thats 1900 miles long and an enemy that doesnt play by the rules this is a job for the US militarys most elite fighting unit This is a job for the Ghosts,73.30281987070083,8.68,10.96,19.75,67.0,81.0,54.0
1174003200,2370,Puzzle Quest: Challenge of the Warlords,"[5, 6, 8, 9, 12, 20, 38, 39, 48, 159]","[9, 15, 31]",Experience a puzzle game like nothing you have played before Embark on an epic singleplayer campaign comprising of more than 150 challenging quests Jump into this exciting puzzle game and out match your opponent in Quickplay mode Build your empire as you capture cities build castles and gain a party of companions that will aid you in battle Earn money with each gold title to buy helms weapons armor and more,Save the Kingdom of Etheria from the evil Lord Bane Make matches of different crystal types which build your inventory of spells Outscore your oponents and unleash your spells to disrupt their matching chances and lower their totals Build your heroic character by winning head to head battles,70.15771701232956,34.13,41.4,55.0,78.0,112.0,105.0
1173312000,21613,Bomberman Land,"[5, 38]",[9],Bombermand Land is a revamped continuation of the Bomberman series There is a singleplayer Story Mode where the player travels through the Bomberman universe in order to bring peace to it once again by solving puzzles defeating enemies and collecting powerups and weapons to defeat them There are 40 different singleplayer minigames and 5 multiplayer games to choose from ranging from skiing skateboarding laser ball archery among many others  There is also the classic Bomberman which can also allow up to four human opponents in six different battle modes to compete in Normal Points Stars Crown AllOut and Wii which uses the Wii Remote to throw bombs an exclusive mode for the Wii,Missing,70.0,9.6,0.0,0.0,0.0,0.0,2.0
1175126400,20286,Kingdom Hearts Re:Chain of Memories,[8],"[12, 24, 35]",Kingdom Hearts ReChain of Memories is a full remake of Kingdom Hearts Chain of Memories released on the PlayStation 2 In Japan it is part of the Kingdom Hearts II Final Mix compilation and has connectivity features with Kingdom Hearts II Final Mix As there were no plans to release Kingdom Hearts II Final Mix internationally these features were modified for the North American release,Sora Donald and Goofy walk down a long path that seemingly goes nowhere They see Pluto and start to follow him He leads them to a crossroads While deciding which path to take a mysterious man in a black cloak approaches Sora and speaks to him but at that moment his words are incomprehensible The path becomes one and it leads them to Castle Oblivion The cloaked man appears as they enter the castle and gives them a card They use the card to proceed through the castle  The first world they go to is Traverse Town where they discover that Leon Aerith Yuffie and Cid have forgotten all about them Strangely though they remember Sora Donald and Goofys names with Yuffie even mentioning that her heart still holds memories of them even if her head doesnt After Leon gives Sora a tutorial on fighting and gives Sora a summon card they leave Traverse Town,69.67827044965149,23.18,31.77,60.75,65.0,558.0,617.0
1174348800,2568,Dragon Ball Z: Shin Budokai - Another Road,[38],"[4, 11, 15]",The plot of this game is a brand new story revolving around Majin Buu being released in Future Trunks Alternate Timeline Like most of the Dragon Ball movies Another Road is considered a side story to the Dragon Ball series  Gameplay is very similar to Dragon Ball Z Shin Budokai the games predecessor The controls remain the same but there are some additional functions that can be used during gameplay The story mode gameplay features something similar to what was in Dragon Ball Z Budokai 3 and Dragon Ball Z Budokai Tenkaichi 2,Missing,68.78468797668559,8.58,26.92,67.86,71.0,44.0,28.0
1174780800,1313,Medal of Honor: Vanguard,"[5, 8]",[5],Players take on the role of Sgt Frank Keegan a member of the 82nd Airborne Division and 17th Airborne Division fighting the Axis forces of Nazi Germany and the Kingdom of Italy  The first mission which is Operation Husky places Keegan in a C47 aircraft somewhere off the coast of Sicily Suddenly the plane explodes and Keegan is thrown out He manages to deploy his parachute and make it to the ground where he fights through a town against Italian forces Once through the town they make their way around the coast to a bunker somewhere in Sicily and shoot their way in defeating the German forces inside For this level you are armed with a Thompson submachine gun you may pick up weapons such as the MP40 and the M1 Garand rifle,Missing,68.62405249325442,3.94,5.48,0.0,66.0,35.0,21.0
1173744000,3120,Call of Duty: Roads to Victory,[38],[5],Call of Duty Roads to Victory is a 2007 World War II firstperson shooter for the PlayStation Portable It was released on March 13 2007 It is the third portable installment of the franchise first being on the NGage and the second on the Pocket PC,Missing,62.89765835981066,4.27,4.96,7.84,56.0,38.0,37.0
1173225600,9332,Worms HD,"[9, 12, 39]","[13, 15, 16, 33]",Throw a grenade down memory lane with the original and classic turnbased strategy game Worms Up to 4 teams of worms do battle over an everchanging battlefield with falling weapon crates crazed exploding sheep and more besides Winner of many industry awards find out what all the fuss was about,Missing,62.24090215728343,nan,nan,nan,nan,nan,nan
1174348800,7225,UEFA Champions League 2006–2007,"[6, 8, 12, 38]","[13, 14]",UEFA Champions League 20062007 is the official video game of the UEFA Champions League of 20062007 Developed by EA Canada it is published by Electronic Arts worldwide under the EA Sports label It was released on 20 March 2007 in North America 22 March in Australia and 23 March in Europe1,Missing,62.0846506413985,nan,nan,nan,nan,nan,nan
1173744000,3817,TMNT,"[6, 9, 12]","[8, 25, 31]",TMNT is a singleplayer actionadventure multiplatform action game starring the Teenage Mutant Ninja Turtles It is based on the 2007 film of the same name and was released three days before the actual movies release for the Xbox 360 Wii PlayStation 2 and Nintendo GameCube video game consoles as well as for the PC on March 20 2007 It follows the basic plot of the 2007 film TMNT straying from it in very few aspects  The original Xbox and PlayStation 3 versions of the game were canceled,The games plot is based on the 2007 film TMNT but is told in the form of a flashback by the Turtles and Splinter  After having defeated their prior archnemesis the Shredder the Turtles have grown apart as a family Leonardo had traveled to Central America to improve his ability as a martial artist and as a disciplined leader He also obtains a mysterious medallion  In Leonardos absence the remaining the three Turtles go their separate ways Raphael adopts a vigilantestyled persona known as the Nightwatcher Michelangelo gets a job as a childrens birthday party entertainer or punching bag and Donatello becomes a telephone computersupport assistant  When Leonardo comes home from his long venture there is immediately strain in his relationship with Raphael  While Leonardo and Master Splinter endeavor to heal their familys bonds mysterious Foot Clan activity and monster sightings cause additional difficulty,60.89676778555072,4.84,5.14,6.0,58.0,127.0,88.0
1174953600,3884,Meet the Robinsons,"[6, 9, 12]",[31],The game follows Wilbur through 40 missions and 6 different locales a few of which are revisited in the movie Secret Blueprints allow the player to build different Cheats and Extras using Cornelius Robinsons Transmogrifier This machine creates items using Base Components which Wilbur collects during his adventure A Breakout like game called Chargeball is both featured in the game itself and as an extra gameplay option Different Chargeball maps can be found throughout game and it is up to Wilbur to become the Chargeball champion,Missing,60.0,4.56,14.95,21.0,60.0,17.0,10.0
1172880000,72590,Princess Maker 5,"[6, 8, 38]",[13],Welcome to the world of Princess Maker 5  The stage of Princess Maker 5 is the world we are living in now There is not only a TV but we use the cellphone and the Internet as well But something is a bit different than those Its a world where the demons and fairies are living together And for you living in such world comes an orphan girl by nature This girl was the only Princess candidate survivor of the Kingdom that you served in the past At that time you decided to take the girl and raise her as your daughter And your and your daughters story starts,Missing,50.0,30.0,0.0,175.0,70.0,1.0,2.0
1175212800,17493,FreakOut: Extreme Freeride,"[6, 8, 38]",[14],The steepest slopes thrilling stunts and dangerous action provide a most excellent skiing experience At an altitude of 2000 metres far away from civilization in a battle between you and nature Who rides the craziest track where does the next jump lead to speed tricks or staying upright  Only those who are willing to push their own boundaries will experience the ultimate adrenaline rush  For the first time the player gets the opportunity to go offpiste with his skiers without being cramped by unrealistic barriers Stylish jumps no rules extreme speed offpiste crazy stunts  thats in No barriers to prevent the player from feeling the real freedom of fresh powder snow while screaming down mountainsides with only their nerve to hold them back,Missing,50.0,0.0,0.0,0.0,0.0,0.0,0.0
