first_release_date,id,name,platforms,summary,genres,rating,storyline
1193097600,20899,Xbox Live Arcade Compilation Disc,[12],Xbox Live Arcade Compilation Disc is a package of five Arcade games and seven demos typically bundled alongside Xbox 360 consoles When inserted all games and demos will appear in the Xbox at once On occasion this would be bundled alongside Sega Superstars Tennis,"[9, 33]",Missing,Missing
1191369600,20766,Tetris Splash,[12],Unlimited gameplay 40 lines of play cooperative and competitive multiplayer modes more fish and aquariums leaderboards and achievements await,[9],Missing,Missing
1191283200,4886,Geometry Wars: Waves,[12],Missing,[5],Missing,Missing
1192406400,1685,Otomedius,"[12, 52]",Missing,[5],Missing,Missing
1191974400,339,The Orange Box,"[3, 6, 9, 12, 14]",The Orange Box is a bundle that includes five titles from Valve HalfLife 2 HalfLife 2Episode 1 HalfLife 2 Episode Two Team Fortress 2 the sequel to the game that put classbased multiplayer team warfare on the map and Portal the game that blends puzzles first person action and adventure gaming to produce an experience like no other,"[5, 9]",90.15529886883171,Missing
1192492800,6456,Beautiful Katamari,[12],Experience the new highdefinition next generation sights and sounds of Beautiful Katamari as the Prince takes on a new highrolling adventure with his famous cousins in tow to save the Katamari universe once again after the King of All Cosmos has a very unroyal and unfortunate accident As usual the King of All Cosmos demands the service of his son the Prince to roll anything and everything up into massive clumps and set things right bringing harmony once again to the Katamari Cosmos To keep his son inspired the King of All Cosmos will provide another fresh and memorable soundtrack that will have players moving and grooving to the beat as they roll through the absurd yet wonderful world of Beautiful Katamari,"[9, 31]",88.648827259742,Missing
1191888000,247,Half-Life 2: Episode Two,"[3, 6, 9, 12, 14]",The second episodic sequel to one of the most influential firstperson shooters of its time HalfLife 2,"[5, 9]",87.56815487302838,Missing
1191974400,71,Portal,"[3, 6, 9, 12, 14, 34, 130]",Waking up in a seemingly empty laboratory the player is made to complete various physicsbased puzzle challenges through numerous test chambers in order to test out the new Aperture Science Handheld Portal Device without an explanation as to how why or by whom,"[5, 8, 9]",86.90024661191957,Portals plot is revealed to the player via audio messages or announcements from GLaDOS and visual elements inside rooms found in later levels According to The Final Hours of Portal 2 the year is established to be somewhere in 2010twelve years after Aperture Science has been abandoned  The game begins with Chell waking up from a stasis bed and hearing instructions and warnings from GLaDOS an artificial intelligence about upcoming tests Chell enters into distinct chambers that introduce players to the games mechanics sequentially GLaDOSs announcements serve as instructions to Chell and help the player progress through the game but also develops the atmosphere and characterizes the AI as a person4 Chell is promised cake as her reward if she completes all test chambers19  Chell proceeds through the empty Enrichment Center with GLaDOS as her only interaction As the player nears completion GLaDOSs motives and behavior turn more sinister although she is designed to appear encouraging GLaDOSs actions and speech suggest insincerity and callous disregard for the safety and wellbeing of the test subjects The test chambers become increasingly dangerous as Chell proceeds tests including a livefire course designed for military androids as well as some chambers flooded with a hazardous liquid In another chamber GLaDOS notes the importance of the Weighted Companion Cube a waisthigh crate with a single large pink heart on each face for helping Chell to complete the test However GLaDOS declares it must be euthanized in an emergency intelligence incinerator before Chell can continue17 Some later chambers include automated turrets with childlike voices also voiced by McLain that fire at Chell only to sympathize with her after being destroyed or disabled2021  After Chell completes the final test chamber GLaDOS maneuvers Chell into an incinerator in an attempt to kill her Chell escapes with the portal gun and makes her way through the maintenance areas within the Enrichment Center22 GLaDOS panics and insists that she was pretending to kill Chell as part of testing GLaDOS then asks Chell to assume the party escort submission position lying facefirst on the ground so that a party associate can take her to her reward but Chell continues her escape In this section GLaDOS communes with Chell as it becomes clear the AI had killed everyone else in the center1112 Chell makes her way through the maintenance areas and empty office spaces behind the chambers sometimes following graffiti messages which point in the right direction These backstage areas which are in an extremely dilapidated state stand in stark contrast to the pristine test chambers The graffiti includes statements such as the cake is a lie and pastiches of Emily Dickinsons poem The Chariot Henry Wadsworth Longfellows The Reaper and the Flowers and Emily Brontës No Coward Soul Is Mine referring to and mourning the death of the Companion Cube4  GLaDOS attempts to dissuade Chell with threats of physical harm and misleading statements as Chell makes her way deeper into the maintenance areas Chell reaches a large chamber where GLaDOSs hardware hangs overhead GLaDOS continues to threaten Chell but during the exchange a sphere falls off of GLaDOS and Chell drops it in an incinerator GLaDOS reveals that Chell has just destroyed the morality core or her conscience one of the multiple personality cores that Aperture Science employees installed after the AI flooded the enrichment center with neurotoxin gas With it removed she can access its emitters again A sixminute countdown starts as Chell dislodges and incinerates more of GLaDOS personality cores while GLaDOS discourages her both verbally with taunts and juvenile insults and physically by firing rockets at her After Chell destroys the last personality core a malfunction tears the room apart and transports everything to the surface Chell is then seen lying outside the facilitys gates amid the remains of GLaDOS Following the announcement of Portal 2 the ending was expanded in a later update In this retroactive continuity Chell is dragged away from the scene by an unseen entity speaking in a robotic voice thanking her for assuming the party escort submission position1523  The final scene after a long and speedy zoom through the bowels of the facility shows a Black Forest cake24 and the Weighted Companion Cube surrounded by a mix of shelves containing dozens of apparently inactive personality cores The cores begin to light up before a robotic arm descends and extinguishes the candle on the cake causing the room to blackout25 As the credits roll GLaDOS delivers a concluding report the song Still Alive which declares the experiment to be a huge success as well as serving to indicate to the player that GLaDOS is still alive26 that her happy core was not disabled
1193529600,2671,Guitar Hero III: Legends of Rock,"[5, 6, 8, 9, 12, 14]",Rock out to the third entry in in Red Octanes music series for guitar gods Songs for Guitar Hero III include Barracuda by Heart Sabotage by Beastie Boys Rock And Roll All Nite by Kiss and much more In addition players can experience an incredible number of added features and explosive content including a new multiplayer actioninspired battle mode grueling boss battles a bevy of exclusive unlockable content and authentic rock venues,"[7, 13]",84.0109004344827,Missing
1193097600,5476,Ace Combat 6: Fires of Liberation,[12],Throughout Ace Combat 6 the player must pilot a fighter jet or other aircraft to destroy foes both in the air and on the ground As an arcade flight game it simplifies flight controls and gives the player a large amount of bullets missiles and other weapons putting them up against a very large amount of enemy forces In addition to missiles and a vulcan cannon the player can equip special weapons such as heatseeking missiles bombs rocket launchers and others The player can lock on to a number of foes and assist different tactical squads by switching between their respective HUD readouts  The game includes 4 default multiplayer modes Battle Royale Siege Battle Team Battle and CoOp Battle In Battle Royale the basic Deathmatch game mode up to sixteen players shoot each other down to earn the highest points at the time limit In Team Battle a basic Team Deathmatch game is created Points are awarded based on the type of aircraft destroyed A unique type of multiplayer game Siege Battle is played with two teams Attacking and Defending The Attacking team attempts to destroy the target usually heavily defended by flak within the time limit The Defending team tries to halt their attack The coop battle mode consists of two singleplayer missions without AI that can be played with up to three other players,"[13, 33]",83.36348226742844,Missing
1191888000,891,Team Fortress 2,"[3, 6, 9, 12, 14]",One of the most popular online action games of all time Team Fortress 2 delivers constant free updatesnew game modes maps equipment and most importantly hats Nine distinct classes provide a broad range of tactical abilities and personalities and lend themselves to a variety of player skills,[5],82.29093708637191,The Gravel War  the main setting for Team Fortress 2 A woman by some accounts begins acquiring the worlds largest supply of Australium Radigan Conagher finishes building a Life Extender Machine for Blutarch Mann Saxton Hale fights and captures the last surviving Yeti Charles Darling absconds with the panthers to put them in his new animal dungeon  Administrator hearing the news of her takeover of Mann Co orders her assistant Miss Pauling to reassemble the Mercs recovering Soldier from Hollywood Pyro from Frontier and Demoman from his Badlands home Saxton Hale is released from the Millhaven Ultra Prison for Dangerous Men held there for burning down most of Charles Darlings zoo months earlier The Classic mercenaries arrive at New Zealand with the TF2 Medic killing Sniper and capturing the others TF2 Engineer has been maintaining the Life Extender Machines of an elderly woman in 19th century attire resembling Helen but extremely aged The team escapes killing three Classic mercenaries but are overcome by bloodsucking robots
1192665600,946,Football Manager 2008,"[6, 12, 14]",Football Manager 2008 is the principal title of the 2008 edition of the Football Manager series of football management simulation games by Sports Interactive The version for the United States and Canada is entitled Worldwide Soccer Manager 2008 while the South American version is Fútbol Manager 2008 There are over 5000 playable teams from more than 50 countries The demo for Football Manager 2008 was released on 30 September 2007  The game was originally intended to be released on 19 October 2007 but due to early shipments by many retailers carrying their game Sports Interactive moved the release date to 18 October 2007  Several problems surfaced in the game most of which had been reported to SI Games via their issues forum and as a result a Beta Patch was released This patch did not fix all problems but was released early to fix major issues A full patch was set to be released on 9 November 2007 but was delayed and was finally released on 22 November 2007 The second and final patch was released on 14 February 2008 and updated on 20 February to attempt to fix three major issues that remained in the game As with previous games the patch updates the games database with all the latest transfers and fixes many of the games remaining bugs,"[13, 14, 15]",80.27581030009786,Missing
1193270400,45147,Halo 3: Limited Edition,[12],Has a threeway folding steel container Bestiarum A hard cover bound collection of information and art covering the species cultures and civilizations of Halo 3 A relatively small poster of John117 and the Arbiter An illuminating collection of original Halo 3 storyboard art from artist Lee Wilson depicting key moments and pivotal scenes from the epic cinematic production of Halo An extra disc that contains exclusive behindthescenes footage and videos a highdefinition Making of Halo 3 a documentary showcasing the Bungie team and its effort to create the most anticipated title in the industrys history numerous highdefinition featurettes documenting the creative design processes involved in developing the game and a look at some early game concepts and their evolution through the games development The extra disc contains an audiovisual calibration tool,"[5, 31]",80.01415828967862,Missing
1191283200,8837,NBA 2K8,"[9, 12]",NBA 2K8 is a basketball simulation video game developed by Visual Concepts and published by 2K Sports It is the ninth installment in the NBA 2K franchise and the successor to NBA 2K7 It was released in October 2007 for Xbox 360 PlayStation 2 and PlayStation 3 Chris Paul is the cover athlete of the game NBA 2K8 is the predecessor to NBA 2K9 in the NBA 2K series  NBA 2K8 was well received upon release Critics mostly praised the aesthetical details with particular praise directed towards the player animations as well as the game mode options and overall gameplay more specifically the post play jump shooting and well rounded accessibility Most criticisms were concerning some gameplay inconsistencies such as the defensive mechanics and the unrealistic player tendencies as well as the games lack of improvements with some seeing the lack of meaningful changes as a step back from NBA 2K7 and visuals which some saw as awful and ugly Some saw the visuals as gorgeous however,"[13, 14]",80.0,Missing
1193702400,7101,Naruto: Rise of a Ninja,[12],Naruto Rise of a Ninja is an Xbox 360exclusive video game developed by Ubisoft Montreal making it the first Naruto game to be developed by a nonJapanese company  A sequel titled Naruto The Broken Bond was released in fall a year later,"[4, 12, 31]",79.36506672244116,Missing
1193097600,6939,Clive Barker's Jericho,"[6, 9, 12]",Jericho is a horrorthemed FPS from the mind of screen legend Clive Barker In the game a Jericho Team must fight through a lost city to destroy the evil at its heart,[5],76.44878750246166,Missing
1193356800,4647,Pro Evolution Soccer 2008,"[6, 9, 12]",Pro Evolution Soccer 2008 or just PES 2008 is an association football video game in the Pro Evolution Soccer series by Konami The game was officially announced on 18 June 2007 It is the sequel to PES 6  Pro Evolution Soccer 2008 was released for Windows Wii Nintendo DS PlayStation 3 PlayStation 2 PlayStation Portable Xbox 360 and Mobile Its Japanese equivalent Winning Eleven was released earlier in the year and gave an insight into the game This is the first PES game to dropped the North American title for World Soccer Winning Eleven  The game supports online capability for you to challenge your friends or gamers from around the globe,"[13, 14]",75.80089152160897,Missing
1191283200,2540,Project Gotham Racing 4,[12],Project Gotham Racing 4 is the fourth title in the main Project Gotham Racing series developed by Bizarre Creations and published by Microsoft Game Studios,[10],75.38600885291049,Missing
1192060800,7125,Operation Darkness,[12],Operation Darkness is a turnbased strategy RPG which follows the exploits of a supernatural special forces unit during World War II as they attempt to stop Hitler and his various occult minions,"[12, 15, 24]",75.0,Missing
1191715200,7004,Guilty Gear 2: Overture,"[6, 12]",Two completely different game systems carried out in a fast paced realtime environment Be the commander of your troops and also be the frontline hero of your army battling enemy forces headon while giving out commands,"[25, 36]",75.0,Missing
1192752000,6963,Deathsmiles,"[6, 12, 39, 52]",Deathsmiles is CAVEs bullethell shootemup where you take the role of one of five Angels to defend the magical land of Gilverado from an invasion by Hell itself Eradicate this devilish assault,"[5, 32]",73.40990318681338,Missing
1193702400,2656,The Simpsons Game,"[9, 12]",The Simpsons Game is based on the animated television series The Simpsons It features an original storyline written by Tim Long Matt Selman and Matt Warburton In the selfreferential plot the family discovers that they are forced to participate in another The Simpsons video game,[8],71.82456578352286,Missing
1191456000,1190,Crash of the Titans,"[5, 8, 12, 38]",Crash of the Titans is the sixth Crash Bandicoot series game The gameplay has the player explore levels picking up powerups to use against enemies as well as for the first time use fighting combos such as punches and kicks against enemies When Crash defeats an enemy or destroys an object a magical substance known as Mojo is released If the player collects enough Mojo he will earn either an ability upgrade or a new move,"[8, 31]",71.1770847111926,The games story centers on the discovery of a substance known as Mojo which Doctor Neo Cortex plans to use to turn the inhabitants of the Wumpa Islands into an army of loyal mutants known as Titans Crash Bandicoot must stop Cortex by using the technique of jacking to take control of and destroy Cortexs Titans while collecting the mojo
1193702400,2030,TimeShift,"[6, 9, 12]",Master time to become the ultimate weapon Dr Aiden Krone has made a Time Jump across the spacetime continuum  a reckless act with frightening consequences Now a disturbing alternate reality has evolved within the bleak and rainsoaked Alpha District,"[5, 9]",71.00867706582578,Missing
1193616000,4748,Cars Mater-National Championship,"[5, 6, 8, 9, 12, 20, 24]",Mater is holding a national race festival allowing racers from all around the world to challenge Lightning McQueen Along with racing against the new characters players can explore the world of Radiator Springs and Lightning McQueens racing headquarters,[10],69.93419352995082,Missing
1191283200,5061,NBA Live 08,"[9, 12]",NBA Live 08 is the 2007 installment of the NBA Live series by EA Sports It was released for the Xbox 360 PlayStation 3 Wii PlayStation 2 Windows and PlayStation Portable This is the first NBA video game to include all three nextgeneration consoles It was the last NBA Live game for the Windows platform,"[13, 14]",66.2096804360098,Missing
1191888000,209,Thrillville: Off the Rails,"[5, 6, 8, 12, 20, 38]",Thrillville Off the Rails lives up to its name with 20 deathdefying rides so outrageous they inspire the same word from every park visitor who sees them Whoa Players build these incredible Whoa Coasters to leap from one track to another launch through the air like cannonballs blast through a burning ring of fire and more,"[10, 13, 15, 31]",65.04371511053665,Missing
1192492800,4685,Avatar: The Last Airbender - The Burning Earth,"[5, 8, 12, 38]",A direct sequel to the first Avatar game The Burning Earth takes place during the second book of the Avatar series The game has gained notoriety for having the easiest achievements on the XBOX 360,[31],58.81442846054435,Missing
1191283200,5180,Spider-Man: Friend or Foe,"[6, 12]",SpiderMan Friend or Foe is a SpiderMan video game based on the comic book series and SpiderMan movies  According to the company report SpiderMan Friend or Foe is a unique take on the media franchise Inspired by the movies SpiderMan SpiderMan 2 and SpiderMan 3 this actionadventure beat em up game reinterprets bigscreen moments and battles with a humorous twist Players team up with famous heroes from the Marvel Comics universe to combat villains and then convert them to sidekicks after defeating them in epic boss battles The game includes a coop multiplayer mode as SpiderMan or a sidekick in locations around the globe including Tokyo Egypt and Nepal  SpiderMan Friend or Foe along with most other games published by Activision that had used the Marvel licence was delisted and removed from all digital storefronts on January 1 2014,"[8, 25, 31]",57.75956636501832,Missing
1192406400,2700,Tony Hawk's Proving Ground,"[5, 8, 9, 12]",Tony Hawks Proving Ground features deeper customization than ever before including a Video Editor with fullfeatured editing tools and visual effects for creating epic skate videos and a fully customizable online Skate Lounge where players can skate with friends in the ultimate pad In addition players will have the freedom to skate from single player to online seamlessly as well as utilize new gameplay mechanics such as skateable terrain altering and building and Bowl Carving delivering the most empowered skating experience ever Tony Hawks Proving Ground also features even more Nail the Trick moves such as Nail the Grab and Nail the Manual intensifying the thrill of pulling off big tricks,[14],57.53931789367306,Missing
1193702400,7237,Viva Piñata: Party Animals,[12],A multiplayer game expanding the Viva Pinata experience Compete in a variety of zany battles and races in the social party game Viva Piñata Party Animals Control the fame fortune and destiny of all your favorite characters from Viva Piñata Fergy Fudgehog Paulie Pretztail Franklin Fizzlybear and Hudson Horstachio Its party time,Missing,56.36394678793324,Missing
1193702400,4711,Bee Movie Game,"[5, 6, 8, 12]",As Barry B Benson players take on an adventure to save the bees production of honey through New York City Players get to experience Barrys life within the hive and navigate their way around the world from the feature film using many techniques Players can drive through the city using racecars scooters taxicabs and trucks Players can fly Barry at high speed through the sky Using the Pollinator players can Blast through obstacles or they can Buzz to cause a chain reaction Players get to Stop Time by using Barrys bee reflexes The video game features 2person multiplayer mini games,[31],54.94715483490312,Missing
1191888000,4977,Looney Tunes: Acme Arsenal,"[5, 8, 12]",Tagteam with the Tunes in the fight for their lives Wield a major arsenal of ACME weapons as the tunes teamup to hunt down the mad scientist chasing him through exotic locals from the past present and futureUnite Bugs Taz Daffy Marvin and more in a cooperative whackandsmash romp through time  including online playMelee and projectile weapons Each characters weaponmelee skills can power up three times on the fly as you goVehicle Based Action Race a jet scooter across an alien environment or wage battle on top of a giant flying Pterodactylthe possibilities are endlessTravel to various locations such as Camelot Ancient Egypt Mars the Wild West and moreTopnotch voice talent provides the characters with their classic voices and an authentic Looney Tunes slapstick adventure while giving their look an updated nextgeneration modern edge,"[8, 31]",50.28290682981663,Missing
