first_release_date,id,name,platforms,summary,genres,rating,storyline
1143590400,5235,Top Spin 2,"[6, 12]",Everything you loved about Top Spin is back and made even better The peerless playercreator is reborn with the powerful Digital Identity that truly puts you in the game Experience the pro tour in venues that are alive and dynamic with environmental elements that react to your play Characters are even more stunning with the addition of HD technology and the inclusion of the top players in the world like Maria Sharapova Venus Williams Andy Roddick Lleyton Hewitt and Roger Federer Create realistic player models and customize them with the highest level of details Hairstyles sweatbands shirts shorts shoes and more allow you to create a player with your look and your style Silky smooth animations vibrant colors and hidefinition technology delivers illustrious depictions of players stadiums and crowds bringing tennis to life on the Xbox 360,"[13, 14]",75.36127772540266,Missing
1142294400,4824,Driver: Parallel Lines,"[5, 6, 8, 11]",Diverging from previous Driver games Parallel Lines takes place in just one city New York instead of multiple cities but in the middle of the story you change to different eras of the city  1978 and 2006 Due to the underwhelming performance of Driv3r particularly the oftenderided onfoot sections Parallel Lines returns to the formula used in earlier games in the series focusing on driving although shooting remains in the game,"[5, 10]",75.21571574411891,TK is a 18year old kid who just arrived from the countryside to New York City looking to make good Using his driving skills he becomes known in the underworld as a wheelman and a getaway driver for robbers assaulting nickel and dime stores He lives with his childhood friend Ray who himself arrived in 1975 and after a short career as a wheelman set up Rays Autos tuning garage TK spends his time relaxing in Rays room racing and doing various odd jobs around town stating that after a couple of weeks it felt like home  Ray wishing to move on up the criminal ladder introduces TK to Slink owner of a popular club in Harlem and he proves himself to him by doing some work for him and handling his skills with a gun He is also introduced to a gangster known as The Mexican whom he helps with his driving skills by delivering packages across the city and proving himself against the last driver whom The Mexican has locked in his trunk as a punishment Later on he is also introduced to a local criminal called Bishop who requests from TK to infiltrate Rikers Island and smuggle out Candy a local gangster jailed there Meanwhile TK also helps Ray with his gambling debt by doing other odd jobs across the city to pay him off  After meeting up with Slink Bishop The Mexican and Candy he is introduced to Corrigan a corrupt police officer who doubles as a drug dealer Since cocaine has a large foothold on the New York drug market and will be a rising star in the 1980s Corrigans organization wishes to gain leverage over cocaine distribution but their main issue is Rafael Martinez a Colombian drug lord who holds a monopoly on the drug trade so they plan to have him kidnapped and held for ransom which will be used to start a prominent drug trade After setting up an elaborate ambush in which Candy proves crucial with his planning skills they successfully kidnap him After the Colombian Cartel relents and provides ransom TK is collected and escapes the Cartels men across rooftops with The Mexican providing cover for him After the ransom is delivered to Corrigan he suddenly shoots Martinez dead while the rest of the gang leaves Corrigan reveals that TK is set to be the fall guy he sells TK out and shoots him TK survives but is arrested trialed and sentenced to 28 years in the notorious SingSing prison
1142208000,22583,Midnight Club 3: DUB Edition Remix,"[8, 11]",Midnight Club 3 DUB Edition is a racing game developed by Rockstar San Diego and published by Rockstar Games It is the third installment in the Midnight Club series Like previous installments in the series the game is an arcadestyle racer and focuses on wild highspeed racing rather than realistic physics and driving The name is derived from a partnership between Rockstar and DUB Magazine which features heavily in the game in the form of DUBsponsored races and DUBcustomized vehicles as prizes    Players race through open world recreations of San Diego Atlanta and Detroit listening to 98 licensed music tracks that include hiphop rock and morecitation needed The game features a number of graphical views after the player crashes into certain objects or travels across particular stretches of road There is also the ability to customize a players vehicle Other than modifying the external looks the vehicles performance can also be improved with the exception of all A Class vehicles except motorcycles,[10],70.45598550057599,Missing
1143763200,5771,Championship Manager 2006,"[6, 8, 11, 38]",Championship Manager 2006 is a soccer management game for the 20052006 season You take control of your favorite soccer teams from around the world and lead them to glory,"[13, 14]",69.76243387279204,Missing
1142294400,3952,Ice Age 2: The Meltdown,"[5, 6, 8, 11, 21]",Ice Age 2 The Meltdown is loosely based on the movie of the same name The game takes place in prehistory  you play as Scrat the hapless but not totally helpless protosquirrel helping your friends escape the coming of a huge flood,"[8, 14, 31]",69.15299968123178,Missing
1142899200,2482,The Godfather,"[5, 6, 8, 9, 11, 12, 38]",The Godfather puts you into the action of the legendary films while you relive the classic moments of the Corleone family After a life of smalltime jobs and petty thefts you are accepted into the Corleone family  Americas most famous criminal organization It will be up to you to carry out orders earn respect and make New York City your own Featuring the voices of James Caan and Robert Duvall and the likeness of Marlon Brando,"[5, 10, 31]",67.44608203087179,In Little Italy in 1936 a young Aldo Trapani witnesses his father Johnny a soldato in the Corleone family being killed by the rival Barzini family Don Vito Corleone comforts Aldo telling him that when he is old enough and the time is right he will have his revenge Nine years later in 1945 Aldo returns from World War II after serving in the US Army His mother Sarafina visits Vito during his daughters wedding telling him that Aldo has fallen in with a disreputable group of young thieves Vito sends Luca Brasi to find Aldo and recruit him into the family
1141862400,1300,Tom Clancy's Ghost Recon Advanced Warfighter,"[6, 8, 9, 11, 12, 21]",The year is 2013 and you play as Captain Mitchell commander of a Ghost Recon team on a mission in Mexico City where rebels are attempting a coup putting Mexico and the USA in danger  To deal with the different situations you have to face taking out AAguns or defending injured personnel until the rescue team arrives you do not only have access to topnotch weapons like the different versions of the MRC but also to futuristic equipment like a drone that flies over the battlefield to spot enemy units,"[5, 13, 15, 24]",66.96546540057126,Missing
1143072000,3124,Blazing Angels: Squadrons of WWII,"[5, 6, 9, 11, 12, 52]",You can take to the skies and reenact some of the greatest air battles of World War II in Blazing Angels Squadrons of WWII The game features squadronbased combat which lets you use the individual characteristics of your wingmen to complete the 18mission singleplayer campaign Blazing Angels Squadrons of WWII uses the graphical power of the Xbox 360 to accurately model battle sitessuch as England Morocco and Pearl Harborand the 38 aircraft included in the game Up to 16 players can battle via Xbox Live in both competitive and cooperative game modes,[13],65.12419642965646,Missing
1142553600,275,Commandos: Strike Force,"[6, 8, 11]",Commandos Strike Force is a firstperson shooter video game and the fifth installment of the critically acclaimed Commandos series It is developed by Pyro Studios and published by Eidos Interactive  Released during the first months of 2006 the game makes a departure from the first four games Although the missions are set up in a similar fashion several different objectives some to be achieved through stealth others through use of force and in most occasions the player is allowed to change between different characters this is the first game in the series to apply a firstperson perspective like many other World War IIinspired games in contrast to the overhead view of the earlier games Hence the game is far more similar to the Medal of Honor or Call of Duty games than to earlier entries of the series,[5],64.51596740293962,Missing
1141344000,20500,Jewel Quest,"[6, 12]",Includes the first three titles in the the ultimate jewel matching adventure Jewel Quest  Rupert and Emma have settled down and opened a museum to display their many artifacts While playing with a mysterious jewel board their daughter unknowingly pops open a secret compartment Suddenly the air is filled with spores and Natalies vision fades Desperate to save their daughters sight Rupert and Emma search the globe in search of the fabled Golden Jewel Board rumored to hold the antidote that will cure her but does it even exist Guided by cryptic clues left by a shady stranger Rupert and Emma encounter new challenges wild monkeys to capture powerful pearls that can alter the jewel boards and headtohead competition that pit you against renowned experts Hani and Sebastian Time is running out Its up to you to follow the clues and find the cure  200 levels in 11 regions 30 different jewels Visit every continent while working on quests to earn jewels and artifacts Search for the fabled Golden Jewel Board  Join Professor Pack on the ultimate jewel matching adventure across the worlds richest continent The dangers of the safari The history of the Zimbabwe ruins and the majesty of Victoria Falls await your discovery filled with puzzles of skill and twists while surrounded by gorgeous dynamic backdrops and animation Get swept away by the heart pounding soundtrack as youre immersed in realistic and authentic African settings Discover an amazing new element of fun with the Exclusive Dueling Jewels Tournament Play Pit your jewel matching skills against others around the world Play against other players or be matched with a computer opponent Embark on a thrilling journey in a story filled with adventure love and betrayal that changes with every replay  Map your progress through 180 challenging puzzles Encounter buried relics cursed items and mindboggling boards Stunning graphics captivating music and wild sounds Get special hints to help you with your battle against time  Explore the ancient ruins of Mayan civilization while discovering hidden treasures and priceless artifacts In this unique new take on the classicstyle matching game you must rearrange valuable relics to turn sand tiles into gold When all of the tiles in a puzzle board are golden you win As you venture deeper into the jungle you will encounter increasingly difficult puzzles containing secret twists cursed items and buried artifacts Earn the respect of your fellow archaeologists and collect oodles of treasure and jewels,"[9, 15]",60.0,Missing
1142208000,7126,The Outfit,[12],The Outfit is a World War II game that unlike many other games in the genre focuses almost entirely on destruction While you will usually need to take a tactical approach to gameplay when on foot you will earn points called Field Units that can be used to buy equipment like tanks and gun turrets to destroy Axis soldiers You can simply buy equipment by using the Y button on your controller in conjunction with the left thumbstick button to select an item to buy  As such the game developers call The Outfit destruction on demand The equipment you buy with Field Units will initially be occupied by AIcontrolled soldiers but you can replace whoever is using the equipment so that you can have some fun blowing stuff up Sporting a fully destructible environment almost everything in The Outfit can be blown up  You can play as one of three characters Tommy Mac can take lots of damage before dying and comes equipped with a flamethrower and machine gun but equipment will cost him more Field Units than other characters Deuce Williams comes equipped with a rocket launcher and pistol and doesnt need as much Field Units to buy stuff as Tommy does but he isnt nearly as strong as Tommy JD Tyler is the most accurate of the three sporting a sniper rifle and shotgun but unfortunately he will die with one shot so he must take an extremely tactical approach to gameplay,"[5, 13, 15]",40.74998428591381,Missing
