first_release_date,genres,id,name,platforms,summary,rating,storyline
1472515200,"[5, 8, 12, 13, 31, 32]",16136,The Final Station,"[3, 6, 14, 48, 49, 130]",Travel by train through a dying world Look after your passengers keep your train operational and make sure you can always reach the next station Make your way through swarms of infected at each station Explore mysterious and abandoned stations looking for supplies and survivors This is The Final Station,74.10468732976497,The world is over But its not quite over for you at least not yet And now that youve acquired thousands of tonnes of locomotive ready at your disposal ready to take you as far down the tracks as you have fuel to feed it  youve got the definite advantage over the infected hordes The real question is whether or not youll bring survivors onboard with you or leave them out there to fend for themselves Sometimes people can be more trouble than theyre worth
1470096000,"[2, 12, 31, 34]",14746,Batman: The Telltale Series,"[6, 9, 12, 14, 34, 39, 48, 49, 130]",Enter the fractured psyche of Bruce Wayne and discover the powerful and farreaching consequences of your choices as the Dark Knight  In this gritty and violent new story from the awardwinning creators of The Walking Dead  A Telltale Games Series youll make discoveries that will shatter Bruce Waynes world and the already fragile stability of a corrupt Gotham City,72.2711785535065,Missing
1471910400,"[15, 16]",19696,Worms W.M.D,"[3, 6, 14, 48, 49, 130]",The worms are back in their most destructive game yet With a gorgeous handdrawn 2D look brand new weapons the introduction of crafting vehicles and buildings plus the return of some muchloved classic weapons and gameplay Worms WMD is the best worms experience ever,71.92106110721785,Missing
1472515200,"[9, 31]",18311,The Turing Test,"[6, 48, 49, 130, 170]",The Turing Test is a first person puzzler that explores the phenomena of consciousness and challenges the meaning of human intuition Take control of Ava Turing an engineer for the International Space Agency ISA and progress through a narrated story of introspection and morality whilst uncovering the hidden mysteries of Europa,70.25970894934052,In the far future engineer Ava Turing is one of several members of a research team sent via the International Space Agency ISA to excavate Jupiters moon Europa While Ava remains in cyrogenic slumber the other team members are woken and travel to the moon to set up their base and begin conducting their studies with Ava scheduled to wake once the base is completed Sometime later Ava is awoken by the Technical Operations Machine TOM an artificial intelligence that monitors the project TOM tells Ava that her crewmates are in danger and she needs to go down there to help them out She quickly sets out in a lander and enters the base on Europa TOM quickly recognizes that the bases internal configuration has changed from their records whereby to progress further into the complex Ava must complete various tests designed as the puzzles in game  As Ava gets deeper in the complex TOM determines some of the team members are already dead and the others need their help urging Ava to move faster As the tests get harder TOM realizes that these are designed to be solved by a combination of human and artificial intelligence a manner similar to that of the actual Turing test  They enter an area where one of the remaining crewmembers Sarah warns Ava over the communication systems that she is actually being controlled by TOM due to a special chip implanted in her hand when they left for the mission Sarah directs Ava to a Faraday cage which temporarily frees Ava of the control from TOM However TOM manages to convince Ava that the two of them need to continue to work together to save their colleagues Though angered by the intrusion of TOM into her body Ava continues onward  TOM eventually reveals that the Europa ground team had found a microorganism within the depths of the moon that could be used to infinitely regenerate DNA this could potentially make humans immortal but also infinitely regenerate bacteria and viruses When ISA learned of this discovery they ordered TOM to take whatever actions needed to make sure the Europa team could never return to Earth initially by taking actions such as trying to starve them to death or lock them outside the base but eventually by using the hand chip implants to control them The surface crew realized they were being controlled and those that did not die from TOMs actions found a way to rid the chip from their body including in one case severing their entire arm With no way to control the Europa crew ISA ordered TOM to wake Ava and send her to prevent the others from returning  Eventually completing the last of the tests set up by the surface crew Ava finds Sarah in person and she offers to remove the hand chip from Ava Ava agrees The two realize the only way to get off Europa is to stop TOM and they begin to disable his databases At this point the player takes control of TOM and one of his sentry weapons which they can either use to kill Sarah and Ava assuring that the organism will never leave Europa or do nothing eventually leading to the end of TOM and allowing Ava and Sarah to escape
1470700800,"[12, 13, 31, 32]",3225,No Man's Sky,"[6, 14, 48, 49, 163, 165, 167, 169, 385, 390]",Inspired by the adventure and imagination that we love from classic sciencefiction No Mans Sky presents you with a galaxy to explore filled with unique planets and lifeforms and constant danger and action  In No Mans Sky every star is the light of a distant sun each orbited by planets filled with life and you can go to any of them you choose Fly smoothly from deep space to planetary surfaces with no loading screens and no limits In this infinite procedurally generated universe youll discover places and creatures that no other players have seen before  and perhaps never will again,70.24627295091457,Missing
1471910400,[14],19463,Madden NFL 17,"[48, 49]",Take your team all the way in Madden NFL 17 with new and immersive features in the deepest Franchise mode todate putting you at the center of your teams Championship run Arm your team for gridiron glory on both sides of the ball with innovative ball carrier feedback cues defender fake out mechanics and a new authentic defensive AI system Driven by the most balanced gameplay yet along with fun and fresh ways to play modes such as Ultimate Team and Draft Champions Madden NFL 17 is the most complete Maddenever,70.02573299358892,Missing
1472169600,"[31, 32, 34]",32105,Shinrai: Broken Beyond Despair,"[3, 6, 14, 48, 49, 130, 167, 169]",A secluded mountain resort 10 friends 1 murderer Investigate interrogate and present evidence as you solve various mysteries throughout the night Will you be able to reach the truth and uncover the culprits identity Or will your deductions lead you to blame someone completely innocent,70.0,Missing
1470960000,"[12, 25, 31, 32]",31885,In Celebration of Violence,"[3, 6, 14, 48, 49, 130]",A fantasy action roguelike of exploration and murder Live kill die improve live again,70.0,Missing
1471219200,"[12, 32]",27745,Pylon: Rogue,"[6, 49, 131]",Hordes of enemies and endless play value Face various challenging monsters as you collect items powerful loot and adapt your combat strategy in this roguelike action game,70.0,Missing
1471564800,"[9, 15, 16, 31, 32]",24208,Guards,"[3, 6, 14, 48, 49, 130]",Four heroes are facing a horde of evil Ultimate abilities magic artifacts hero upgrades and clever tactics All these will help to defeat the Boss,70.0,Missing
1471996800,"[8, 9, 31, 32, 33]",24197,Sally's Law,"[6, 14, 34, 39, 49, 130]",Follow along with Sally an extraordinarily lucky girl for whom nothing can stand in her way as she journeys home to see her criticallyill father in this indie awardwinning puzzleplatformer Could Sallys luck be a mere coincidence,70.0,Missing
1470355200,"[8, 9, 10, 13, 31, 32, 33]",16994,Road to Ballhalla,"[6, 48, 49, 130]",A snarky and rhythmdriven action game about rolling around  Prepare your balls for an epic journey to Ballhalla Feel the rhythm to overcome deadly hazards and marble at awful puns in the roll playing game of the year May the torque be with you,70.0,Missing
1470096000,"[31, 32]",20907,Layers of Fear: Inheritance,"[3, 6, 14, 48, 49]",Layers of Fear Inheritance expands the plot from Layers of Fear and tells the story of the painters daughter who comes back to her childhood home to face her past Lead the daughter through whats left of the mansion and take part in the madness that her father bestowed upon the whole family Can she forgive her father or will she resent all that has happened,69.83309058975456,Im home Father    Time takes its toll on everything that surrounds us It destroys what is physical crumbling even the sturdiest foundations and it destroys our mindsour memoriesshaping and twisting them into something new You are never ready to face the past but the past never lets you go And so I find myself at the door the handle disturbingly cold to the touch I pull it open and enter what was once a place of solitude turned nightmare Im home Father    Layers of Fear Inheritance expands the plot from Layers of Fear and tells the story of the painters daughter who comes back to her childhood home to face her past Can she forgive her father or will she resent all that has happened Relive her experiences and witness the full scope of the tragedy that has swallowed up the family    Lead the daughter through whats left of the mansion and take part in the madness that her father bestowed upon the whole family Face the memories of her past and shape them into the destiny that awaits her
1471305600,"[15, 35]",22739,Uno,"[6, 48, 49, 130, 167, 170]",Uno makes its return with new exciting features Match cards by color or value and play action cards to change things up Race against others to empty your hand before everyone else in Classic play or customize your experience with House Rules,69.61130356947757,Missing
1471305600,"[13, 15, 16, 35]",23214,Prominence Poker,"[6, 48, 49]",Welcome to Prominence Poker a game that pits players from around the world against each otherand devious AIto build the rep prestige and bankroll needed to be and beat the best of the best,69.41501141067963,Missing
1471910400,"[8, 9, 31, 32]",18859,Valley,"[3, 6, 14, 48, 49, 130]",Explore the vast and beautiful world of Valley using the power of the LEAF suit a fierce exoskeleton that grants exceptional speed and agility along with the phenomenal ability to manipulate the life and death of all living things,69.32477632081881,Missing
1472515200,"[8, 9, 31, 32]",18927,Hue,"[3, 6, 14, 46, 48, 49, 130]",Hue is a stark puzzle platformer where you shift the hue of the world creating rifts when colours collide  In this world everyone sees in grayscale Anne a researcher specialising in colour theory has created a mysterious ring which grants the ability to perceive and alter colour After a fracas with her research assistant she disappears into a coloured void You play as Hue Annes son as he discovers fragments of his missing mothers research and learns to perceive and alter colour for the first time,69.32389810675132,Missing
1471305600,"[8, 31]",19552,Grow Up,"[6, 48, 49]",BUD is back Join this adorable wobbly robot on his fantastical acroBUDic adventure to the moon  Grow Up is a joyful and ageless fantasy game BUD a clumsy and charming robot is on a mission to find MOM his parental spaceship Leap bounce and float in a vast open world as BUD explores the new planet in this beautiful acrobatic adventure,66.73989888545327,Missing
