first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1130976000,38254,Super Mario Bros.: The Lost Levels Deluxe,[19],[8],Missing,Super Mario Bros The Lost Levels Deluxe is a rom hack of Super Mario World The game is a remake of all 52 levels of Super Mario Bros The Lost Levels with Super Mario Bros 3 style graphics There are new over worlds some additional custom levels changed tunes and more,Missing,nan,nan,nan,nan,nan,nan
1131321600,21802,Midnight Bowling,"[5, 20, 39, 55]",[14],Missing,Midnight Bowling is a bowling video game by Gameloft originally released for mobile phones A version with enhanced graphics was also released for WiiWare and under the name Midnight Bowling 3D for phones It is part of Gamelofts Midnight series which includes Midnight Pool Midnight Casino and Midnight Holdem Poker and the game was also included in the Midnight Play Pack compilation for the Nintendo DS In November 2008 it was made available for the iOS via Apples App Store,Missing,nan,nan,nan,nan,nan,nan
1132876800,6989,Espgaluda II,"[34, 39, 52, 130]",[5],The game takes place in a fictional land called Soma three years after a massive war known as the Great Shinra War devastated the land and killed most of its plant life Humanity is forced to pull their efforts together for the sake of survival and reforestation Using new found technology an alchemist named Hiodoshi spearheaded a project called Project Espgaluda which gathered youths and used them as experimental test subjects for artificial armored wings They were then called Galuda named after the mythical bird of legend  Ageha and Tateha were two of the subjects who escaped during the project At the end of Espgaluda they were reunited with their mother and lived peacefully after going into hiding Espgaluda II begins when they are discovered,Espgaluda II is a manic shooter originally released by Cave in the arcades in 2005 as a sequel to Espgaluda,Missing,0.53,0.0,0.0,79.0,14.0,16.0
1131408000,4099,Shamu's Deep Sea Adventures,"[8, 11, 20, 21, 24]",Missing,In the game Poseidon the Greek god of the sea tries to destroy the SeaWorld theme park and replace it with Atlantis The player controls Shamu the protagonist who attempts to defeat Poseidon and the evil Kraken1 Shamu collects power ups and performs various feats over 20 levels and 8 environments,In the game Poseidon the Greek god of the sea tries to destroy the SeaWorld theme park and replace it with Atlantis The player controls Shamu the titular protagonist who attempts to defeat Poseidon and the Kraken Shamu collects power ups and performs various feats over 20 levels and 8 environments,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1131321600,2770,SpongeBob SquarePants: The Yellow Avenger,"[20, 38]","[8, 31]",Missing,Absorbing evil one drop at a time  When the Dirty Bubble captures Mermaidman and Barnacleboy only one sponge can save the day Help Spongebob use his new powers to fight the Dirty Bubble and his legions of evildoers,Missing,7.22,8.0,15.72,54.0,15.0,4.0
1131926400,2345,Mario Kart DS,"[20, 41]",[10],Missing,Mario Kart DS is the continuation of the long running racing game series that began on the Super Nintendo It features 16 new tracks as well as 16 tracks from the previous 4 games with each set split up into the Nitro and Retro Grand Prix respectively Eight racers are initially available each with two gokarts to choose from A number of characters and additional karts are also available to unlock New items have been added to the arsenal including a Blooper squid that squirts ink onto the screens of other players and a Bullet Bill power up that transforms the player into a giant fasttravelling bullet on autopilot,81.33890130765835,4.68,10.68,22.98,80.0,755.0,336.0
1130976000,18597,Clubhouse Games,[20],"[9, 15, 16, 26, 35]",Missing,Its game night and everyones invited Play more than 20 classic board card and party games alone with friends or via Nintendo WiFi Connection With familiar favorites like checkers darts and poker Clubhouse Games is for everyone and part of the Touch Generations library Video game newcomers will appreciate the easytouse interface Players can challenge up to seven friends with one game card via MultiCard Play or DS Download Play Cant play checkers without shouting KING ME across the table The ingame PictoChatlike feature takes table talk to a new level Theres no need to lug around cards or boards when you want to play a quick game Clubhouse Games is onestop gaming that will appeal to everyones tastes whether theyre in the mood for bowling backgammon bridge or billiards,79.48155505020001,15.0,15.71,27.51,73.0,16.0,7.0
1132617600,7029,Kameo: Elements of Power,"[4, 11, 12, 21]","[25, 31]",Missing,Kameo Elements of Power is a third person platformer that tells the story a young elf Kameo who must regain her Elemental Powers defeat her corrupted sister Kalus and her accomplice evil Troll King Thorn,79.4258679833439,9.94,11.32,16.91,70.0,101.0,87.0
1133136000,3364,Mario & Luigi: Partners in Time,"[20, 41]","[9, 12, 31]",Missing,The famous Mario Brothers return in this sequel to the humorous Superstar Saga In this adventure Princess Peach takes a trip in a time machine but when it returns theres only a monster inside The heroic brothers travel back in time only to discover that evil alien life forms known as the Shroobs have taken over the Mushroom Kingdom and noone is safe They soon meet up with their younger selves and set out to stop the alien menace not to mention rescue the Princess,78.5375628980126,17.93,20.25,27.57,77.0,383.0,336.0
1130889600,5987,Viewtiful Joe: Double Trouble!,[20],"[8, 25]",Missing,You can play a movie action hero turned real action hero in Viewtiful Joe Double Trouble Viewtiful Joe Double Trouble is a celshaded sidescrolling action game that combines both puzzlesolving and platformer gameplay Viewtiful Joe Double Trouble makes use of both screens and the touch capabilities of the Nintendo DS to help you solve puzzles and progress through the game Joes sister Jasmine also makes her first appearance in the series to help him out,78.08536698791767,5.04,0.0,0.0,65.0,19.0,11.0
1132185600,2320,Pokémon Mystery Dungeon: Blue Rescue Team,"[20, 41]","[12, 16, 31]",Missing,You a regular human find yourself trapped in the body of a Pokémon in a world inhabited by Pokémon Without any other choice you go on rescue missions through randomly generated dungeons with your newlyacquired partner and friend to save the world and get back to your human life,77.84397299189438,nan,nan,nan,nan,nan,nan
1132704000,2645,Animal Crossing: Wild World,"[20, 41]",[13],Missing,Players move into a living breathing world inside the Nintendo DSand then invite their friends to visit from anywhere on earth In Animal Crossing Wild World the sequel to the popular Nintendo GameCube game players and up to three friends can hang out in the same village and interact in real time  either through wireless LAN or over Nintendo WiFi Connection Players can visit a friends village from thousands of miles away The touch screen makes item management and world navigation a breeze Typing letters and designing patterns are now just stylus strokes away Days and seasons pass in real time so whether players want to decorate their homes catch bugs or fish collect brandnew items like hats and sunglasses or just chat with the wild and wacky characters in their villages theres always something to do,77.57036220399725,68.87,144.26,371.78,79.0,237.0,83.0
1132272000,2256,Super Mario Strikers,[21],[14],Missing,Forget what you know about soccer because in the Mushroom Kingdom anything goes Get ready for crazy fiveonfive matches as Mario and Co hit the pitch for the first time ever  Super Mario Strikers was the last Mario game to be released on the GameCube in Japan and North America,76.10522473795864,5.96,8.02,9.15,79.0,128.0,54.0
1132790400,69551,Puyo Puyo Fever 2,"[8, 20, 38]",[9],The game boasts nine courses three times of that from the original Puyo Puyo Fever Each of the three main characters Amitie Raffina and Sig has three courses each with a different story In general the main plot of the WakuWaku course involves meeting Lemres a wizard from the neighboring town who is visiting Primp Magic School and the plot of the HaraHara course involves stopping Klug who has become possessed by his book Each character sets off to do these things in their own way and usually those things not being their initial intentions,Puyo Puyo Fever 2 is a video game developed by Sonic Team and published by Sega The game was released as a sequel to the previous title Puyo Pop Fever The gameplay remains relatively unchanged but several new modes are introduced,74.0,6.35,0.0,0.0,70.0,3.0,3.0
1132012800,19258,Sonic Rush,[20],[8],At the beginning of the story Blaze the Cat an antisocial princess from an alternate dimension appears on Sonics world Her world had the seven Sol Emeraldsgems similar to the Chaos Emeraldswhich it relies on for survival However they were stolen by Dr Eggman and as Blaze was chasing him a light brought her to this world Blaze then makes it her goal to personally retrieve the Emeralds from Eggman Upon finding Eggman the doctor flaunts a Sol Emerald stating that he needs them to access ultimate power Enraged Blaze defeats Eggman and regains the Emerald Though Eggman escapes Blaze is determined to get the rest  Confused and alone Blaze ponders how she will get the Sol Emeralds back and how to return home She soon spots Cream the Rabbit and Cheese hiding in the bushes and is surprised by Creams politeness the young rabbit eager to make friends with Blaze Brought to Creams home for a cup of tea Vanilla and Cream convince Blaze to have the latter be her local guide after hearing her story However Blaze dismisses their advice to seek Sonics aid believing she can do this alone Despite having Cream tag along Blaze remains mostly indifferent to the young rabbits efforts to be her friend  Elsewhere Sonic encounters Eggman during a run who boasts about how he will soon have ultimate power Upon defeating Eggman Sonic finds a Sol Emerald that Eggman dropped at which point Blaze appears and reclaims it thanking Sonic for defeating Eggman before leaving Confused Sonic teams up with Tails to figure out what is going on while collecting the Chaos Emeralds,Sonic the Hedgehog has a new partner Blaze the Cat in this fastpaced platformer Sonic Rush You can play as either Sonic or Blaze as you try to track down powerful Sol emeralds Sonic Rush displays the level over both screens allowing for screenspanning jumps and dives Some gameplay modes include stylus support as well  Designed as a 25D sidescroller Sonic Rush is the first game in the Sonic series to explore both 2D and 3D venues by combining twodimensional environments with threedimensional models In 2007 the game received a sequel Sonic Rush Adventure,72.74549637567509,5.14,8.93,13.07,71.0,190.0,120.0
1132185600,4065,Peter Jackson's King Kong: The Official Game of the Movie,"[6, 8, 11, 21]","[4, 5, 9, 31]",Missing,Play as man Play as Kong  Embark on an epic adventure created in collaboration with Academy Awardwinning director Peter Jackson and based on the Universal Pictures film Survive as Jack in a world crawling with predators and live the legend as Kong  Use weapons traps and your team wisely to survive in firstperson as Jack  Break jaws slam enemies and throw massive objects in Kongs thirdperson battles,72.3446243248295,nan,nan,nan,nan,nan,nan
1132531200,75837,Naruto: Gekitou Ninja Taisen! 4,[21],[4],Missing,Naruto Gekitou Ninja Taisen 4 is the fourth instalment of the Clash of Ninja series,69.0,5.0,0.0,27.5,81.0,8.0,4.0
1132444800,2577,Dragon Ball Z: Supersonic Warriors 2,[20],[4],Missing,Supersonic Warriors 2 is the DS sequel to the GBA fighting game Dragon Ball Z Supersonic Warriors based on Akira Toriyamas Dragon Ball series  The game features oneonone battles between over 30 characters with their own movement and combos There is a main path in the story mode that coincides with Toriyamas story for every character and some other paths played out as what if scenarios adding replayability to the game Next to the story mode there is the Z battle the VS battle Maximum Free battle and Practice mode The game has three difficulty levels In team battles the player can tap the touchscreen to select another fighter Touch can also be used to perform a powerful combined attack when it is available  The sequel moves away from the level system of the first game where reaching a new character level led to upgraded statistics or new sprites and attacks This is replaced by individual characters that become available when a sufficient amount of Dragon Points is available,68.47833000650404,14.0,17.35,18.93,69.0,43.0,34.0
1131148800,3939,Gun,"[6, 8, 11, 21]",[31],Set in the American Old West specifically Arizona Colorado Kansas and New Mexico in the year 1880 Colton White and his father Ned are hunting game along the Missouri River and after a close call with a grizzly they board a riverboat to sell meat But after the riverboat is attacked by murderous preacher Reverend Josiah Reed in the midst of the chaos Ned reveals to Colton that he is not his biological father and then tells him to seek out a specific prostitute in Dodge City prompting Colton White on an adventure of revenge and self discovery,GUN is a realistic epic actionadventure that lets gamers experience the brutality of the lawless West,67.89839157581591,6.6,8.62,12.61,75.0,221.0,216.0
1132185600,1465,Perfect Dark Zero,"[11, 12, 21]",[5],Missing,The Xbox 360 prequel to Rares Nintendo 64 hit Perfect Dark Players once again slip into the role of Joanna Dark and fight their way through a twisting scifi storyline The franchises staple multiplayer mode returns this time with full online support  Set in the year 2020 three years before the original hit game Perfect Dark Perfect Dark Zero features a gripping story multiple game scenarios for endless replayability a massive arsenal of weapons and combatenabled vehicles The scifi firstperson shooter features a fully interactive world support for up to 50 players online via Xbox Live breathtaking highresolution graphics and spectacular special effects,66.47166955137875,7.72,10.35,17.74,54.0,104.0,68.0
1132012800,4215,True Crime: New York City,"[6, 8, 11, 21]","[5, 31]",Missing,Be a good cop or a bad cop in the streetwise action game True Crime New York City You can explore the authentically modeled streets of New York City as a police officer tracking down criminals and administering justice The game features a diverse weapon set as well as a mixed offering of fighting styles that you can use to take out those who stand in your way In addition to combat on foot the game features driving sequences and shootouts Laurence Fishburne Christopher Walken and Mickey Rourke contribute their voice talent to the game as well,65.76090196583462,6.9,18.93,29.33,68.0,58.0,44.0
1131408000,3942,Harry Potter and the Goblet of Fire,"[6, 8, 11, 21]",[31],Harry Potter is unexpectedly chosen as a fourth contender for the title of Triwizard Tournament champion in his fourth year at Hogwarts Over the course of the school year he must learn the spells and tricks necessary for him to be able to get through three difficult tasks and ultimately escape the clutches of infamous evil wizard Lord Voldemort,Harry Potter and the Goblet of Fire is the fourth title in the Harry Potter franchise It has a unique feel and gameplay with elements not present in any other game of the franchise including a camera of a 3D environment that is not playercontrolled and a system in which previous levels can be played again at will Due to higherquality graphics in comparison to previous Harry Potter video games characters more closely resemble their movie counterparts It was also the first Harry Potter game to feature a multiplayer mode,61.24790430551654,7.07,9.75,17.29,54.0,158.0,72.0
1131926400,3857,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[6, 8, 11, 20, 21]",[31],Missing,Based on the Walt Disney Pictures and Walden Media film capturing the renown and beloved book series from author CS Lewis  Players enter the world of Narnia a land frozen in a 100 year winter by the evil powers of the malevolent and evil White Witch In order to end this frigid captivity and free his people the mighty lion Aslan true ruler of Narnia invokes an ancient prophecy It will become the destiny of four young siblings from our world Peter Susan Edmund and Lucy Pevensie to work together and use their unique combat skills weaponry and abilities to defeat the Witch and her armies to save Narnia These four unlikely heroes must battle the evil forces of the White Witch by waging war against a vast variety of creatures including Centaurs Minotaurs Minoboars Cyclops Werewolves Wraiths Ankleslicers Wolves Satyrs Boggles and more,55.81312717910396,4.3,5.89,6.58,59.0,39.0,35.0
1131580800,3386,Harvest Moon: Magical Melody,"[5, 21]","[12, 13, 31]",Missing,Flower Bud Village wasnt a blossom of a burg when you bought a plot of land Now newcomers depend on the bounty from your land for their livelihoods Its up to you to create a farm raise a family and build a village in the most challenging Harvest ever  Play as a girl or as a boy Buy farm land next to a river along a seashore or in a village Plant crops raise livestock dig for gems or just fish Beat your farming rival in the fields and at the festivals Unlock hidden multiplayer mini games,54.28217136411381,29.35,39.06,51.99,78.0,26.0,21.0
1132012800,4105,Shadow the Hedgehog,"[8, 9, 11, 21]","[5, 8, 31]",Missing,The world is in peril as forces both good and evil make a play for the powerful Chaos Emeralds In Shadow the Hedgehog you can control Shadow and choose which side to fight for This 3D platformer lets you use weapons vehicles environmental objects and time and space manipulation to combat your foes  Although it is a 3D platform game as with the more recent Sonic Adventure games the games levels each feature up to three different missions Hero Dark Normal that the player may choose to complete The games plot depends on which mission is completed as well as subsequent playable levels The game stars Shadow the Hedgehog and his quest to recover his memory a goal he has been pursuing since his debut in Sonic Adventure 2 while an evil alien race known as the Black Arms is invading the planet,48.00541100235332,4.67,12.24,30.61,56.0,194.0,114.0
1132704000,4054,One Piece: Pirates' Carnival,"[8, 21]","[9, 15]",Missing,One Piece Pirates Carnival brings the crazy pirate party without having to hit the ocean Players can dominate the game board by defeating up to three friends in a series of zany games guaranteed to tickle the funny bone of the surliest of pirates Gamers must evade bombs in a dodge ball field locate the Pandaman outmaneuver giant feet and more to become King of the Pirates,48.0,0.88,0.0,0.0,58.0,13.0,5.0
1132790400,20577,Bubble Bobble Revolution,[20],"[8, 9, 31]",Missing,Originally released as an arcade game by Taito in 1986 Bubble Bobble starred two dinosaurs  Bub and Bob who cooperate to make their way through a hundred levels to rescue their girlfriends This addictive two player game went on to be released on most console formats Now the game is reborn on the Nintendo DS with all new graphics split screen action and the classic gameplay 100 new exciting levels to explore All new power bubbles and bubble attacks Microphone activated challenges and Bubble minigames Includes a perfect recreation of the original Bubble Bobble arcade machine game,43.0,0.0,0.0,0.0,0.0,0.0,0.0
1132012800,4064,Pac-Man World 3,"[6, 8, 11, 21]",[8],Missing,The classic gaming character PacMan is back for the third iteration of the PacMan World series The game features the classic PacMan powers and adds a few new abilitiessuch as superstomp and electric shockto assist the yellowballlike hero against his ghost foes,40.07763985524711,8.36,8.43,14.0,62.0,18.0,10.0
1133049600,50584,Zoids: Full Metal Crash,[21],[4],Missing,Zoids Full Metal Crash is an Action game developed and published by Tomy Corporation which was released in Japan in 2005,35.0,0.0,0.0,0.0,0.0,0.0,0.0
1132185600,3785,American Chopper 2: Full Throttle,"[6, 8, 11, 21]","[10, 14]",Missing,Youre on the hot seat and Paul Sr wants it done now Play as Paul Senior Paulie Mikey or Vinnie and experience all the pressure and drama of the hit TV show,34.0,0.0,0.0,0.0,60.0,2.0,0.0
1132099200,3843,Cabela's Dangerous Hunts 2,"[6, 8, 11, 21]","[5, 13, 14]",Missing,Cabelas Dangerous Hunts 2 is a 2005 hunting video game published by Sand Grain Studios and Cabelas It is a sequel to the 2003 game Cabelas Dangerous Hunts,20.0,2.0,3.0,10.0,48.0,4.0,6.0
