,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
33,[34],247201,Under the Witch's Trial,"[3, 6]",What happens when you transmigrate into a story where everyones a villain  After leaving a critical review of a tropey and grimdark RPG where the main character experiences and perpetuates nothing but tragedy you accidentally reincarnate into that very game  Unfortunately for you your role is that of a cannon fodder twobit villain who exists only for the protagonist to murder in his first act of vengeance against those whove wronged him  To make matters worse an alluring villainess offers to help you outAt a price of course With both the protagonists and villainesss eye on you you must find a way to obtain power and ensure your survivalbefore its too late,Missing,,,,,,
34,[34],246941,Aru Kanrinin no Koi: Spring + Summer Complete Edition,[6],A port of Aru Kanrinin no Koi spring  summer Free Edition with additional content,Jun Minase is suddenly in charge of Shirakaba House a dormitory full of foreign exchange students after the former manager is unable to resume his duties  How will all these foreign exchange students manage with their different cultures  Will there ever be peaceful days for Jun,,,,,,
35,"[5, 33]",246636,Mokoko X Deluxe,"[6, 14]",Mokoko X was inspired from the arcade games like Volfied Qix and Gals Panic A popular gaming style in the late 1980s Mokoko X looks to resurrect the soul of the arcade genre while adding a modern touch There are 32 levels in Mokoko X each level has its own unique boss and minions The main goal is assisting the girls that need help from the weird bosses This is sometimes passing a mobile game level sometimes helping out with the insects in the kitchen,Missing,,,,,,
36,"[2, 9]",246285,I'm On a Watcher Duty 3: The Invasion,[6],Another sequel of Im on a watcher duty series This one is in the theme of the handmade maps made by Paulor94 Enjoy,Missing,,,,,,
37,"[2, 9]",246284,I'm On a Watcher Duty 2: Paranormal in Gensokyo,[6],A sequel to the first Im on a watcher duty This time it takes place in Gensokyo Enjoy,Missing,,,,,,
38,Missing,243461,Disposition,[6],Race along a coastline as strange hostile entities chase you down Try to reach your destination as fast as you can but dont lose control Disposition is an attempt to combine racing with horror elements,Missing,,,,,,
39,[34],243221,Danganronpa: Lapse,[6],10 students find themselves trapped in a luxurious mansion and soon discover there is only one requirement for escape  to kill each other  Follow the story through Echo Pines eyes unraveling the secrets of their enclosure and the secrets of their fellow students  Danganronpa Lapse is a notforprofit project based on the series Danganronpa by Kazutaka Kodaka and bears no affiliation with Spike Chunsoft,Missing,6.5,0.0,8.5,0.0,0.0,2.0
40,"[15, 32]",242742,Your Final Days,[6],A NESLike action game where a small robot Orb has to venture through four locations to get stronger and fight the corruption on a strict time limit while paying extra attention to resource management,In a distant future where all the worlds resources have been wasted corrupting the planet because of humanitys negligence it is up to a small robot named Orb to purify the earth and give humanity a second chance  The objective is simple he must head to one of the four locations avaiable then find the corruption and purify it  But it wont be so easy as Orb is not strong enough to confront it the only way to succeed is to explore find upgrades and defeat enemies to level up only then will he be able to face the corruption  However Orbs weapons will consume his resources when theyre all used he will be defenseless time is also a dangerous foe as he can only explore at Night without the Ozone layer the sun rays will harm him  Orb cant afford to waste time as he has limited days before his battery fully depletes leaving it lifeless  The odds are stacked against him will he be able to turn the tables and succeed,,,,,,
41,[31],242114,The Wand of Gamelon Remastered Randomizer,[6],A randomizer mod for The Wand of Gamelon Remastered,Missing,,,,,,
42,"[8, 31]",242113,The Faces of Evil Remastered Randomizer,[6],A randomizer mod for The Faces of Evil Remastered,Missing,,,,,,
43,"[2, 12, 31, 32]",242006,A Day Out with Ube,[6],Its another grey morning here in the Matamis mansion you pry your eyes open to the bright grey clouds with your consciousness finally creeping in to get you awake Though this day doesnt really seem to be like any other day youve had In fact you might just be in for a day out for one of the missus kids some lunatic trying to narrate this,A Day out with Ube is an interactive adventure game in development This follows the story of a clown bodyguard looking after a regal clown as they take a venture on the outside world It seems like any other day though the rest is up to you to find out what happens once they step foot out that door,,,,,,
44,"[31, 32]",241913,SCP 087 B,[6],An SCP087 remake which involves a seemingly endless set of descending stairs,SCP087 is an unlit platform staircase Stairs descend on a 38 degree angle for 13 steps before reaching a platform of approximately 3 meters in diameter Descent direction rotates 180 degrees at each platform The design of SCP087 limits subjects to a visual range of approximately 15 flights A light source is required for any subjects exploring SCP087 as there are no lighting fixtures or windows present Lighting sources brighter than 75 watts have shown to be ineffective as SCP087 seems to absorb excess light  At this time it is unknown if SCP087 has an endpoint,,,,,,
45,[34],238843,Those Darn Brothers!!!,"[3, 6, 14, 34]",Those Darn Brothers is a slice of life BL about bonding with family,Lucas has attachment issues due to a traumatic event which led him to shut himself out from the world Even though he is a lone wolf there are two people who still try to talk to him One is his teacher Keith who is concerned about him and the other is his classmate Ken who wants to befriend him  One day Lucas mom announces her engagement to her fiancé which angers the protagonist He soon realizes that he would become stepsiblings with Ken and Keith the two people who constantly bothered him  But maybe his new family members will help him to open up and feel accepted Maybe the change isnt so bad,,,,,,
46,Missing,237484,Sex Diary: Swingers Yacht,[6],An explicit erotic visual novel following the story of two college buddies sharing their gorgeous soontobe wives on a luxury yacht,Missing,,,,,,
47,Missing,234923,Generation Zero: Base Support Pack,"[6, 48, 49]",As you continue to successfully fend off countless machine attacks the Resistance has once again been inspired to create new structures and decorations to upgrade your base with Whether you decide to fortify your base or simply add a personal touch to it is up to you but with this pack you should be ready to face anything,Missing,,,,,,
48,[32],234113,Only Furry 18+,[6],Only Furry 18 is a casual clicker adult game that looks like a popular social mediaYou should help main character to earn enough money to make a post After every reached goal you will get a beautiful 3D picture or awesome 3D animation with girl,Missing,0.0,0.0,0.0,0.0,0.0,0.0
49,[31],233346,You Just Don't Get Stars Like These Back Home,[6],Explore a campground and night and try to find the darkest spot so you can see the most stars in the sky,Missing,,,,,,
50,"[7, 31]",232746,The Railroad to Elsewhere,"[3, 6, 14, 82]",This train doesnt stop  You find yourself traveling somewhere inside a rundown railroad car You know you have to get off at some point but still  you do everything in your power just to stay a little bit longer The conductor is watching your every step He knows who you truly are Where is this train really headed,Missing,,,,,,
51,Missing,231240,Skullgirls: 2nd Encore - Umbrella,"[6, 130]",The saltiest sibling in the Canopy Kingdom and her insatiable monstrosity Hungern have at long last joined the Skullgirls roster,Missing,,,,,,
52,[5],230169,Touhou: Phantom Assembler,[6],A certain brownhaired Touhou university student ventures into a dream world,Missing,,,,,,
53,[9],229797,Wet Dreams,[6],Wet Dreams is an addicting game in which you have to solve puzzles with Lovely GirlsThe game is perfect for relaxing,Missing,,,,,,
54,[2],229684,Plastic Model,[6],A very short free to play game about assembling a plastic model kit Made by Mike Inel,Missing,,,,,,
55,[31],229671,Soto Nemuri,[6],Soto Nemuri is a Yume NikkiTouhou fangame made for Touhou Fan Game Jam 8 You play as Sumireko from the Touhou series and explore her dreams,Missing,,,,,,
56,[31],229103,Blut Club,[6],On that cold and early morning of 2003 you stumble upon a lost mobile phone Piece together elements of that tragic night in this short horror experience,Missing,,,,,,
57,[7],228814,Friday Night Funkin' Indie Cross,[6],You shall cross through indie worlds  Think you have the balls to survive  Indie Cross is a mod for Friday Night Funkin that features three weeks against popular indie characters Cuphead Sans from Undertale and Bendy It also contains multiple bonus songs a custom achievements system Game Jolt integration and fully animated cutscenes for each individual song in the mod,Missing,,,,,,
58,Missing,227937,Anno 1800: Cosmetic Pack Bundle,[6],Get the new Anno 1800 Cosmetic Pack Bundle and use the first six Cosmetic DLCs to decorate your city as you wish,Missing,,,,,,
59,[13],227307,"Trainz Railroad Simulator 2019: CFCLA, RailFirst, Freightliner GE C44aci Pack",[6],The C44aci is a model of Australian heavy duty diesel electric locomotive designed operated by a number of rail freight operators This pack features CFCLA RailFirst and Freightliner livery units with custom cab views full PBR textures and more,Missing,,,,,,
60,[33],227216,Lose95,"[6, 82]",Lose95 yourself to the depths of your folders and try to make space for the downloads,Missing,,,,,,
61,"[13, 14, 15, 32]",226862,Pixel Puzzles Ultimate: Ukiyo-e 3,[6],Pixel Puzzles Ultimate redefining digital puzzling,Missing,,,,,,
62,[31],226301,Century: Age of Ashes - Dark Goliath Pack,[6],Elevate yourself to the ranks of a warlord and ride into battle with a fullblown beastofabundle  This pack includes all the content of the Mighty Beast Pack with extra rewards  Full content 1 Dragon Windguard Epic 1 Dragon Marauder Epic 3 Legendary Helmets 2 Epic Shields 1 Rare Shield 2200 Gems A 14day XP Booster 2 Legendary Banners 2 Legendary Titles 2 Legendary Player Icons 2 Legendary Backgrounds,Missing,,,,,,
63,"[12, 32]",225747,Hyacinth,[6],Hyacinth is a psychological horror game that centers on Neotheythem after they find themselves alone on a strange train Follow them as they navigate through surreal train car after surreal train car and try to find their way home,Missing,,,,,,
64,"[13, 32, 34]",225740,Will There Bee Another?,[6],You are Bee a girl that its on an online date with Mel The date is almost over but Bee doesnt wanna end it Can you find the correct words to delay this date a little more or even get a second date,Missing,,,,,,
65,"[12, 31, 32]",225560,Nightmare of Weakest Creature,[6],Eika Ebisu wakes up in hell convinced that she is in a nightmare Explore the desolate area meeting interesting characters and learning more about the world you have been thrust into solving puzzles along the way Discover Eikas past and her potential future in Nightmare of Weakest Creature,Missing,,,,,,
66,[12],225549,Undertoad: Mission Luigi,"[6, 14]",Explore the town of Sherborough and chat with the townsfolks To leave town you must conquer Luigis gauntlet a set of trials that will push even the most prestigious jumpers to their limit Make sure to prepare yourself because there is no going back Now get Movin Butterball,Missing,,,,,,
67,"[32, 34]",225249,Touch Theory,[6],Oh Im crying now authentic tears They flow out of me when I think about you Cause youre the only person in the world whod understand Cause youre the only person in the world whod understand the meaning of this,Missing,0.0,0.0,0.0,0.0,0.0,0.0
68,"[10, 14]",225052,DJMax Respect V: Muse Dash Pack,[6],DJMAX RESPECT V  Muse Dash PACK Now enjoy the songs of Muse Dash in DJMAX RESPECT V,Missing,,,,,,
69,[32],225005,Coloring Pixels: Tarot Pack,"[3, 6, 14]",Tarot BookThis Tarot themed book unlocks 20 additional levels for Coloring Pixels Unlock the secrets to your future with this book each image is a stylised Tarot card,Missing,,,,,,
70,[5],224175,Deep Rock Galactic: Robot Rebellion Pack,"[6, 49, 169]",Its a Robot Rebellion As in we rebel against the Robots of the dreaded Rivals  but in style Spice up your look with four new sets of unique armor one per class new helmets and new Paintjobs The Robot Rebellion Pack  crudely cobbled together during those long nights spent on the Space Rig waiting for the next engagement The opposite of chic perhaps but eminently usable   4 unique suits of Armor one for each Class  A unique helmet in two variants Full Face  Half Face  Robot Rebellion Paintjob for other Armors  Robot Rebellion Paintjob for your Weapons  Robot Rebellion Paintjob for Bosco  Robot Rebellion Paintjob for your Pickaxe  Important note The contents of this Pack are cosmetic only,Missing,,,,,,
71,"[15, 35]",223055,Stasis,[6],Stasis is a fangame that combines HalfLife Team Fortress 2 and Inscryption,Missing,6.71,7.86,8.04,68.0,79.0,139.0
72,"[2, 9, 31, 32]",222967,The Darkside Detective: A Fumble in the Dark - One Flew Into the Cuckoo's Nest,"[6, 130]",Buzz is missing Head to the Twin Lakes Botanical Gardens to get to the bottom of this here mystery Based off the Darkside chooseyourown adventure from Twitter last year you can check out the trailer just down below,Missing,,,,,,
73,"[5, 12, 13, 31]",222932,Chernobylite: Season 1 - Blue Flames,"[6, 48, 49, 167, 169]",Expand your weapon arsenal with a craftable highlycustomizable tactical crossbow and master the stealth exploration of the Chernobyl Exclusion Zone Discover more memories of Tatyana and Igor with photos hidden in the area  each picture will display a short animation and play voices revealing a piece of the past,Missing,,,,,,
74,"[12, 31]",222819,Assassin's Creed Valhalla: Title Update 1.5.1,"[6, 48, 49, 167, 169, 170]",This update comes with bug fixes and patches as well as the Mastery Challenge Pack 2 the annual Ostara Festival and more,Missing,,,,,,
75,[32],222768,La Villa de la Muerte,[6],La Villa de la Muerte is a looping psychological horror game where players will progress through an everchanging environment in pursuit of the truth behind a family disappearance,One villa One family One truth  La Villa de la Muerte is a looping psychological horror game inspired by the chilling tale of La Llorona Explore an elegant villa filled with fragments from a family who mysteriously vanished Explore the villa and solve puzzles to slowly reveal the truth behind what happened to the family where they went and who they became,0.0,0.0,0.0,0.0,0.0,0.0
76,[9],222605,Maze,[6],Can you find your way out of over 200 mazes Play through three different modes to beat the clock and escape as fast as you can in Maze  Use the Arrow Keys to move around the map Your goal is to get to the large green circle as fast as you can,Missing,0.0,0.0,0.0,0.0,0.0,0.0
77,"[12, 32]",221640,WonderWorld,[6],WONDERWORLD is an adventureRPG game inspired by UNDERTALE,Missing,,,,,,
78,[13],221554,Bus Simulator 21: Easter Interior Pack,[6],Easter is here its time to put all the eggs in one basket With this Easter themed unique interior pack you can fully embrace this colourful holiday Customise your bus and make it your own,Missing,,,,,,
79,[13],221553,Bus Simulator 21: Easter Skin Pack,[6],Easter is here its time to put all the eggs in one basket With this collection of 10 Easter themed unique bus skins you can fully embrace this colourful holiday wherever you drive,Missing,,,,,,
80,[12],221548,Final Fantasy XIV: Newfound Adventure,"[6, 48, 167]",Patch 61 follows the Warrior of Lights first steps on a new journey after claiming victory in the battle for the fate of the star This patch also features the first installment in the new alliance raid series Myths of the Realm which delves into the mysteries surrounding the Twelve A host of other additions includes the new Crystalline Conflict PvP content the Duty Support system and more,With despair silenced and hope restored the Scions of the Seventh Dawn step back into the shadows their stars hero to don the mantle of simple adventurer once more Eager heart never idle tis not long before the Warrior of Light hearkens unto journeys call,4.32,8.35,16.14,83.0,16.0,14.0
81,[31],221535,No Man's Sky: Outlaws,"[6, 48, 49]",Become an interstellar rebel in Update 385 Outlaws Introducing outlaw systems the ability to recruit your own squadron of pilots improved space combat a stunning Solar Sail Starship and much more,Missing,,,,,,
82,"[5, 8]",220839,Win the Diamond,[6],Win The Diamond is a 3d side scroller action adventure scifi shooter game where there is a Diamond hidden somewhere in the level The player needs to find the diamond and collect it in order to win the diamond But collecting it will not be an easy task,Missing,,,,,,
83,Missing,219066,Buff Doge,[6],Hide in the back rooms from the scary buff doge or he will kill you In this scary horror game you have to beat the difficult maze behind every corner there could be a terrifying monster Or is the monster already among us  Find weapons to defend yourself from the buff doge The back rooms are full of surprises do you have what it takes to win against the buff doge,Missing,,,,,,
84,[32],218735,Truth Loop,[6],Truth Loop is a short game with a scary story and bizarre moments  It has a loop style of gameplay you keep repeating an action while the game and the story progress,Bryan wakes up late to pick up his wife from work she leaves very late and cant come back alone because its too dangerous So he rushes out of the house to find her  But things start to get really weird The truth will be revealed,,,,,,
85,[9],218173,RGB Rush,[6],How accurately can you recreate a random colour Forget using a colour picker learn to form hex codes in your mind Impress your crush Prove your abilities under the clock blindfolded The higher your accuracy the better your score will be Can you keep it above 98,Missing,,,,,,
86,[5],218058,Block-Quake,[6],BlockQuake is a total conversion mod that replaces all of Quakes vanilla models with familiar looking blocky monsters weapons items and bosses Included is a BlockQuake update that adds new plastic replacements for the Copper mod youll need the regular Copper mod for BlockQuakes version to work correctly,Missing,,,,,,
87,"[9, 31]",217876,Clotilde Soffritti in Never Double Park your Spaceship,[6],After being stuck on an asteroid with a decrepit gabby hermit for a week Clotilde has had enough  She must find a way to call for help and hitchhike a ride out of there  Will she manage to escape the asteroid Only one way to find out Or maybe two,Missing,,,,,,
88,"[2, 15, 32]",217752,Five Golden Nights at Freddy's 3: Storage,"[6, 34]",Missing,You arrive at a strange abandoned facility Youve heard your sister is there and you want to find her,,,,,,
89,[31],215778,Queen Mary's Script Retold,[6],Queen Marys Script tells the peculiar story of a girl thrust into the world of dolls and contracts Join Mary Clause and Edmund as the three travel between worlds facing their past demons and learning more about themselves that they never intended to They question just what it is they want as well as if its worth the sacrifice to get it  Queen Marys Script  Retold is a complete overhaul of the main game Updated graphics are not the only thing youll see Story changes new havenscharacters and different outcomes for certain characters will give you a whole different experience from the original,Missing,,,,,,
90,"[13, 32]",215676,Upload Simulator,[6],A incremental game about downloading files uploading and upgrading your setup This is the official PC version of Upload Simulator,Missing,,,,,,
91,[34],215419,Fog and Sea,[6],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
92,[34],215247,The Tennis Master,[6],The protagonist of this adult visual novel is a disgraced former tennis champion The former champion is hired by a mysterious businessman to coach his daughter Sofia,Missing,0.0,0.0,0.0,50.0,1.0,0.0
93,Missing,215229,"Date Us, You Won't",[6],Youre at the Universitys annual festival and somehow got dragged into participating in a dating booth Since youre here now might as well go for the ride right  Join our wacky OCs for silly jokes and simple chitchat  This game is meant to be a small interactive experience for you and these characters There is no big arching story just a conversation between two people who have just met,Missing,0.0,0.0,0.0,0.0,0.0,0.0
94,[31],215035,Our Lady of Sorrow,[6],A Found Footage Horror Game set in an Old Abbey in Ireland,An unmarked tape discovered in the archives of an abandoned church containing strange footage was recently discovered  The tape was deemed extremely dangerous by the Catholic Church and was hidden away,,,,,,
95,Missing,214903,Kuggs,[6],Kuggs is a fastpaced shooter with some light horror elements Fight off hordes of enemies and grow stronger over 70 levels,Missing,,,,,,
96,[7],213934,Rainbow Dash Tylenol,[6],Rainbow Dash and Boyfriend singing Rainbow Tylenol thats all,Missing,,,,,,
97,[34],212780,Momo's Diary,"[3, 6, 14]",Momo is a supercute doll with a lot of friends who love her dearlywatch as she sinks through the depths of hell,Momo struggles with addiction depression selfharm etc while her friends try to help her with varying degrees of success Her friends have planned a gettogether and Momo is invited,,,,,,
98,"[2, 34]",211423,After the Inferno,"[6, 14, 34]",An adult visual novel set in an original fantasy world Featuring animated and voice acted scenes both NSFW and SFW,War grips the Northern Reaches of Castria as the Isenian Empire continues its invasion and you stand in the middle of it The leader of a renowned mercenary company you find yourself forced to adapt to new situations after the company faces major changes Take the fight to the Empire and meet a diverse cast of characters willing to aid you in their own ways each with their own backgrounds and motivations Loyalties will shift blood will be spilled and romances will be fought for,0.0,4.75,0.0,100.0,1.0,1.0
99,"[5, 31, 32]",210588,Dreams of a Lifetime,[6],Dreams of a Lifetime is an actionadventure game played from both a thirdperson and firstperson perspective The Player must complete missions and micromissions to progress through the games story In addition to missions players can explore the game open world among other things The game consists of 14 levels 2 of which are extra levels New levels are unlocked as the player progresses through the story and correctly completes missions and micromissions,Missing,,,,,,
100,"[7, 31, 32, 33, 34]",210511,D*sco Ep,"[6, 14]",A spacethemed video game concept album that will take you through a series of wildly different gameplay concepts art styles and soundscapes There may also be dogs,Missing,,,,,,
101,[31],210336,Out of the Blue,[6],Out of the Blue is relatively simple you wake up in a maze and you need to find your way out You fight enemies explore the map collect items and manage your resources such as bullets water grass and tea,Missing,,,,,,
102,"[31, 32]",210323,By the World's Wind,"[6, 14]",Set sail across a small open world Visit island communities explore lost caves and meet the local wildlife with the four winds at your back Use the mapmaking tools to plot a course or simply let the wind carry you where it will,Missing,0.0,0.0,0.0,0.0,0.0,0.0
103,"[5, 31, 32]",209974,Deep Rock Galactic: Season 2 - Rival Escalation,[6],Rivals are setting up new communications equipment which must be shut down In the allnew rival signal Season Event you must interrupt the operation of the Rival Communications Router hack its Antenna Nodes and shut it down before the timer runs out and the entire thing discharges a lethal energy blast Timing and precision will be of the essence if you want to obtain the Data Cell stored inside the Router,Missing,,,,,,
104,[32],209542,Fuck Putin,"[3, 6]",In February 2022 Russia invaded Ukraine This event shocked the whole world Unjustified aggression must be condemned and the president of Russia Vladimir Putin  punished,Missing,,,,,,
