first_release_date,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1330992000,19893,Azkend 2: The World Beneath,"[6, 34, 39, 46, 48, 49, 74, 130]",Azkend 2 The World Beneath is a beautifully polished matchthree adventure game set in an aweinspiring underground world Enjoy superbly smooth casual matching puzzle gameplay an engaging storyline with voiceovers and hidden object minigames,"[9, 31, 32]",Missing,Missing,5.21,5.5,20.0,66.0,18.0,16.0
1332892800,9863,Wrecked: Revenge Revisited,"[9, 12]",WRECKED Revenge Revisited was developed by Supersonic and is the spiritual successor to the MASHED series from the PlayStation 2Xbox generation,"[5, 10]",Missing,Missing,3.0,0.0,3.0,57.0,3.0,2.0
1332460800,5271,We Sing Pop!,"[5, 48, 49]",We Sing Pop a brand new addition to the We Sing range of games for Wii it will feature 40 of the greatest pop tracks around  We Sing Pop will be available in Europe and the US on Wii and will feature some of the most wellknown pop hits covering four poptastic decades The look and feel of the game will also replicate a real pop vibe,"[7, 9]",Missing,Missing,nan,nan,nan,nan,nan,nan
1330992000,4993,Major League Baseball 2K12,"[5, 6, 8, 9, 12, 20, 38]",Major League Baseball 2K12 or in short MLB 2K12 is a Major League Baseball licensed baseball simulation video game published by 2K Sports that was released for the PlayStation 2 PlayStation 3 PlayStation Portable Microsoft Windows Nintendo DS Wii and Xbox 360 on March 6 2012 The commentary is delivered by the trio of Steve Phillips Gary Thorne and John Kruk Justin Verlander of the Detroit Tigers is the games cover athlete1 Verlander won both the AL Cy Young Award and the AL MVP Award in 2011,[14],Missing,Missing,12.0,15.0,0.0,49.0,7.0,2.0
1332979200,3303,Just Dance: Best Of,"[5, 12]",Just Dance Best Of will allow anybody to discover or rediscover tracks available in the previous Just Dance titles all recreated with a new revamped design,[7],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1333065600,1261,South Park: Tenorman's Revenge,[12],South Park Tenormans Revenge is a 2D sidescroller that lets you play as Stan Kyle Cartman and Kenny as they battle Tenormans ginger army across time and space,"[7, 8]",Missing,Missing,9.0,0.0,0.0,23.0,2.0,3.0
1332201600,222485,Silent Hill 2,"[9, 12]",A remaster included in the Silent Hill HD Collection  The graphics have been remastered to 720p The ingame voiceover was also updated along with a remastering of the soundtrack The game also includes achievementstrophies,[31],92.70553863948942,Missing,8.13,9.6,15.81,91.0,979.0,1070.0
1332806400,6933,Capcom Digital Collection,[12],Capcom Digital Collection is a compilation of arcade games released by Capcom for the Xbox 360 The game was released on March 27 2012 in North America and March 30 2012 in Europe  The collection features eight games previously available via Xbox Live Arcade for Xbox 360  1Super Street Fighter II Turbo HD Remix 2Final Fight Double Impact 3Super Puzzle Fighter II Turbo HD Remix 41942 Joint Strike 5Bionic Commando Rearmed 2 6Flock 7Rocketmen Axis of Evil including Rocketmen  It Came From Uranus expansion 8Wolf of the Battlefield Commando 3,"[4, 5, 8, 9, 31, 33]",90.0,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1331769600,22754,Assassin's Creed: Ezio Trilogy,"[6, 9, 12]",Assassins Creed Ezio Trilogy is a collection of the three main series Assassins Creed games that feature Ezio Auditore da Firenze Assassins Creed II Assassins Creed Brotherhood and Assassins Creed Revelations The Bonfire of the Vanities the Battle of Forlì and the exclusive black Bonus Skin DLC for Assassins Creed II is only available with the PS3 version The xbox 360 version only includes the original games  The Ezio Trilogy was released for PC in German language only,[31],89.92305989636102,Missing,nan,nan,nan,nan,nan,nan
1332374400,20734,Devil May Cry HD Collection,"[6, 9, 12, 48, 49]",The popular stylish action games Devil May Cry Devil May Cry 2 and Devil May Cry 3 Special Edition return in one collection  As Dante the ultimate devil hunter youll join forces with appealing characters such as Trish Lady and Lucia to enjoy the iconic genredefining Devil May Cry series in stunning High Definition,"[8, 25]",89.6181882289041,Missing,22.98,31.09,82.81,79.0,210.0,211.0
1332374400,222656,Devil May Cry 3: Dante's Awakening - Special Edition,"[6, 9, 12, 48, 49]",An HD Remaster of Devil May Cry 3 Dantes Awakening  Special Edition included in Devil May Cry HD Collection  Devil May Cry 3 takes place before the events of the first game In this installment you can choose different closecombat styles like Swordmaster and Gunslinger and its up to you which style you decide to develop and improve on This Special Edition lets you play as Dantes brother Vergil,"[25, 31]",89.19032387739955,Missing,11.79,16.52,54.86,86.0,715.0,671.0
1330992000,75,Mass Effect 3,"[6, 9, 12, 41]",Earth is burning The Reapers have taken over and other civilizations are falling like dominoes Lead the final fight to save humanity and take back Earth from these terrifying machines Commander Shepard Youll need backup for these battles Fortunately the galaxy has a habit of sending unexpected species your way Recruit team members and forge new alliances but be prepared to say goodbye at any time as partners make the ultimate sacrifice Its time for Commander Shepard to fight for the fate of the human race and save the galaxy No pressure Commander  Fight smarter Take advantage of new powers and combat moves Shepard can now blind fire at enemies and build tougher melee attacks Plus when you fight as a team you can combine new biotic and tech powers to unleash devastating Power Combos  Build the final force Build a team from a variety of races and classes and combine their skills to overcome impossible odds Youll be joined by newcomers like James Vega a toughasnails soldier as well as EDI a trusted AI in a newly acquired physical form Keep an eye out for beloved characters from your past but beware Some may not survive the final battle  Face off against friends Enjoy an integrated coop multiplayer mode and team up with friends online to liberate key conflict zones from increasingly tough opponents Customize your warrior and earn new weapons armor and abilities to build war preparedness stats in your single player campaign,"[5, 12, 31]",85.15475790461903,Missing,24.44,35.67,49.92,85.0,2289.0,2782.0
1330992000,13910,Mass Effect 3: From Ashes,"[6, 12]",Cerberus has attacked Eden Prime and taken over a human colony Alliance forces are stretched too thin fighting the Reapers and are unable to offer support Intel indicates that Cerberus is after a Prothean artifact and has found it Shepard must infiltrate the colony and recover the artifact  From Ashes includes a powerful new and permanent squad member  the last surviving Prothean Learn more about the last days of the Prothean empire before the Reapers wiped out their race From Ashes also includes a new weapon the Prothean Particle Rifle and new appearances for every squad member,"[5, 12, 24]",84.0103310872563,Missing,1.04,1.05,1.07,76.0,146.0,142.0
1332201600,222486,Silent Hill 3,"[9, 12]",A remaster included in the Silent Hill HD Collection  The graphics have been remastered to 720p The ingame voiceover was also updated along with a remastering of the soundtrack The game also includes achievementstrophies,[31],83.3244503664224,Missing,6.19,8.11,11.42,83.0,554.0,590.0
1332720000,75568,Deus Ex: Human Revolution - Ultimate Edition,"[6, 12, 14]",Deus Ex Human Revolution  Ultimate Edition includes all expansion packs and downloadable content released as part of the Deus Ex Human Revolution Preorder Packs  The full game Deus Ex Human Revolution The Missing Link The Explosive Mission expansion pack The Tactical Enhancement expansion pack The 40page Artbook The 44minute film showing the Eidos Montreal office through development The animated version of the Human Revolution comic made by DC Comics The Human Revolution Soundtrack composed by Michael McCann The E3 trailers and Animated Storyboard,"[5, 12, 14, 31]",82.29011596747256,Missing,nan,nan,nan,nan,nan,nan
1331596800,6915,Birds of Steel,"[9, 12]",Get ready to strap in go back in time and take stick in the most pivotal battles in the history of air combat Birds of Steel puts you right in the crosshairs of WWIIs most intense skirmishes This original IP blends next gen supremacy and the fine details of aerial combat into a historical recreation fit for flight sim fans and history buffs alike Use your skills to pilot the top planes from all combatants in WWII to recreate history or to change the outcomes of the most prolific battles in history Online and offline elements add an entire new element to the game which will ensure Birds of Steel remains a fresh combat experience long after youve played for the first time,"[5, 13]",80.0,Missing,8.95,10.0,0.0,60.0,3.0,2.0
1332374400,222654,Devil May Cry,"[6, 9, 12, 48, 49, 130]",An HD remaster of Devil May Cry first made available in Devil May Cry HD Collection  In the first installment of the Devil May Cry series the player controls Dante as he faces off against the resurrected Demon Emperor Mundus The game introduces Dantes abilities like Devil Trigger which transforms him into a demon swordplay gunslinging and stylish combos all of which have become a staple of the series,[25],79.46034415350934,Missing,6.19,8.39,17.47,74.0,1114.0,1085.0
1331596800,11643,Shoot Many Robots,"[6, 9, 12, 34]",The title sums it up pretty well but if you still need convincing A 4player coop runngun action shooter that throws you into a tidal wave of degenerate robots with an array of weaponry that would make any mama proud A classic 25D sidescrolling shooter revitalized with modern game design,"[5, 12, 32]",75.36737443791107,You take control of P Walter Tugnut The P stands for Pickles a regular guy who stockpiles guns ammo and beer in his dilapidated RV awaiting the inevitable robot apocalypse When the abandoned factory in the distance begins producing robots on its own Walter sets off in his RV on a robotkilling rampage hoping to save humanity from an onslaught of robot hordes,5.53,9.39,22.6,70.0,35.0,36.0
1331856000,22915,Top Gun: Hard Lock,"[6, 9, 12]",Top Gun Hard Lock was released in March 2012 for Xbox 360 Microsoft Windows and PlayStation 3 by 505 Games and Paramount Interactive The player takes the role of a pilot named Lance Spider Webb who graduated from Top Gun under the auspices of Pete Maverick Mitchell As Spider the player engages in missions during a blockade of a new terrorist regime a former US ally who had a coup in the Persian Gulf The player flies missions from USS McKinley in the Gulf which involve shooting down hostile planes and destroying missile boats Eventually the player conducts bombing runs over enemy camps and bunkers and the last mission involves assisting NATO ground forces an airfield and special forces troops in attacking the enemy forces,"[4, 5]",75.0,The player takes the role of a pilot named Lance Spider Webb who graduated from Top Gun under the auspices of Pete Maverick Mitchell As Spider the player engages in missions during a blockade of a new terrorist regime a former US ally who had a coup in the Persian Gulf The player flies missions from USS McKinley in the Gulf which involve shooting down hostile planes and destroying missile boats Eventually the player conducts bombing runs over enemy camps and bunkers and the last mission involves assisting NATO ground forces an airfield and special forces troops in attacking the enemy forces,0.0,0.0,0.0,0.0,0.0,0.0
1330992000,1065,Street Fighter X Tekken,"[6, 9, 12, 46]",The long awaited dream matchup between the two titans of fighting is here,"[4, 33]",73.29801175028805,Missing,2.42,8.37,37.0,70.0,121.0,98.0
1332201600,47449,Rayman 3 HD,"[9, 12]",Rayman 3 Hoodlum Havoc is the third major game in the Rayman series and the sequel to Rayman 2 Rayman 3 is a 3D platformer however the levels are more straightforward and oriented towards action and combat rather than platforming and exploration,"[8, 31]",71.24923752592412,One night a Black Lum who was supposedly said to have grown out of pure evil named André appears and transforms other Red Lums into Black Lums to join him The group eventually gains enough hair from various animals throughout the forest to dress themselves as scarecrowlike Hoodlums In the middle of the process Murfy one of the residents and workers of the Fairy Council discovers them André later discovers him hiding nearby and he and his Black Lums pursue him Murfy is chased to a small clearing where Rayman and his friend Globox are sound asleep Just after Murfy reaches them Globox is awakened by the commotion Now aware of the situation Globox helps Murfy to try and get Rayman who is still asleep to safety In the process Globox accidentally removes Raymans hands forcing Murfy to pick Rayman up by his hair and fly him away from the clearing himself In an attempt to save himself Globox runs away to safety taking Raymans hands along with him,7.92,10.0,10.33,72.0,35.0,32.0
1331596800,47389,Zumba Fitness Rush,[12],Players can learn and perfect nine different dance styles Reggaeton Merengue Salsa Cumbia Hip hop Mambo Rumba Flamenco and Calypso as well as new routines including the Axe Indian Latin Pop Bellydance and Pasodoble led by Zumba creator Beto and celebrity instructors Gina Grant and Tanya Beardsley New features include a calorie tracker revamped gameplay and graphical representations of the instructors,[7],70.0,Missing,nan,nan,nan,nan,nan,nan
1332806400,5226,Tiger Woods PGA Tour 13,"[9, 12]",The worlds 1 selling golf game is back and ready for another season of PGA Tour golf Take your game to the next level with the first controllerfree voiceenabled and body tracking sports simulation to support the Kinect sensor for Xbox 360 optional and sold separately Put reallife swing ingame with Tiger Woods PGA Tour 13 as you experience revamped swing control tackle Tiger Woods legacy and compete against the worlds best players at The Masters,"[13, 14]",70.0,Missing,7.49,0.0,0.0,70.0,5.0,2.0
1331596800,487,Silent Hill: Downpour,"[9, 12]",Silent Hill Downpour is the eighth Silent Hill video game installment and the last fullyreleased video game in the series Just like its predecessors Downpour combines exploring abandoned surroundings talking to characters and solving puzzles set against a slow psychological horror theme Different from the previous game Silent Hill Shattered Memories is the return of combat The player often has to fight off monsters using a variety of weapons but he can carry only one melee and one ranged weapon who can deteriorate over time Entirely new to the series is the introduction of a weather system there is a full day and night cycle and rain often warns the player of danger that is approaching It is possible to hide until the weather becomes better again,[31],69.71137862957201,Murphy Pendleton a convicted prisoner has been incarcerated at Ryall State Prison after stealing a police cruiser Due to his history at the prison he is being transferred to nearby Wayside Maximum Security Penitentiary but a freak accident cuts the journey short Waking up in a forest next to the wrecked bus Murphy has a clear shot at freedom He makes his way into the sleepy town of Silent Hill where mysterious locals welcome him into a slowly developing personal hell,9.16,11.94,16.33,67.0,177.0,182.0
1332201600,36312,Brave,"[5, 6, 9, 12, 14, 20]",Brave invites players to run jump and battle their way through the rugged landscape of mythical and mysterious Scotland By using their wits and bravery gamers will also be able to wield a sword and bow and arrow to defeat fierce enemies break a magical curse and save a kingdom,[31],69.43048308374925,Missing,nan,nan,nan,nan,nan,nan
1332288000,10832,Sine Mora,"[6, 9, 12, 34, 39, 46, 72]",Sine Mora is a horizontal shootem up that provides a unique take on challenge where time is the ultimate factor Mixing classic shooter sensibilities with contemporary presentation Sine Mora is a gorgeous shmup that offers a Story Mode that weaves an overthetop tale and an Arcade Mode that provides deep satisfying gameplay to challenge fans of the genre With many ways to manipulate time Sine Mora features over 50 weapon combinations to complete each beautiful stage that form fits to the players skills with scaling difficulty Soundtrack composed by Akira Yamaoka and featuring boss designs by Mahiro Maeda,"[5, 32, 33]",69.06925952864354,Missing,2.64,2.99,3.4,70.0,104.0,135.0
1332201600,7122,Ninja Gaiden 3,"[9, 12]",Ninja Gaiden 3 is the first main entry in the modern Ninja Gaiden series not to be directed by former Team Ninja head Tomonobu Itagaki NG3 features new game mechanics a focus on consequence and 8player online modes,"[4, 25, 31]",68.74873968123504,Ryu is called upon by the Japanese SelfDefense Force to deal with a terrorist group led by the mysterious alchemist the Regent of the Mask who personally wanted the Dragon Ninja to come Upon encountering the alchemist at the Prime Ministers residence in London he curses Ryus right arm with the Grip of Murder which thrives on all the lives Ryu has taken causing the Dragon Sword to be absorbed into Ryus arm Later Ryu and JSDF member Mizuki McCloud watch as the Regent demands the immediate surrender by the nations of the world in seven days or face annihilation,7.2,8.75,10.0,60.0,42.0,34.0
1331078400,507,I Am Alive,"[6, 9, 12]",I Am Alive casts the player as a lone survivor in a believable dark and insecure postapocalyptic world,"[8, 31]",67.91129014867577,One year after the Event a worldwide cataclysmic event that wiped most of the human race a man struggles for survival in a desolate city as he tries to reunite with his long lost wife and daughter,5.33,6.27,7.85,66.0,253.0,310.0
1332806400,541,Ridge Racer Unbounded,"[6, 9, 12]",Ridge Racer Unbounded takes the Ridge Racer series in whole new direction by adding a dose of destruction to the familiar arcade gameplay,"[10, 13, 33]",64.84163407105231,Missing,7.84,13.88,18.36,60.0,27.0,33.0
1332201600,78452,Saints Row: The Third - The Trouble with Clones,"[6, 9, 12]",Help the Saints biggest fan Jimmy Torbitson stop his Saints clone from terrorizing the city by using the new Bee Gun and unlocking the true power in Saints Flow In the end maybe even save a lost friend in the process,[5],63.1555150829379,Missing,nan,nan,nan,nan,nan,nan
1330992000,6918,Blades of Time,"[6, 9, 12, 14, 130]",Ayumi the gorgeous gun and swordwielding treasure hunter sets out on a journey to an ancient island in search of new adventures While rich in bounty the island is also filled with the magic of Chaos being at the same time home to blood thirsty monsters,"[5, 12, 25, 31]",62.26851645951172,Ayumi the gorgeous gun and swordwielding treasure hunter sets out on a journey to an ancient island in search of new adventures While rich in bounty the island is also filled with the magic of Chaos being at the same time home to blood thirsty monsters With a host of colorful characters eyepopping visual appeal tons of treasure and a huge variety of combat skills to master Blades of Time will bring just as much fun and satisfaction both to gamers that are new to the action adventure genre and to experienced players,9.05,10.4,14.71,64.0,64.0,114.0
1331596800,5575,FIFA Street,"[9, 12]",FIFA Street is the most authentic street football game ever created developed by awardwinning FIFA creative director Gary Paterson and inspired by street footballers around the world,[14],60.49263310614671,Missing,9.96,10.36,15.89,72.0,41.0,14.0
1332201600,10485,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,"[6, 9, 12]",Journey to the distant island of Gallows End where the legendary pirate Dead Kel haunts the high seas  The legendary pirate Dead Kel and his Hanged Men have returned to haunt the seas of northern Amalur Embark on a journey to the distant island of Gallows End with the eccentric Captain Brattigan in an adventure that will uncover a secret so great that it has incited wars and toppled kingdoms Discover powerful new weapons and Twist of Fate Cards and use them to conquer the islands unique inhabitants Become the Lord of Gravehal Keep and lay claim to the once great fort standing upon the edge of a cliff in the most expansive player housing option yet In an extensive new story and a host of new side quests battle treacherous new enemies and face exciting new challenges on the mysterious island of Gallows End,"[12, 31]",60.10241288085482,Missing,nan,nan,nan,nan,nan,nan
1332201600,21600,Silent Hill HD Collection,"[9, 12]",Silent Hill HD Collection is a compilation of remastered ports of Silent Hill 2 and Silent Hill 3 The core play mechanics and story for all games remained mostly the same with some artistic changes in the remastered versions Both games have had a graphics overhaul to allow them to support modern 720p resolution on consoles as well as run at locked 30 frames per second They also feature an alternate voice dub as well as PlayStation Network Trophies and Xbox 360 Achievements Players have the option to switch between the original voice acting and the alternate voice acting for Silent Hill 2 while the redub is mandatory for Silent Hill 3 because it lacks the original voice acting,[31],60.07563869849227,Missing,14.28,14.57,23.08,70.0,45.0,28.0
1332201600,55072,Rush: A Disney Pixar Adventure,"[6, 12, 49]",Rush A Disney Pixar Adventure invites families and fans of all ages to experience the worlds of six beloved DisneyPixar films like never before Team up with characters from The Incredibles Ratatouille Up Cars Toy Story and Finding Dory to solve puzzles and uncover hidden secrets all remastered in 4K Ultra HD and HDR  You and your favorite Pixar character can interact on screen and play cooperatively to solve challenges Move from fastpaced puzzlesolving to moments of pulsepounding agility and speed,[31],54.12495351431759,Missing,2.8,4.44,9.17,54.0,28.0,39.0
1332201600,977,Resident Evil: Operation Raccoon City,"[6, 9, 12, 49, 169]",Resident Evil Operation Raccoon City is a thirdperson shooter and is a spinoff of the longrunning Resident Evil series Unlike the main games in the series it is less of a survival horror game and more of an actionpacked shooter The game includes twelve playable characters however the players can choose only four characters for the online modes Each team member has their own special role and abilities,"[5, 31]",52.73570897431129,Its September 1998 and Raccoon City is being consumed by Umbrellas deadly Tvirus outbreak With a cover up required Umbrella orders an elite squad into Raccoon City to destroy all evidence of the outbreak and eliminate any survivors Meanwhile the US Government has quarantined the city and dispatched its own team of elite SpecOps soldiers to track down the source of the mysterious outbreak,6.0,8.45,16.84,49.0,167.0,165.0
1332374400,222655,Devil May Cry 2,"[6, 9, 12, 48, 49, 130]",An HD remaster of Devil May Cry 2 first made available in Devil May Cry HD Collection  Devil May Cry 2 takes place many years after the first game This installment introduces the ability to run along walls the Rain Storm ability and others giving Dante even more freedom to defeat enemies in style You can also play as the new character Lucia who uses speed as a weapon against enemies as opposed to Dante who relies on power The bonus mode Bloody Palace also makes its first appearance here,"[25, 31]",49.48072281318559,Missing,5.07,6.96,18.75,47.0,648.0,531.0
