first_release_date,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1005782400,740,Halo: Combat Evolved,"[6, 11, 12, 14]",Bent on Humankinds extermination a powerful fellowship of alien races known as the Covenant is wiping out Earths fledgling interstellar empire Climb into the boots of Master Chief a biologically altered supersoldier as you and the other surviving defenders of a devastated colonyworld make a desperate attempt to lure the alien fleet away from earth Shot down and marooned on the ancient ringworld Halo you begin a guerillawar against the Covenant Fight for humanity against an alien onslaught as you race to uncover the mysteries of Halo,[5],83.94976651607885,After the fall of Reach The Pillar of Autumn the only surviving human ship makes a random slipspace jump away from the planet so as not to lead the Covenant to Earth When the Autumn drops out of slipspace they find themselves next to a large artificial ringworld A Covenant fleet hiding behind the adjacent planet engages the Autumn the biologically augmented supersoldier John 117 or the Master Chief is taken out of cryostasis He proceeds to the bridge while fighting hordes of boarding Covenant forces The Master Chief retrieves the shipboard AI Artificial Intelligence Cortana from the Captain of the vessel Captain Keyes The Chief and Cortana board an escape craft and begin to drop towards the surface of the ringworld The Chief is the only one in his escape pod to survive the impact and sneaks away from the crash site After gathering all the survivors from the Autumn the Chief makes an attack run on a Covenant ship in order to save Captain Keyes Keyes tells the Chief and Cortana that the Covenant call this world Halo Cortana realizes that it has,10.01,11.18,13.59,82.0,1038.0,684.0
1004918400,4176,SSX Tricky,"[8, 11, 21]",SSX Tricky is a snowboarding video game the second game in the SSX series published by EA Sports Big  developed by EA Canada The game was developed under the working title SSX 2,[14],81.23626956677393,Missing,11.38,21.35,43.83,84.0,83.0,36.0
1005782400,1389,Dead or Alive 3,[11],Dead or Alive 3 is the third installment in the popular fighting series Dead or Alive Dead or Alive 3 offers a host of new features including new characters lighting effects muscle and clothing movement interactive environments and more Players can choose from a variety of new and returning characters to engage in hours upon hours of frenzied fighting Up to four players can battle it out in multiplayer mode while singleplayer mode offers many expansive levels to explore,"[4, 33]",80.8918034053209,The hero ninja Ryu Hayabusa put a stop to the evil doings of Tengu but it was too late to stop him from triggering a massive worldwide collapse A dense cloud covered the entire planet in a shroud of darkness and fear DOATEC has gone astray turning into the hunting grounds for powerhungry scam artists  This is when DOATECs development department a fortress for stateoftheart military technology witnesses the success of a genius Following Project Alpha and Project Epsilon the ever ambitious scientist Dr Victor Donovan completes the Omega Project producing a new superhuman Genra The man who was once leader of the Hajin Mon ninja of the Mugen Tenshin clan is no longer human but a force of singular and unprecedented capabilities known as Omega To test the subject Omegas skills DOATEC announced the third Dead or Alive World Combat Championship,2.85,4.59,16.96,75.0,55.0,47.0
1005782400,3320,Project Gotham Racing,[11],Project Gotham Racing PGR is a racing game the first in its series developed by Bizarre Creations and published by Microsoft for the Xbox gaming console  The first title in the franchise Project Gotham Racing is an Xbox launch title that quickly became the second bestselling game for the console after Halo Combat Evolved PGR is a spiritual successor to the Sega Dreamcast game Metropolis Street Racer after Sega discontinued the hardware business and became a software based company PGR is as of July 12 2010 compatible with the Xbox 360 through a downloadable update,[10],79.73963038330527,Missing,7.15,10.07,0.0,68.0,20.0,10.0
1006128000,281,Return to Castle Wolfenstein,"[3, 6, 8, 11, 14]",Return to Castle Wolfenstein is a firstperson shooter and a reboot of Wolfenstein 3D The players arsenal includes among others a Luger MP 40 submachine gun Mauser rifle with sniper scope flamethrower dynamite and grenades The game also features a multiplayer component in which players are split into Axis and Allies sides with each a set of objectives to complete,[5],79.07374370839389,World War II rages and nations fall SS head Himmler has Hitlers full backing to twist science and the occult into an army capable of annihilating the Allies once and for all Battling alone youre on an intense mission to pierce the black heart of the Third Reich and stop Himmler or die trying,8.03,10.09,11.19,77.0,329.0,397.0
1005609600,1294,Tom Clancy's Ghost Recon,"[6, 8, 11, 14, 21]",The Red Army is back Now that Russias government has collapsed a hardline leader is bent on taking over the republics Enter Ghost Recon an advanced futuristic squad of US Army soldiers Unlike previous Rainbow Six games the setting is much more focused on the military instead of antiterrorist maneuvers Nextgeneration inventory and weapons will give players a glimpse into the real US Army Land Warrior program on which Ghost Recon is based,"[5, 13, 15, 24, 31]",74.81570085001832,Eastern Europe 2008 War has broken out on the borders of Russia and the fate of the world hangs in the balance Thats when the call goes out for the Ghosts an elite handful of specially trained Green Berets armed with the latest technology and trained to use the deadliest weapons Their mission Spearhead the way for a NATO peacekeeping force and keep the lid on the conflict before it mushrooms literally,11.84,12.47,13.75,73.0,64.0,44.0
1006128000,5484,Amped: Freestyle Snowboarding,[11],Rip the ultimate line on wideopen real mountains packed with challenges Whether you hit the cliffs grind fallen trees jib the rainbow tree rail or take the hidden paths you decide where and how you go down While you pull off insane tricks on rails kickers and half pipes remember to pose for roaming photographers and camera crews With enough exposure youll find your face on magazine covers and videos and even become an international media superstar,[14],70.08499938836292,Missing,20.0,20.0,20.0,81.0,10.0,4.0
1004918400,6149,Splashdown,"[8, 11]",Splashdown is a water racing video game for the Xbox and Sony PlayStation 2 It can be played by one or two players Splashdown is quite similar to Nintendos Wave Race series Players take control of a personal water craft as they race against each other on various courses Players must pass the correct side of buoys on the way or the personal water craft may stall as a penalty or they get splashed by a whales tail,"[10, 14]",70.0018612731108,Missing,6.38,8.17,0.0,70.0,4.0,4.0
1005782400,1001,Oddworld: Munch's Oddysee,"[6, 11, 14, 34, 39, 130]",Oddworld Munchs Oddysee is set in the fictional Oddworld universe and take place after those of Abes Exoddus The player controls Munch as well as Abe the hero of the previous Oddworld games Abes abilities havent changed much since the last installment as before GameSpeak must be used to communicate with other creatures leading them to safety His fellow Mudokons can now be ordered to attack enemies Abe can also grab and toss Mudokons or Munch to lead them to area they cannot access otherwise Possessing enemies also comes into play and is needed to solve many of the puzzles Possession abilities can now be used to ignite quarrels between enemies and make them fight each other  The player can change between Abe and Munch instantly throughout most of the game Munch brings on the table new abilities of his own he can use his sonar to control or immobilize specific creatures as well as swim Another new addition is the possibility to use vending machines which sell various items that enhance the abilities of the protagonists At certain points Abe and Munch can also remotecontrol mechanical creatures,"[8, 9, 15, 31]",69.41399808230605,Munch is the last surviving Gabbit living on Oddworld after their poaching to the verge of extinction And now the greedy vile Vykkers Labs have big plans for their fortune and glory through his doom Meanwhile veteran Oddworld saviour and outlaw Abe learns he needs Munchs help to save his species from industrial atrocity and vice versa In an all new 3D oriented world using familiar gameplay travelling through military bases factories and the natural world the two must work together and succeed together to lead the oppressed natives to freedom decommissioning local police forces and shutting down industrial pollution in order to return balance to Oddworld,11.64,14.47,18.27,63.0,77.0,51.0
1005609600,1643,James Bond 007: Agent Under Fire,"[8, 11, 21]",James Bond 007 Agent Under Fire is the first James Bond game to appear on the PlayStation 2 GameCube and Xbox The game casts the player as the legendary James Bond who must accomplish missions throughout different areas of the world Bond is sent on a mission rescue Zoe Nightshade a CIA agent in the hands of Nigel Bloch Nigel Bloch is the CEO of Identicon a section of a highly successful industry company known as Malprave industries Bond is also tasked to retrieve the set of DNA samples that are in Identicons hands So James Bond sets off on another adventure  The game combines three game modes into one package firstpersonshooter which is what most of the missions are a railshooter where the player only controls firing and a driving game where the player drives one of the many Bond cars Numerous weapons have been added to the series along with some fictional weapons like the Photon cannon and the 5way grenade launcher The player can utilize a wide array of gadgets and weapons like the QClaw QDecoder and Bonds trusty Walther handgun There is a large variety of missions and Bond can go through most missions with weapons or take a stealthy approach The player is also rated in each level based on score and difficulty level and can unlock new features for both single and multiplayer,[5],63.63211654737181,Missing,5.26,6.63,14.27,65.0,95.0,56.0
1005782400,5842,Fuzion Frenzy,"[11, 12]",Fuzion Frenzy is a launch title for the Microsoft Xbox At its core Fuzion Frenzy is a fourplayer party game featuring 45 different minigames not including the titular Fuzion Frenzy A demo of the game was included with some other launch titles in the US including Halo Munchs Oddysee the first Project Gotham Racing game and Amped The title was among the first to be released as a part of the Xbox Originals program  A sequel was later released for the Xbox 360 entitled Fuzion Frenzy 2,[33],61.89884993060951,Missing,3.79,14.5,0.0,69.0,19.0,9.0
1006128000,2842,The Simpsons: Road Rage,"[8, 11, 21]",The Simpsons Road Rage is similar to Segas 1999 video game Crazy Taxi in that the main objective is to drive picked up passengers to their destinations as quickly as possible The player receives money upon successfully dropping off each passenger and bonuses are obtained when they are transported in a short amount of time Players have to avoid certain hurdles such as other vehicles and Burns nuclear transit buses  The game contains sixteen different collectible vehicles six starting locations and ten different missions In order to collect the vehicles and unlock starting locations players must earn progressively more money for each vehicle or starting location they want to get,[10],61.77991211701195,Mr Burns has taken over Springfields transit company and replaced the buses with nuclear powered buses not only that but they also cost a lot to ride But the people of Springfield wont accept this and decide to try to take back the transit company from the evil corporate hands of C Montgomery Burns,nan,nan,nan,nan,nan,nan
1005782400,3852,Cel Damage,"[8, 11, 21]",Imagine a world where toons rule the road and the demolition derby is a way of life In Cel Damage the worlds toughest toons face off against each other in soupedup weaponladen vehicles to outmaneuver outrace and outsmack each other for personal glory These gaspowered gladiators battle it out in highly interactive cartoon environments where they can roam freely discover hidden areas interact with set gag pieces such as the 100 ton weight perform stunts and whack the heck out of their opponents And with a host of wild weapons such as giant boxing gloves and baseball bats at their disposal these toons with attitude take part in vehicular combat as it has never been seen before,"[4, 5, 10]",60.51089220167812,Missing,4.01,4.99,5.11,64.0,31.0,26.0
1004659200,3983,Lotus Challenge,"[6, 8, 11, 21]",Racing game featuring 37 cars licensed by Englands prestigious manufacturer from vintage roadsters to hightech concept cars designed by Lotus Engineers exclusively for the game Players compete on 15 race tracks ranging from highly detailed realworld city locations to exhilarating custom circuits and speedways The game features five modes In addition to standard racing challenges Lotus Challenge there is also an innovative Story mode requiring the player to perform a variety of stunts missions and challenges  weaving through oncoming traffic to escape the paparazzi hillclimbs on treacherous snowy alpine tracks being filmed jumping lines of school buses for adverts and many others The GameCube version previously referred to as Lotus Extreme is based on the Motor Trendlicensed game of the same name on Xbox,"[10, 13]",45.0,Missing,2.68,4.0,5.0,45.0,2.0,4.0
1005523200,3869,Dark Summit,"[8, 11, 21]",Snowboarders have never felt welcome on Mt Garrick a once quiet and peaceful ski resort Chief O Leary the resident ranger has led the charge against boarders and limited their access to certain sections of the mountain But the situation has progressed Chief OLeary has mysteriously closed the summit to all boarders and is trying desperately to drive them off the mountain   Shred jib and stomp sick tricks in the first,[14],40.0,Missing,5.03,5.07,5.18,55.0,6.0,6.0
