,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
15,23264,Gears of War 2: Dark Corners,[12],The Dark Corners Multiplayer Map Pack is a downloadable content pack DLC for the 2008 game Gears of War 2 It includes   A bonus deleted singleplayer chapter Road to Ruin where players can choose between completing the scene guns blazing or stealthily  Additional achievements for 325 gamerpoints  Seven new multiplayer maps War Machine Allfathers Garden Highway Memorial Nowhere Way Station and Sanctuary,[5],Missing,Missing,,,,,,
16,23014,Resident Evil 5: Versus,"[9, 12]",Versus Mode is a downloadable content for Resident Evil 5 which adds a new upto4player online mode with ability to control Chris Jill Sheva and Wesker,"[5, 31]",Missing,Missing,,,,,,
17,21768,Polar Panic,"[9, 12]",Multiplatform action puzzle game about a block pushing polar bear Also known as Arctic Adventures,[9],Missing,Missing,3.57,0.0,0.0,70.0,1.0,1.0
18,6172,0 Day Attack on Earth,[12],Earth is under attack by massive creatures from outer space With a huge arsenal of heavypower artillery at your disposal climb into your fighter jet and wage fierce battles against these gruesome aggressors 0 Day Attack on Earth gives you full range of motion and attack while you engage in air strikes over realworld cities such as Tokyo New York and Paris Team up with or battle against players from around the world in online coop Only you can save Earth from complete annihilation,[5],Missing,Missing,1.61,0.0,0.0,50.0,1.0,1.0
19,5490,Arcana Heart 3,"[9, 12, 52]",In Arcana Heart 3 chaos is erupting in Japan Planar rifts are appearing in various locations around the country and it is suspected that the Drexler Institute a player in the Great War many years ago and creator of the Divine Celestial Weapon is involved There is a rumor circulating that if one gets their hands on a celestial stone from a rift their wishes will be granted Their power draws many young women to search for them either to seal them away or in hopes that the rumors are true Each has their own reasons for the hunt and they wont allow anyone stand in their way enemyor friend alike,[4],Missing,Missing,0.74,5.38,11.83,68.0,12.0,10.0
20,9543,"Zero Escape: Nine Hours, Nine Persons, Nine Doors","[6, 20, 46, 48, 49]",The first game in the Zero Escape series originally made as a standalone title Nine Hours Nine Persons Nine Doors The Zero Escape rebranding and alternative cover of the game were released around the time of the Sequel Zero Escape Virtues Last Reward  The game is a murder mystery visual novel with a heavy story focus that requires multiple playthroughs to figure out and involves puzzle rooms used to progress through the story with dialogue choices to be made inbetween them  The iOS version of the game removed the puzzle rooms to focus more on the visual novel aspects of the game The puzzle rooms are replaced with narration of the events that take place instead The iOS version of the game also has an exclusive ending,"[2, 9, 31, 34]",83.51780461393689,From somewhere far away Junpei could hear the sound of metal squeaking  He felt his stomach tighten There were a thousand things the sound could have been but none of the things he could think of were good In an attempt to distract himself Junpei looked around the room once more  Set in the wall directly in front of him was a slightly dirty iron door  The first thing Junpei noticed about the door was the number roughly emblazoned across it  On the surface of the door in red paint someone had written 5,,,,,,
21,2035,Angry Birds,"[6, 9, 12, 14, 34, 38, 39]",The survival of the Angry Birds is at stake Dish out revenge on the Bad Piggies who stole the Birds eggs by using the unique destructive powers of the Angry Birds to lay waste to the pigs defences Angry Birds features hours of gameplay challenging physicsbased castle demolition and lots of replay value Use logic skill and brute force to crush the enemy,"[9, 15, 32, 33]",74.40827675503101,Missing,6.9,13.88,14.88,68.0,136.0,46.0
22,389,Final Fantasy XIII,"[6, 9, 12]",As a deepening crisis threatens to plunge the floating world of Cocoon into chaos a band of unsuspecting strangers find themselves branded enemies of the state With the panicking population baying for their blood and the military all too happy to oblige they have no choice but to run for their lives Join them on a desperate quest to challenge the forces controlling their fate and prevent untold destruction  Featuring an unforgettable storyline a battle system blending action and strategy cuttingedge visuals and aweinspiring cinematic sequences FINAL FANTASY XIII delivers the next step in the evolution of gaming,"[12, 31]",72.22809799153916,Missing,48.09,61.37,105.2,72.0,1506.0,2107.0
23,3171,The Saboteur,"[6, 9, 12]",Experience the ultimate openworld actionadventure as The Saboteur Fight climb and race your way through a uniquely stylized version of Nazioccupied France and hunt down your sworn enemies who have taken everything from you Enter the seedy underground world of a saboteur living in 1940s Paris where the women are sexy the missions are epic and the revenge is satisfying,"[5, 12, 24, 31]",71.78841173454823,Play as Sean Devlin a streettough Irish racing mechanic seeking personal redemption in the first openworld action game set in Nazioccupied Europe Now its time for payback  with the help of the French Resistance British intelligence an arsenal of weaponry and your own street smarts and brawn you must exact revenge on those who aimed to destroy your life Motivated by retribution and armed with tactics of sabotage blow up zeppelins derail trains implode bridges destroy armored tanks and level enemy facilities in the name of vengeance,10.96,19.32,41.72,74.0,232.0,263.0
24,9964,Alien Breed: Impact,"[3, 6, 9, 12]",Alien Breed Impact is an explosive science fiction arcadeshooter that resurrects a much revered franchise with an epic story swarms of highly intelligent alien enemies highimpact weapons highly detailed and rich environments all implemented with superb technology in a stateoftheart gaming experience In addition to the thrilling singleplayer campaign mode the game also offers a relentless actionpacked online twoplayer cooperative battle mode,"[5, 33]",67.13518224907156,Missing,5.69,6.73,9.32,58.0,71.0,132.0
25,2675,Guitar Hero: Van Halen,"[5, 8, 9, 12]",Guitar Hero Van Halen lets you stand in the shoes of this Rock and Roll Hall of Fame band as you perform 25 epic Van Halen tracks three signature Eddie Van Halen solos and 19 guest act tracks Get the crowd roaring with your arena rock stylings on Van Halen hits like Jump Hot for Teacher Aint Talkin Bout Love and Dance the Night Away as well as songs like Billy Idols White Wedding Foo Fighters Best of You and Blink182s First Date Experience the excitement of playing as this ultimate party band as you rock out to dozens of enduring hits and prove you have the talent and the style to live up to the Van Halen legend,[7],60.45961357938139,Missing,4.13,16.98,69.73,66.0,36.0,19.0
26,10442,Ion Assault,"[6, 12]",In Ion Assault players wield thousands of Ion Particles to blast fry and disrupt anything on screen as you see fit By centering its gameplay around its unique fluid and particle physics system Ion Assault adds a twist to arcade style space shooters  Utilizing its dynamic level intensity Ion Assault is both accessible for the beginner as well as challenging for the skilled gamer The faster you destroy obstacles the more enemies the game will throw at you so play it safe and clear one obstacle at a time or go crazy and see how many enemies the game can throw at you for a maximum score,"[5, 32, 33]",60.0,Missing,2.22,5.75,9.0,62.0,5.0,15.0
27,13914,Borderlands: Mad Moxxi's Underdome Riot,"[6, 9, 12, 14]",Mad Moxxis Underdome Riot is DLC for Borderlands,"[5, 12]",53.3918038340926,Missing,,,,,,
