genres,id,name,platforms,rating,summary,storyline
"[13, 15, 32]",120720,Hundred Days,"[6, 14, 39, 48, 130, 167, 169, 170]",59.97146429640932,Winemaking could be your best adventure Make the best wine interacting with soil and nature and take your winery to the top Your beautiful journey into the winemaking tradition starts now,Missing
"[5, 12, 31, 32]",112665,The Walking Zombie 2,"[6, 34, 48, 49, 130, 167, 169]",59.96894409937888,Zombie singleplayer shooter in modern polygon graphics with rich RPG elements,Missing
[12],5839,Forgotten Realms: Demon Stone,"[6, 8, 11]",59.96672599241662,Centuries ago two unspeakably evil forces were entrapped in a Demon Stone while battling each other Now three adventurers happen to meet by chance and discover the Demon Stone just as it breaks and releases the two spirits a Githyanki general and a Slaad lord Now only these three can prevent a war that will sweep over all Faerun Forgotten Realms Demon Stone is an action RPG set in the world of Dungeons  Dragons Forgotten Realms Take control of three heroes Rannek the fighter Illius the sorcerer and Zhai the rogue as they try to destroy the evil unleashed by the breaking of the Demon Stone The player only controls one character at a time but can switch between them on the fly with the direction pad Each character has hisher own attack and can perform combos by pressing certain button combinations eg B  B or A  B  A and even perform team attacks and a team super attack As they gain experience they will gain levels and can purchase new moves combos or upgrade old ones with experience points They also collect gold with which they purchase new weapons armor and accessories at the end of each chapter,Missing
"[13, 14]",125479,AO Tennis 2,"[6, 48, 49, 130]",59.96399962162168,Released to coincide with the Australian Open the first major tennis tournament of the year AO Tennis 2 offers an unprecedented level of depth and an extensive range of customization options for a tailormade gameplay experience In the brandnew narrativedriven career mode youll be able to dominate the court build your reputation climb to the top and become a Tennis legend,Missing
"[8, 31, 32, 33]",20026,Extreme Exorcism,"[6, 9, 14, 41, 48, 49]",59.96380881068264,Extreme Exorcism is a paranormal platformer where every move you make comes back to haunt you,Missing
[31],138031,Aragami 2,"[6, 48, 49, 130, 167, 169]",59.96352679406347,Aragami 2 is a third person stealth game where you play as an assassin with the power to control the shadows Join the shadow clan and fight the invider armies to protect your people,Missing
[10],10626,Hot Wheels World Race,"[6, 8, 21]",59.96245457002974,In Hot Wheels Highway 35 World Race racing is taken to a new level as players are thrust into the unique futuristic Hot Wheels fantasy world where life revolves around the most intense stunt racing ever imagined Players race against the clock on extreme tracks featuring splitmultilevel courses obstacles and speeds unlike anything ever experienced before Players will be able to pulloff wild gravitydefying stunts speed through huge loops drive up walls find hidden shortcuts or simply just race opponents through volcanoes ice mountains and more The game lets players choose from authentic Hot Wheels cars,Missing
[31],9515,Echo Night: Beyond,[8],59.96028606444207,Echo Night Beyond known in Japan as Nebula Echo Night is a survival horror adventure video game The game tells a science fiction ghost story set in the nottoodistant future Players take the role of a newlywed off for a honeymoon on the moon The vessel crashes before reaching its lunar resort destination however separating the justmarried couple and leaving the hero alone at an abandoned research base Players explore the station from a firstperson perspective inside a spacesuit In addition to the many spiritual anomalies that haunt the forgotten station strange lunar lighting and relative weightlessness add to the atmosphere of the games environments,Missing
"[5, 31, 32, 33]",33864,FullBlast,"[6, 14, 41, 46, 48, 49, 130]",59.95726682575685,Blast your way through waves of alien invaders in this retro style shooter with modern visuals Collect power ups destroy the enemy ships and defeat the mega bosses in 12 action packed levels On your own or with a friend in local coop mode,Missing
"[4, 25]",2820,The Grim Adventures of Billy & Mandy,"[5, 8, 21]",59.95721683246347,The Grim Adventures of Billy  Mandy pits the characters from the popular Cartoon Network television show against each other in an adventurefighting game filled with mayhem and chaos In Battle Mode players can use a multitude of weapons in destructible arenas like the Desert of Doom and the Underworld Players also have the option to play on their own or with a friend in Adventure Mode a series of storybased missions where players can unlock new weapons and new playable characters,Missing
"[4, 33]",4514,Art of Fighting,"[5, 6, 9, 19, 29, 38, 46, 48, 49, 52, 58, 79, 80, 130, 136, 150]",59.95561885685703,This fighting game began the story of the Sakazaki family and Robert Garcia Yuri Sakazaki has been abducted by Mr Big to punish her father Takuma and her brother Ryo To rescue her Ryo and Robert must take on numerous enemies around South Town eventually reaching the mysterious Mr Karate The passion of the games creators is evident in the unique game play elements introduced These include an energy gauge that is depleted every time a fighter uses a special maneuver Desperation Attacks that are usable only when a fighters health is low and camera zooming that adjusts on the fly as fighters move around the stage All these features ensure that players use strategy and tactics rather than simply mash buttons Adding to the mix are little touches such as characters showing cuts when they are injured and voiceover samples during cut scenes Can you perfect the art of fighting and save Yuri,Missing
"[13, 31, 32]",141088,Five Dates,"[6, 14, 48, 49, 130, 167]",59.95525964281754,Five Dates is an exploration of the unpredictable modern online dating experience A live action romantic comedy with 5 potential matches and over 7 hours of filmed footage,Vinny a millennial from London joins a dating app for the first time while living in lockdown during the coronavirus pandemic With five potential female matches Vinny must pluck up courage to video date with wildly different personalities starring Mandip Gill Doctor Who and Georgia Hirst Vikings  The viewers choices will define Vinnys interactions with each date and their interest in seeing him again Amidst a branching multidirectional chain of conversation topics and deepdive questions Vinny is faced with digital game dates awkward scenarios and unexpected truths
"[31, 34]",11637,XBlaze Lost: Memories,"[6, 9, 46]",59.95362227881443,XBlaze Lost Memories is a visualnovel game based in the BlazBlue universe and the sequel to XBlaze Code Embryo Play as the enigmatic pinkhaired protagonist as she navigates through a weird and wondrous alternate reality with the help of the mysterious girl Nobody in order to save her sister who disappeared into this unknown world While there she is tasked with finding Memory Fragments crystallized memories that not only serve as keys that will help her move on and find her sister but also uncover the identity and story of the person those memories belong to,Magisters City Ishana  The protagonist Me lives on the outskirts of the city of Ishana with her little sister in idyllic peace However that peace is shattered when Mes sister disappears without a trace  As panic begins to take a hold Me starts running through increasingly more horrible scenarios in her mind Was she kidnapped Or is that man somehow behind it all That man being their father who performed dangerous experiments on his wife and eldest daughter without any explanation of his actions Rushing to her fathers workshop only served to confirm her fears as the same strange azure light that appeared when her mother died once again was leaking through the cracks of the door  After a single deep breath Me opens the door and then  wakes up without her memories in the Phantom Field a strange parallel world inhabited by a single person the mysterious girl Nobody It is from this point that the protagonist begins her quest to find her sister her memories and uncover the origin of the Phantom Field  Who is Nobody  What is the Phantom Field  A new story of the Azure will be uncovered
[31],204460,The Lord of the Rings: Return to Moria,"[6, 167, 169]",59.95204353816429,The only survival crafting game set in the Fourth Age of Middleearth the iconic fantasy world created by JRR Tolkien,The Lord of the Rings Return to Moria follows the Dwarves as they embark on a new adventure to reclaim their legendary home of Moria beneath the Misty Mountains Players will join forces to survive craft build and explore the iconic sprawling mines Courageous expeditioners will need to be vigilant as mysterious dangers await
[4],1617,Mortal Kombat vs. DC Universe,"[9, 12]",59.9457784616425,In this arcadestyle fighting game both DC and Mortal Kombat universes are represented by 10 champions each and one boss character for a total of 22 fighters Play is similar to the 2D Mortal Kombat games with some 3D elements focusing more on the special move aspect than the complex combos found in the previous three games Deadly Alliance Deception Armageddon  As with any Mortal Kombat game Fatalities are still present for the Kombatants and villains though slightly toned down to meet the DC standards of heroes such as Superman and Batman keeping to their moral code and not killing their opponent As a result the DC heroes perform Heroic Brutalities which effectively put their opponent out of commission,After Shao Kahns invasion of Earthrealm is halted by Raidens forces of light Raiden blasts and sends Kahn through a portal At exactly the same time on Earth Superman stops Darkseids Apokoliptian invasion by blasting Darkseid with his heat vision as he enters a boom tube These acts do not destroy either of them but merge them into Dark Kahn and causes the DC and Mortal Kombat universes to merge As this happens the characters abilities fluctuate causing violent rage outbreaks that are actually the feelings of Dark Kahn being infused in the characters from afar With each world thinking that the other is responsible for the merger they fight each other until only one fighter from each side remains
"[5, 24, 31]",23383,Far Cry 4: Valley of The Yetis,"[6, 9, 12, 48, 49]",59.94232604135682,Lost in an unforgiving Himalayan ridge after a helicopter crash explore the frozen landscape to find tools upgrade your camp and protect it from a dangerous cult when night falls In these new missions featuring single player and coop action you will never be alone as the yetis await their prey,Missing
[13],22191,Wonderbook: Book of Spells,[9],59.94198119694229,Book of Spells or Wonderbook Book of Spells is an augmented reality video game developed in conjunction with J K Rowling as a companion to the Harry Potter series It was introduced at the Electronic Entertainment Expo in June 2012 and is the first release for the Wonderbook It is based on Book of Spells a fictional book by Miranda Goshawk released about 200 years from the event date,Missing
[14],26405,3on3 Freestyle,"[6, 48, 49]",59.9382317593099,Welcome to one of the most vibrant diverse exciting and competitive but unifying sports in the world  street basketball Pick your player from a pool of customdesigned oneofakind characters based on reallife street basketball players team up with your friends online or inperson and hit the court to play authentic fastpaced 3 on 3 street basketball realtime matches against live opponents in settings inspired by the worlds mostrevered street basketball venues Once the ball is tipped you can take on opponents with the signature jawdropping basketball tricks each character possesses link up with your teammates for soaring alleyoops and nolook passes and create your own style which turns you into a street basketball legend,Missing
"[15, 33]",204621,Minecraft: Legends,"[6, 48, 49, 130, 167, 169]",59.93757896393788,Learn the story of Minecraft Legends and explore its new yet familiar world while experiencing the Minecraft Universe in an exciting new way in this new action strategy game,Missing
[31],6950,The Cursed Crusade,"[6, 9, 12]",59.93749995887089,Unleash over 90 brutal combos and master the deep combat system Use the curse to your advantage against enemies and obstacles Play alone or with another online with 2 player coop,The end of the twelfth century draws near Six years after the Third Crusade led by King Richard the Lionheart Pope Innocent III sounds the call for another invasion of Jerusalem While the High Barons gather their strength of arms Denz de Bayle a young Templar robbed of his birthright by his uncle boldly throws himself into the chaos of the new crusade
"[5, 32, 33]",3224,Loadout,"[6, 48]",59.93602845242037,Loadout is an outrageous new multiplayer shooter thats all about the guns baby Build a massive variety of absolutely insane weaponry  billions of combinations  totally customized totally unique and totally deadly  Our robust and modular Weaponcrafting system allows players to make their own weapons from a wide variety of weapon parts and then modify their entire arsenal to suit their play style There are no defined classes in Loadout You define your own class through the weapons you create  Loadout is also loaded with overthetop comedic violence stylish character models and crazy player animations We aim to add a fresh new look to the shooter experience that gives players a fulladrenaline rush that is totally different from the vast array of modern combat titles From our hilariously gory damage system to our wacky character customizations Loadout will appeal to the lunatic in us all But dont let the demented humor fool you At its core Loadout is a fastpaced shooter thats easy to learn but hard to master,Missing
[4],43345,Saint Seiya: The Sanctuary,[8],59.93498089294383,Based on the popular anime series of the same name Saint Seiya Chapter Sanctuary brings the legendary conflict between the Knights of Athena and the Knights of Ares home to the PlayStation 2 Battling over the Golden Cloth of Sagittarius more than 20 different fighters square off against one another across several different modes including those of the Story Versus and Practice variety As an added bonus several of the shows most memorable moments have been recreated using the latest in CG cinematics as well with licensed voiceovers specifically rerecorded for the videogame version of the story Available only in Japan,Missing
"[8, 15, 31]",6364,LittleBigPlanet: Sackboy's Prehistoric Moves,[9],59.9290189294334,Sackboys Prehistoric Moves is a LittleBigPlanet spinoff which can be played with two to five players and requires a PlayStation Move controller and a PlayStation Eye Camera One player uses the PlayStation Move motion controller as a pointing device to manipulate the environment by triggering switches and moving platforms while the others play using a gamepad to control Sackboy in the usual way,Missing
"[5, 8, 10, 32, 33]",21993,Seum: Speedrunners from Hell,"[3, 6, 14, 48, 49]",59.9265332829973,Seum Speedrunners from Hell is competitive heavy metal firstperson platformer Slice every last millisecond as you race and blast your way through deadly arenas Teleport jump fly and bounce in a hundred merciless and fast paced maps for the ultimate prize Your soul and beer,Missing
"[5, 31, 32]",18930,Tokyo 42,"[6, 48, 49]",59.92485271131417,Set in a future Tokyo the game will see you become an assassin and uncover a dark conspiracy that will affect everyone,Missing
"[8, 9, 31, 32]",19850,Lumo,"[3, 6, 14, 46, 48, 49, 130]",59.92286279326166,Witness the rebirth of a genre in Lumo  a classic isometric adventure with a modern twist for gamers young and old alike,Missing
[5],4011,50 Cent: Bulletproof,"[8, 11, 38]",59.91775381138575,50 Cent Bulletproof is a video game for the PlayStation 2 and Xbox consoles 50 Cent Bulletproof was reworked into a PlayStation Portable version and titled 50 Cent Bulletproof G Unit Edition with a topdown perspective A sequel 50 Cent Blood on the Sand was released on February 24 2009 for PlayStation 3 and Xbox 360 The story revolves around protagonist hip hop musician 50 Cents search for vengeance against the hitmen who attempted to murder him The game features members of the GUnit rap crew as a gang Dr Dre plays an arms dealer Eminem plays a corrupt police officer and DJ Whoo Kid plays himself as a person selling bootlegged music of the GUnit camp out of his trunk A soundtrack album titled Bulletproof was released by DJ Red Heats Shadyville Entertainment It won Best Original Song in the 2005 Spike TV Video Game Awards,You are the rapper 50 Cent in the streets of New York You receive a urgent page for one of your old cell mates KDog which leads you into a ambush where 50 Cent gets shot nine times and is left to die After 50 survives you are back out in the streets sneaking for revenge 50 gets caught up in a underground world working along side with GUnit soldiers Lloyd Banks Young Buck and Tony Yayo You go through the game dealing with shady deals and people while taking on the most dangerous crime organization in all of New York City 50 puts in work to uncover the truth behind the international conspiracy that is being fueled by the streets
"[25, 31]",112674,The LEGO Movie 2 Videogame,"[6, 14, 48, 49, 130]",59.91627716191783,The alien monster invaders have left Bricksburg in ruins It is now up to Emmet and a host of heroic characters to go beyond their world and save their friends from the strange inhabitants of the Systar System Players can journey into outer space discover new worlds and test their Master Building skills,Missing
"[12, 31]",28010,God Eater 3,"[6, 48, 130]",59.91571875677346,All of sudden unknown life forms called Oracle cells begin their uncontrolled consumption of all life on Earth Their ravenous appetite devour and remarkable adaptability earn them first dread then awe and finally the name Aragami In the face of an enemy completely immune to conventional weapons urban civilization collapses and each day humanity is driven further and further toward extinction  One single ray of hope remains for humanity Following the development of God Arcsliving weapons which incorporate Oracle cellstheir wielders the God Eaters appear In a world ravaged by mad gods these God Eaters fight a desperate war  Create your character and fight for the survival of humankind in GOD EATER 3 Select your weapon from a wide range of God Arcs and face brand new Aragamis in dynamic highspeed battles Explore devastated areas you have never seen in the previous GOD EATER games,Missing
"[4, 33]",81146,SNK Heroines: Tag Team Frenzy,"[6, 48, 130]",59.90805768644638,Play as iconic heroines from SNKs history in a new twoontwo tagteam fighting game Players can activate a variety of Special Moves with the press of a button and make use of special items to turn the tide of battle One of the competitors will be Yuri Sakazaki from ACA NEOGEO Art of Fighting 2 which launches today in Nintendo eShop on Nintendo Switch SNK HEROINES Tag Team Frenzy launches on Nintendo Switch this summer,Missing
"[9, 31, 32]",8510,Road Not Taken,"[6, 14, 48]",59.90624165980111,Road Not Taken is a roguelike puzzle game about surviving lifes surprises You play as a ranger adventuring through a vast unforgiving forest in the aftermath of a brutal winter storm rescuing children who have lost their way Randomly generated levels deliver a limitless supply of possibilities to explore and challenges to overcome Your actions will influence not only your own story but that of the villagers you hope to befriend and the town you call home,Missing
"[10, 33]",8186,LittleBigPlanet Karting,[9],59.89251089922004,Give full throttle to your imagination and join Sackboy and Sackgirl on the starting grid for a kart racing adventure like no other Fire up your engines jump behind the steering wheel and take on your friends and foes in breathtakingly unpredictable battles through an everchanging world of content Are you ready  LittleBigPlanet Karting combines the excitement and fun of a racing game with the ability to create any race you can imagine Take advantage of simple and powerful creation tools to easily build your own tracks design unique powerups or customise your karts Want to race a boxing glove through a land made of cheese And then fire pizzas from your kart You got it Just watch out for those skull shaped hovercrafts And flaming snakes And whatever else is out there  Battle your friends online via PlayStation Network or in the same room using the splitscreen mode complete challenges or dive into the community to discover new playercreated courses No two tracks are ever the same so you will never run out of new places to do battle Race the unexpected and leave the real world in the dust,The game takes place immediately after the events of LittleBigPlanet 2 The Story Mode features Sackboy racing against The Hoard who are planning to steal the Craftverses prizes for no reason other than to hoard them Players begin the story mode by hopping into a cart which had been crashed by a member of The Hoard and takes off after them to reclaim the stolen prizes Sackboy races through many places ransacked by the hoard The Sackbots aid him in his quest  The adventure begins with the Queen asking Sackboy to clear the Hoard from LittleBigPlanet Afterward Sackboy travels to a tropical beachlike planet called Monster Islands where a local named Ray the Turtle asks for help locating the legendary Huge Monster By the time they find her they discover that the Hoard have stolen her egg so Sackboy must take it back The Hoard also attempt to steal brainergy and pastries from Victorias Laboratory now a separate planet
[12],28080,Marvel Heroes Omega,"[6, 14, 48, 49]",59.88383101603304,Marvel Heroes Omega assembles one of the largest gatherings of iconic Super Heroes Super Villains and locations from the Marvel Universe in gaming history for PlayStation 4 Xbox One PC and Mac  Set in the iconic Marvel Universe Marvel Heroes Omega combines the core gameplay style of Action RPGs and MMOs with the expansive library of heroes from the Marvel Universe In the game players can collect and play as their favorite Marvel Super Heroes including Iron Man Thor Wolverine Hulk SpiderMan Captain America and many others  Team up with friends and try to stop Doctor Doom from devastating the world with the power of the Cosmic Cube in a story written by Marvel comic superscribe Brian Michael Bendis,Missing
Missing,93498,Welcome Park,[46],59.88207117583912,Welcome Park comes preloaded on the Playstation Vita with a suite of minigames Each of the five games is designed to give users practice with one of the Vitas interface methods the touchscreen and touch panel the mic the camera and the gyroscopeaccelerometer,Missing
"[5, 12, 31, 32]",107318,Rebel Galaxy Outlaw,"[6, 48, 49, 130]",59.87935187635002,Rebel Galaxy Outlaw is an openworld space combat adventure game spread across the nearly 40 systems of the Dodge Sector Play as a mercenary a trader a pirate or whatever mix of the three you feel fits you best With an engaging storyline and a full conversation system you can follow the narrative or ignore it and forge your own path at any time,Out of cash out of luck out on the fringe Juno Markev has a killer to tail a debt to pay and more trouble headed her way In the Dodge Sector its hard to get by  and even harder to get even
"[13, 15, 31, 32]",11709,60 Seconds!,"[6, 14, 34, 48, 49, 130]",59.87386169523592,As Ted a responsible citizen and a family man you are faced with a slight disturbance to your happy suburban lifestyle THE NUCLEAR APOCALYPSE  With only 60 seconds left to impact guide Ted in a mad intense and action packed dash through his house in search of his family and useful supplies Everything will be against you  time your very own furniture the house thats different every time you play and the fundamental question  what to take with you and who to leave behind  Reaching the fallout shelter in time and alive is only the beginning Whatever you scavenged and whoever you saved will play a vital role in your survival Each survival story will be different with every day surprising you with unexpected events Will all of these stories end well Its up to you Ration food and water make best use of your supplies face difficult choices and even venture into the wasteland,Missing
Missing,22866,Frobisher Says,[46],59.86594457042482,Frobisher Says is a surreal party game where players must obey the whims of a strange little man called Frobisher who is terribly spoilt and entirely used to getting his own way,Missing
"[12, 13, 31, 32]",56470,Pine,"[3, 6, 14, 48, 130]",59.86510444769907,Pine is an openworld action adventure simulation game Players are dropped in an everevolving world in which AI organisms have lives goals and quests of their own Species trade and fight with each other while the player learns about ways to influence the simulation and shape their story through the different biomes of Albamare Take the role of Hue a scared but brave adolescent belonging to one of the last remaining human tribes on the island of Albamare fighting for the survival of their species Find your way to a new home to thrive and survive as a species,Missing
"[10, 13, 14]",67625,MX vs. ATV All Out,"[6, 48, 49, 130]",59.8630876913959,All Terrain All Vehicles All You MX vs ATV All Out is the complete offroad racing and lifestyle experience Find your Rider Style at your private compound Free Ride across massive environments and compete in the best series events,Missing
[9],13779,Lemmings 3D,"[7, 13, 32]",59.85471024625798,Lemmings 3D is a puzzle video game released in 1995 developed by Clockwork Games and published by Psygnosis The gameplay like the original Lemmings game requires the player to lead all the lemmings to their exit by giving them the appropriate skills It was the first Lemmings game to be rendered in 3D It was released for DOS PlayStation and Sega Saturn with all three releases being almost identical minus some performance differences,Missing
"[5, 13, 15]",14757,Ace Combat: Joint Assault,[38],59.85450156188642,Joint Assault retains the basic gameplay from its predecessor but with significant additions and alterations Aerial combat adopts a visual system called Enhanced Combat View to alter the perspective of enemy aircraft close to the player altering their size to make them appear much closer as a precursor to Dogfight Mode from Ace Combat Assault Horizon,Missing
"[8, 10, 32]",11241,Joe Danger 2: The Movie,"[6, 9, 12, 14, 46]",59.84785944846781,Joe Danger the worlds most determined stuntman returns to embark on a deathdefying thrillride across the set of the greatest blockbuster movie ever made Across 100 crazy levels hell chase crooks by police bike destroy laserfiring robots with a stolen jetpack escape giant boulders in a minecart timetravel to punch dinosaurs from a quad bike and divert nuclear missiles on a unicycle Strap on the helmet of Joe Danger impress the director and make action movie history,Missing
"[4, 8, 25]",4109,X-Men: Mutant Academy,[7],59.84627085741754,XMen Mutant Academy is a 3D2D fighting game developed by Paradox the company behind Activisions WuTang Shaolin Style and the neverpublished Thrill Kill and based on XMen characters from Marvel Comics The game was released for the Game Boy Color and PlayStation as a tiein to XMen  XMen Mutant Academy is a basic fighting game that uses six buttons three buttons for punches and three for kicks Due to the success of the game it was followed by two sequels XMen Mutant Academy 2 and XMen Next Dimension The games characters can be played both with their comic book costumes and their costumes from the 2000 film XMen Characters not present in the film were given costumes of a similar design,Missing
"[5, 11, 15, 32, 33]",21960,Dead Star,"[6, 48]",59.84232601211554,Combining the beauty of space combat and RPG elements Dead Star excites with online multiplayer space shooting action Earn loot and levels as you fight in procedurally generated battlefields to further customize your experience  including a massive warship used to invade live player matches,You need to survive in a part of the galaxy that has been deemed as a prison Upgrade your ship form alliances and get rid of the enemies
[31],7012,How to Train Your Dragon,"[5, 9, 12]",59.84152619360049,How to Train Your Dragon is an actionadventure video game which takes place after the film with the same name and before its sequel How to Train Your Dragon 2 Gameplay consists of exploring the Island of Berk which serves as a hub for various minigames including dragon fighting At the start of the game you can choose to play as either Hiccup or Astrid As a Viking hero you will then embark upon an epic quest to become the ultimate dragon trainer The vast Island of Berk features expanded locales from the film including Vikings Village Wild Zone Training Zone and Fight Arena In this truly largerthanlife adventure players will train dragons explore environments and battle in prestigious dragon tournaments as they battle for Viking victory Plus gamers can become the Dragon hero of their living room as they squareoff with friends and family in endless headtohead multiplayer combat  Create Your Very Own Dragon  The Create Your Dragon feature allows players to customize six different types of dragons providing virtually unending combinations of ways to modify your dragons appearance Train your Dragon for Battle  Level Up your dragons speed power fire and other abilities through intense training to face the critical Viking challenge of becoming the ultimate dragon trainer Then use your arsenal of trained dragons to battle friends in a variety of unique environments Pick up Where the Movie Left Off  Players enjoy an allnew postmovie adventure as they jump into battle as their favorite characters Explore the picturesque Island of Berk as Hiccup or Astrid in Adventure Mode or experience fierce battle action in Arena Mode as you fight for your crown as ultimate dragon warrior HeadtoHead Multiplayer Mode  Arcade mode allows friends to select their dream team of four individually customized dragons or dragons chosen from the arcade roster then jump in and battle against each other In addition to Astrid and Hiccup additional characters are playable in Multiplayer Mode including Tuffnut T Ruffnut T Fishlegs and Snotlout MiniGames  Minigames include Ice Sculpting Looping Race Flying Sheppard Memory Torch and Puzzle Dragon Excelling in minigames earns players experience points toward leveling up your dragon winning gold and other items to help care for dragons,Missing
"[4, 8, 31]",105002,Asterix & Obelix XXL 3: The Crystal Menhir,"[6, 14, 48, 49, 130, 167]",59.84,Asterix  Obelix XXL 3 The Crystal Menhir is an action platformer and the only game in the XXL series which offers cooperative gameplay Platforming is very different to the previous games in the series the player can no longer jump vertically and should be more careful when moving around The Crystal Menhir is used to clear obstacles from paths and interact with mechanisms,One day the village druid Getafix receives a strange letter It is from Avina Gandir the high priestess of Thule She warns the druid of a grave threat to his people and asks him to take a mysterious Menhir out of its hiding place
"[5, 12, 31, 33]",6810,Bombshell,"[6, 48, 49]",59.83420482081367,Follow Shelly Bombshell Harrisons bomb technician turned mercenary for hire quest for redemption as she fights through surreal alien worlds to rescue the President and save Earth using a growing array of special skills With her own tech tree upgrades destructive weaponry and fierce combat abilities Bombshell and her countless arm configurations make her the perfect soldier to stop the Kyrr an evil alien race lead by diabolical scientist turned madman Jadus Heskel,Missing
