genres,id,name,platforms,rating,storyline,summary
[15],11035,Victoria: Revolutions,[6],95.95427300219322,Missing,Victoria Revolutions is the expansion pack for Victoria An Empire Under the Sun It features 15 extra years of gameplay an expanded tech tree to cover the interwar period a doomsday converter a revamped election and politics system a new ideology fascism an overhauled military system and a new economic system that brings more realism through various economic models
"[12, 31]",27844,The Elder Scrolls IV: Oblivion - Game of the Year Edition Deluxe,[6],95.8190408436897,Missing,The Elder Scrolls IV Oblivion Game of the Year Edition presents one of the best RPGs of all time like never before Step inside the most richly detailed and vibrant gameworld ever created With a powerful combination of freeform gameplay and unprecedented graphics you can unravel the main quest at your own pace or explore the vast world and find your own challenges
"[9, 12, 31, 32]",24930,Off,[6],95.6850922971701,Missing,The player is tasked with controlling the Batter and guiding him on his quest to purify the world of spirits The player must take the Batter through the various Zones collect battle partners solve puzzles and partake in turnbased Active Time Battles in order to get to the source of the impurity
[16],14173,Heroes of Might and Magic III: Horn of the Abyss,[6],95.5560425661183,Missing,Heroes of Might and Magic III Horn of the Abyss also known as HotA is a fanmade full scale addon for Heroes of Might and Magic III designed to continue the classical Heroes 3 addon series of RoEABSoD The aim of the project is to create an addon for Heroes of Might and Magic III The Shadow of Death with lots of new features The main focus of addon is the quality of every single aspect of the modded game This includes the careful fixes of the original game balance removal of the graphical imperfections left by the developer and of course a huge amount of new content like new campaigns new map objects and even a new playable faction  The Cove The project pretends to be fully lorewise and keeps connection with the original Might and Magic universe
[9],145947,Portal Reloaded,[6],95.50922787806776,Missing,Portal Reloaded is a free community made modification for Portal 2 The mod builds on the concepts of the main game by allowing you to place a third portal which enables traveling between two different timelines Thinking in four dimensions is vital to solving 25 brand new mindbending puzzles
"[12, 13, 15, 31, 32]",98753,My Grandfather's Farm,[6],94.67228738904788,Missing,Your grandfather left you his old farm With only a few coins and tools and with the help of your grandfather you have to go to the old farm  give new shine again    Can you live from what the land has to offer you    Give the old farm a new lease of life  expand your farm Buy new fields stables equipment and animals  Farm your animals farm your fields  Sell your goods to dealers or directly to the inhabitants of Lodo Paws to build your yard Make friends with the inhabitants of Lodo Paws  Harvest various types of crops potatoes carrots wheat corn sunflowers Take care of your animals cows sheep chickens horses  Watch for the seasons to catch up with your harvest in time  Cut down trees and transport the wood or your goods by horse and cart    Adapt your farmer Buy new clothes or change your outfit    Explore Lodo Paws explore the Thunder Mine and find valuable treasures  Complete tasks and quests
"[5, 13, 24]",5563,IL-2 Sturmovik: 1946,[6],94.32690297088223,Three of the nine campaigns are a departure into alternate history focusing on hypothetical battles between the Soviet Union and Germany in the year 1946 while WWII still rages on Both the VVS and Luftwaffe now have access to advanced jet and rocket fighters and other revolutionary technology All of these new planes are modeled with the same incredible degree of historical accuracy and attention to detail as all the other planes in Il2,Oleg Maddoxs world famous IL2 Sturmovik series of flight simulators continues to expand The latest offering IL2 1946 adds 36 new planes four new gigantic maps over a hundred new ground objects and nearly 200 new campaign missions This new opus also includes all of the previous Il2 series content What years ago began as a oneaircraft study sim is now an astonishing anthology with a whopping 229 flyable aircraft and over 300 aircraft total Not to mention that players will have the opportunity to get a first glance at the future of the series arriving next year Storm of War Battle of Britain via exclusive bonus videos  IL2 1946 includes all of the original IL2 series content IL2 Sturmovik Forgotten Battles Ace Expansion Pack Pacific Fighters and alternate history campaigns of year 1946
"[13, 31, 32]",94049,Minecraft: Windows 10 Edition,[6],93.84140695061998,Missing,Create anything you can imagine Explore randomly generated worlds Survive dangerous mobs at night
"[5, 31]",24223,Resident Evil 4: Ultimate HD Edition,[6],93.74816953617324,Special agent Leon S Kennedy is sent on a mission to rescue the kidnapped US Presidents daughter Ashley Finding his way to a rural village in Europe he faces new threats that are a departure from the traditional lumbering zombie enemies of the earlier instalments in the series  Leon battles horrific new creatures infested by a new threat called Las Plagas and faces off against an aggressive group of enemies including mindcontrolled villagers that are tied to Los Illuminados  the mysterious cult behind the abduction,Resident Evil 4 Ultimate HD Edition is the second port of Resident Evil 4 to Windows this time based on the Xbox 360 and PlayStation 3 versions with updated graphics In contrast to the original port this version features lighting effects realtime instead of rendered cutscenes except in the Separate Ways campaign mouse support and Steamworks integration  This version features all previously seen additional content including the achievements from the latest HD Console versions The game can be played with SD and HD quality textures a filter option and an FPS lock option was also added allowing the user to select from 30 or 60 FPS options
"[4, 5, 8, 32]",10039,Superfighters Deluxe,[6],92.93721605353366,Missing,Superfighters Deluxe is a multiplayer 2D action game where little flatheaded men fight to the death in small and highly destructible arenas Surviving each round takes skill strategy and luck
[13],3769,DCS World,[6],92.26064595415701,Missing,Feel the excitement of flying the Su25T Frogfoot attack jet and the TF51D Mustang in the freetoplay Digital Combat Simulator World
"[12, 31]",141408,Zaos,[6],92.08791208791209,In a wartorn land spanning multiple continents factions vie for power as they engage in battles for ultimate supremacy  As a lone warrior in this conflict you must choose an allegiance and confront enemies from all sides as you strive to overcome conflict against the mightiest of challengers  It is your time to choose between light and darkness and enforce your beliefs upon the realm  Seize your destiny and allow your own hand to write the history that will be remembered in Zaos,International Free to Play Fantasy MMORPG game featuring incredible journeys through a beautiful expanding world
"[13, 14, 33]",149292,Alley Catz Bowling,[6],92.06611570247935,Missing,Alley Catz Bowling Was created in 2021 to provide fun to twitch users we are a very simply bowling game that can be controlled by twitch by typing bowl in chat Users are able to put a spin on there balls and power to there balls and lot more
"[12, 24]",2283,Defense of the Ancients,[6],91.5058990787439,Missing,Defense of the Ancients DotA is a multiplayer online battle arena mod for the video game Warcraft III Reign of Chaos and its expansion Warcraft III The Frozen Throne based on the Aeon of Strife map for StarCraft The scenario objective is for each team to destroy the opponents Ancient heavily guarded structures at opposing corners of the map Players use powerful units known as heroes and are assisted by allied heroes and AIcontrolled fighters As in roleplaying games players level up their heroes and use gold to buy equipment during the mission  The scenario was developed with the World Editor of Reign of Chaos and was updated upon the release of its expansion The Frozen Throne There have been many variations of the original concept the most popular being DotA Allstars which eventually was simplified to DotA with the release of version 668 This specific scenario has been maintained by several authors during development the latest of whom is the anonymous developer known as IceFrog who has developed the game since 2005  Since its original release DotA has become a feature at several worldwide tournaments including Blizzard Entertainments BlizzCon and the Asian World Cyber Games as well as the Cyberathlete Amateur and CyberEvolution leagues in a 2008 article of video game industry website Gamasutra the articles author claimed that DotA was probably the most popular and mostdiscussed free nonsupported game mod in the world DotA is largely attributed to being the most significant inspiration for the multiplayer online battle arena genre Valve Corporation acquired the intellectual property rights to DotA to develop a standalone sequel Dota 2 which was released in 2013
[11],46986,StarCraft II: Trilogy,[6],91.50069106373721,Missing,This Bundle includes   StarCraft II Wings of Liberty  StarCraft II Heart of the Swarm  StarCraft II Legacy of the Void
"[11, 12, 13, 15, 16, 33]",7593,Space Rangers 2: Dominators,[6],91.48372158609783,Missing,Reboot is an expansion pack for the critically acclaimed Space Rangers 2 Rise of the Dominators It adds new missions equipment maps and other additional content to the original game
"[31, 33]",103333,The Binding of Isaac: Antibirth,[6],91.45690189242879,Five years ago a young boy took his first trip down into the basement facing the endless threats below to escape from the murderous delusions of his loving mother Three years later he found himself facing the same predicament but with an even greater plague of horrors and peril,Antibirth is a free fanmade expansion for The Binding of Isaac Rebirth The mod includes new items characters enemies challenges secrets and much more The mod was primarily developed by Kilburn NotYourSagittarius and LeatherIceCream with music by Mudeth
"[13, 15, 16]",27820,Sid Meier's Civilization III: Complete,[6],91.2540892805766,Missing,Sid Meiers Civilization III Complete the latest offering in the Sid Meiers Civilization III franchise provides gaming fans with Sid Meiers Civilization III the highlyaddictive journey of discovery combined with the updated and enhanced multiplayer expansion pack Sid Meiers Civilization III Play the World as well as all of the great new civilizations scenarios and features from Sid Meiers Civilization III Conquests Sid Meiers Civilization III Complete provides more ways to explore more strategies to employ more modes of play and more ways to win all in one box
"[31, 34]",12198,Umineko no Naku Koro ni,[6],91.15615095262368,Missing,Umineko no Naku Koro ni takes place in 1986 on October 4 and 5 on a secluded island called Rokkenjima The head of a wealthy family named Ushiromiya Kinzou who lives on and owns Rokkenjima is near death and eleven of his family members arrive on the island to discuss how Kinzous assets will be divided once he is dead Also on the island are five of Kinzous servants and his physician After the eleven family members arrive a typhoon traps them on the island and shortly after people get mysteriously murdered
[15],51226,Gangsters 2: Vendetta,[6],90.72901164734348,Missing,Set from late 1928early 1929 the game follows a character called Joey Bane whose nickname is decided by the player eg Joey Scarface Bane The characters father is murdered at the beginning by a mob controlling most of New Temperance the leader of the mob is Frankie Hammer Constantine The player progresses through the game by defeating different gangs and gang leaders that are all connected to the killing of Joey Banes father
"[12, 15, 31]",2481,Gothic II: The Night of the Raven,[6],90.31370707575583,Missing,You have torn down the magical barrier and released the prisoners of the Mine Valley Now the former criminals of the forests and mountains are causing trouble around the capital of Khorinis The town militia is powerless due to their low amount of forceoutside of the town everyone is helpless against the attacks of the bandits
"[11, 15, 32]",9538,Original War,[6],90.25221012763025,The games story revolves around an extraterrestrial mineral Siberite that can catalyze cold fusion and serve as fuel for an alien artifact Siberite and the artifact  named EON  are discovered by a US expedition to Russia during World War I EON is revealed to be a time machine capable of sending objects into the past but by the time of the discovery Siberite stocks are exhausted and research stops Then in the new millennium vast deposits of the mineral are found in Siberia and Americans are able to extract enough of it for smallscale timetravel  The US comes up with a plan to send a small force two million years back in time There it will mine the Siberite and transport it over the Bering Land Bridge to Alaska into what will one day be in American hands The best troops are selected briefed and told that it is a oneway trip back through time  This results in a new time line with the mineral located in Alaska and the US being the only undisputed superpower thanks to the inexhaustible source of energy Here the time machine wasnt found by the US but the Russians instead The USSR fumes under American supremacy Frustration turns to outrage when Soviet scientists find traces of American settlement and Alaskite the source of US power in remote Siberia A Soviet expedition is sent through the EON here called TAWAR to repel the American thieves and preserve what is rightfully theirs,An American geological expedition under a UN mandate assesses the natural resources in a distant part of Siberia deep in the trackless steppes of Eastern Russia But instead of oil they discover a deposit of a hitherto unknown mineral    American scientists working for Department of Defense find out that this mineral is in fact identical to the substance used to power an extraterrestrial artifact in their possession This object is called the EON Extraterrestrial Object Nexus    It was found in 1919 by Colonel Emerson near the site of the Tunguska explosion Emerson was the commander of a US military unit in charge of transporting US war supplies from the city of Vladivostok to the Eastern front during World War I    DoD Experiments have shown that items placed in the capsule are transported hundreds of thousands of years back in time The American scientists were not able to understand its construction nor could they manage to synthesize its fuel Eventually the machine  classified Top Secret  was stored pending further advances in human science
"[12, 15]",16983,Dungeon Crawl Stone Soup,[6],90.13437511588663,Missing,Dungeon Crawl Stone Soup is a roguelike dungeon crawler Available as pure ascii or with tile graphics playable offline or as a web version  DCSS lets the player create a hero from a large number of races and classes then sends him off into the dungeon to fetch the Orb of Zot While descending through the dungeon players will encounter a variety of different enemies to kill sneak around or even befriend  The game features very in depth mechanics comparatively simple controls and poses a very hard but fair challenge
"[13, 15, 16]",54356,Sid Meier's Civilization IV: Complete Edition,[6],90.00713807706623,Missing,Sid Meiers Civilization is widely recognized as one the greatest PC game franchises of alltime Heralded as one of the top ten games of 2005 Civilization IV is a musthave for gamers around the globe Sid Meiers Civilization IV The Complete Edition includes Civilization IV plus all three expansions Warlords Beyond the Sword and Colonization
"[15, 31, 32]",157439,HighFleet,[6],90.0,Missing,Battle for survival in the skies of a mysterious future Earth in this unique actionstrategy game mixing arcade combat exploration management and diplomacy As giant flying ships wage spectacular aerial warfare a prophecy tells of one who will save the world  could it be you
"[9, 13, 15, 31, 32]",133154,Rough Justice: '84,[6],90.0,Its 1984 everyones favorite year and the port city of Seneca is experiencing a boom But upstanding citizens arent the only Senecans benefiting from the citys spoils In its underbelly Senecas criminals and worse are finding homes and lairs in all sectors of society You are Jim Baylor Senecas former top detective and law enforcement officer fallen from grace A man falsely accused of crimes he never committed stripped of rank title and honor and incarcerated with the very people he put away  But you dont stay locked up for long Youre released from jail under questionable circumstances You seek to clear your name get the dirt on the people responsible for your demise and discover the greater machinations at play To that aim and with the help of friends and former colleagues you open and run a private security agency that hires manages trains and deploys agents all across Seneca  To root out the cancer gnawing the city youll have to use all the power and resources available to you from agents modern surveillance technology friends in high places and trust built through your evergrowing network of sources What better way to righteously clear your name than by gathering Senecas best and brightest,Do what it takes to make your fledgling security agency thrive in this 80s noir crime bustin dirty crossing vengeanceseeking board game inspired strategy game with dice and cards Advise your team on the best course of action through strategy calculated decisions and a bit of luck
[13],129694,The Test,[6],90.0,Missing,You will answer a series of questions that will reveal truths from deep within These questions may make you uncomfortable but with great knowledge comes great sacrifice Can you make it all the way through The Test and if you do are you sure you want the answers you seek
[32],88844,Angry Zombies,[6],90.0,Missing,There cant be any left In Angry Zombies you have to shoot down every zombie you meet But be careful Their villages are solid and your fire is limited Be specific and dont take prisoners
[31],88750,Lost Souls: Enchanted Paintings,[6],90.0,Missing,After the police and FBI come up empty in their investigation Bella turns to forces beyond our world to find her missing son in Lost Souls Enchanted Paintings A mysterious package with no return address appears on Bellas doorstep and now her entire world is about to be turned upside down Use your Hidden Object Puzzle Adventure talents to explore this incredible game and save Bellas son
"[10, 13, 32]",88647,Subway Train Simulator 2D,[6],90.0,Missing,Become a subway train operator and explore the whole metro system of the city Transport impatient passengers repaint and upgrade your trains learn real signaling system enjoy realistic sounds and discover 89 stations on more than 100 miles of underground overground and underwater rails
Missing,88643,Nightmares from the Deep: Davy Jones - Collector's Edition,[6],90.0,Missing,Missing
Missing,88111,Geisha: The Secret Garden,[6],90.0,Missing,Missing
"[8, 10]",87570,Duck Run,[6],90.0,Missing,Duck Run is a platformer game about a race between two ducks in search of the last chips on the market Be a duck and race against Otap to get what you want most
"[13, 15, 32]",87530,Biotix: Phage Genesis HD,[6],90.0,Missing,Immerse yourself in an epic war for survival
"[14, 32]",87430,Head Soccer,[6],90.0,Missing,Head Soccer is a cartoon style leisure sports game The player controls a football player to play a fierce game
"[9, 15]",87067,Runes of Avalon 2,[6],90.0,Missing,Take a fantastic journey through a magical world as you match the runes to help Evelyne fulfil her mission and find her way home  Welcome to the once glorious empire of Avalon now clouded by the darkness of the evil Morgannas spells After defeating Morganna in an intense magical battle Evelyne the protector of Avalon must now cleanse Avalon from the dark curse with her Rune Magic Help Evelyne to complete her mission and find her way home by matching the runes encountering new locations new spells and new challenges along the way With three game modes and some unexpected twists Runes of Avalon 2 takes you to an enchanting world of magic and mystery you wont want to leave  Runes of Avalon 2 is a puzzle game with a twist match3 mechanic that you have yet to see   Features    100 great levels  Amulet of Spells with 4 new spells  6 powerups  10 new enchanting images to reveal  Three game modes Quest Endless and Time Attack  JigSaw minigame  Mystic music  sound effects  and more   Discover more from Anawiki Games    The Perfect Tree  Avalon Legends Solitaire HD  Arizona Rose and the Pirates Riddles HD  DressUp Pups HD  You can always find an updated list at wwwanawikicom
[32],83543,Keys,[6],90.0,Missing,This is a story told in three parts this is but the first act in the trilogy of a man and the threads of fate that bind him Dim lighting comedy and simple puzzles add to the storys atmosphere
[9],74386,Mahjong Magic Islands,[6],90.0,Missing,Mahjong Magic Islands features classic mahjong solitaire in a uniquely original visual format Collecting components for magic spells adds a fun layer to the gameplay and meeting cute magical creatures to help out gives the varied levels of the game more significant depth
Missing,61605,Mahjong VR,[6],90.0,Missing,This is a game playing mahjong in a virtual reality environment
"[15, 31]",55372,Epic Cards Battle 2-Dragons Rising (TCG),[6],90.0,Missing,3D PVP Free Fantasy Strategy TCG Online GameExperience the legendary battles Hundreds of cards 3 Card types Creature Spell Trigger Campaign and Arena and Ladder
[15],53812,Total War: Shogun 2 - Collection,[6],90.0,Missing,This Bundle contains the base game and all DLCs from Total War Shogun 2
Missing,53739,The Gift,[6],90.0,Missing,Missing
Missing,53263,The Lake House: Children of Silence - Collector's Edition,[6],90.0,Missing,Missing
"[12, 15, 31]",51194,Jade Dynasty,[6],90.0,Missing,Jade Dynasty is a Fantasy Online RolePlaying game developed and published by Perfect World Entertainment which was released in 2009
"[2, 9, 31]",50229,Twisted Lands: Insomniac,[6],90.0,Missing,The Twisted Lands saga continues in the gripping sequel to the bestselling Twisted Lands Shadow Town Steeped in psychological horror Twisted Lands Insomniac follows Angel the wife of the central character in the original game as she attempts to escape the mental hospital in which shes imprisoned Players will explore the fragile boundary between whats real and what the mind perceives as they guide Angel on her mystifying quest to remember who she is  Help Angel figure out what is real and what is in her head as she attempts to escape from a Mental Hospital Explore a haunting environment as you go on Angels mystifying quest
"[15, 32, 33]",34669,Stack,[6],90.0,Missing,This is simple but highly addictive strategy game that will test your reaction times and your hand to eye coordination
"[13, 15, 31]",34266,Roads of Rome,[6],90.0,Missing,Advance into the unknown territories full of secrets and dangers Expand the famous road system to the far corners of mighty Roman   Empire in this blend of casual strategy sim and time management genres
"[13, 15, 24, 31]",34062,Northern Tale,[6],90.0,Missing,A beautiful legend filled with magic bravery and amazing adventures
"[15, 32]",31223,Solitaire Royale,[6],90.0,Missing,Solitaire Royale is the classic 52card deck Solitaire game also known as Klondike Solitaire
[33],26127,Baby Eater,[6],90.0,Baby Eater takes place in the mind of the Princess of Emor Procuni When a vulgar beast from Hells deepest corners came to Emor she was bitten and turned to a vampire Forced to watch her family die she refused to bow to the Queens whims Punishing her the Queen sealed Procuni in a sarcophagus and forced to dream the same nightmare every night  the nightmare of babes falling from the heavens to die and feed the lust of QUEEN SAPHRON  Can you save the babies and help Procuni resist the evil Queen for one more night,Baby Eater was created to be an 8bit style arcade game from the 1980s The premise is you play a vampire who has the same nightmare every night  babies fall to their deaths to feed the Vampire Queen  Saphron  Your job is to save them all by running back and forth across the screen to catch the babies  Gameplay elements In addition to catching the babies several levels have unique hazards and rules that change the demands of play such as a mist that deals damage during animated frames a level which inverts control and flips perspective a level with a low ceiling forcing you to pay attention to audio cues and shadows etc There are 3 powerups and 3 powerdowns in addition to a rock that can damage you and destroy the basket all of which change how you approach which baby to save and when You have one action button which allows you to put your cloak on and take it off  8Bit Features Pixel count Colors on Screen Frame Rate Music and Sound emulation follow optimizedaveraged 8bit rulesrestrictions for arcade and home systems rather than simply being retrothemed with updated features
"[5, 32, 33]",13547,Waves,[6],90.0,Set in a NeoCyberspace arena your system is being overrun by bugs errors and viruses and the only solution is to kill every rogue process before it kills you,Waves is a twin stick shooter that can be played by anyone but with a high enough skill threshold to keep even the most hardened shooter fan entertained  Clear the arena of enemies while racking up a big fat Combo with swift kills and well timed Bombs If it all gets a bit too much you can use your Time Buffer to slow down the action and turn defeat into victory Players can compete across seven different game modes with online highscore tables and Achievements in their pursuit of twinstick perfection
[12],29207,Gothic II: Gold Edition,[6],89.97981598314456,Missing,Gothic II Gold Edition brings together the excitement of Gothic II and the addon Night of the Raven to your fingertips    You have torn down the magical barrier and released the prisoners of the Mine Valley Now the former criminals of the forests and mountains are causing trouble around the capital of Khorinis The town militia is powerless due to their low amount of forceoutside of the town everyone is helpless against the attacks of the bandits
"[11, 15]",10107,Corsairs: Conquest at Sea,[6],89.96300017735103,Missing,Corsairs Conquest at Sea is a 1999 strategyactionadventure game for the PC developed and published by Microïds known for Syberia and its continuation Syberia II The game is a simulation of the life of a privateer employed by either England France The Netherlands or Spain in most likely the 17th century The player can take part in either the campaign which consists of several scenarios with a specific goal or adventure mode where the goal is simply to capture all the ports on the map for your nation
"[5, 9, 12, 31]",12987,System Shock: Enhanced Edition,[6],89.94941612868496,Missing,Exactly twenty one years after its first release System Shock is back The Enhanced Edition adds a modern touch to this true classic gem without taking anything from its unmistakable atmosphere See for yourself that the game that has been called the benchmark for intelligent firstperson gaming has lost nothing of its ability to keep you on the edge of your seat  Youre a renowned hacker the most notorious cyberspace thief in the corporate world Caught during a risky breakin you become indentured to Diego a greedy Trioptium exec who bankrolls a rare cyberjack implant operation After six months in a healing coma you awaken to the twisted aftermath of a terrible disaster Where are the surgeons Why is the station in such disrepair Slowly the chilling realization that something is very wrong creeps over you  Once a prime corporate research facility Citadel now teems with mindless cyborgs robots and terribly mutated beings all programmed to serve SHODAN a ruthless AI Theres scarcely time to think before it unleashes the first terror
"[15, 16]",19351,Disciples II: Gallean's Return,[6],89.94456234991036,Missing,Disciples II Galleans Return is a compilation edition that includes the base game Disciples II Dark Prophecy plus the two standalone expansions Disciples II Guardians of the Light and Disciples II Servants of the Dark
"[12, 13, 15, 16, 31, 33]",7594,Space Rangers HD: A War Apart,[6],89.9261534687232,Missing,Space Rangers HD A War Apart remasters and expands the world of the cult classic Space Rangers 2 The game is developed by the SNKGames team in close cooperation with fans of the series The biggest of the improved features is a new scenario dedicated to the pirates threatening the galaxy
"[13, 15]",11029,Tropico: Paradise Island,[6],89.8965883831062,Missing,The official expansion for the original game not only brings natural disasters like tropical storms but also new tourist attractions to your island Face the challenges of tons of new scenarios prove yourself a worthy leader to your own people and make Tropico a paradise for wealthy visitors from overseas
"[12, 15]",13155,Rage of Mages II: Necromancer,[6],89.87239478129933,Missing,Rage of Mages II Necromancer known as Allods 2 Master of Souls in Russia is the sequel to the original Rage of Mages It is an RTSRPG hybrid
"[15, 16, 32]",21353,Galactic Civilizations II: Endless Universe,[6],89.8605577689243,Missing,Galactic Civilizations II Endless Universe is a compilation featuring the content of Dread Lords Dark Avatar and Twilight of the Arnor It was released exclusively in Europe on September 26 2008 and it was published by Kalypso Media The compilation was released as Galactic Civilizations II Ultimate Edition in North America on February 9 2009
[14],18872,Championship Manager: Season 99/00,[6],89.85958903331108,Missing,The Championship Manager series is a series of British footballmanagement simulation computer games
"[11, 12, 15]",9831,Warlords Battlecry,[6],89.8558872521812,Missing,Warlords Battlecry is a Strategy game developed by Strategic Studies Group and published by SSI which was released in 2000
